video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,retrieve_size,chunk_size
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,"Yes, there are bananas on the table in front of you.",50.0,50,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Certainly! The orange pot is located on the stove. It is surrounded by various kitchen utensils, including a pot lid, a rolling pin, and a cutting board.",74.0,74,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Certainly! The orange pot is located on the stove. It is surrounded by various kitchen utensils, including a pot lid, a rolling pin, and a cutting board.",74.0,74,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",The spices used to make yellow curry are turmeric and cumin.,108.0,108,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",The spices used to make yellow curry are turmeric and cumin.,108.0,108,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.",Certainly! You can find a towel on the kitchen counter near the sink.,162.0,162,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.",Certainly! You can find a towel on the kitchen counter near the sink.,162.0,162,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q5,OS,Ego,Can you help me find where my paper list for recording recipes is? There might be other things next to it.,"You can find a similar paper list on the nearby table, and it looks like there is a microwave next to it.",Certainly! I can help you locate the paper list for recording recipes. Can you provide me with the name of the paper or the specific section it belongs to?,179.0,179,179,1.0,False,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q5,OS,Ego,Can you help me find where my paper list for recording recipes is? There might be other things next to it.,"You can find a similar paper list on the nearby table, and it looks like there is a microwave next to it.",Certainly! I can help you locate the paper list for recording recipes. Can you provide me with the name of the paper or the specific section it belongs to?,179.0,179,179,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q0,SF,Ego,What is that thing I just brought with my left hand?,"It is a green bucket that appears to be empty, with nothing inside it.","The person is holding a large green object, which appears to be a piece of furniture or equipment.",12.0,12,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q0,SF,Ego,What is that thing I just brought with my left hand?,"It is a green bucket that appears to be empty, with nothing inside it.","The person is holding a large green object, which appears to be a piece of furniture or equipment.",12.0,12,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q1,SM,Ego,Where did I put the green bucket that I just brought over?,"You bring it to support the wooden board, otherwise the board cannot be placed properly into the cutting machine.",The green bucket is now placed on the grass next to the white object.,40.0,40,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q1,SM,Ego,Where did I put the green bucket that I just brought over?,"You bring it to support the wooden board, otherwise the board cannot be placed properly into the cutting machine.",The green bucket is now placed on the grass next to the white object.,40.0,40,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q2,LM,Ego,The board seemed to be the wrong size and I needed to reconstructe it myself using a power cutter. Can you tell me where I can find my power cutter?,"Yes, the cutter is in the courtyard outside the door.","You can find your power cutter in the corner of the room, near the door.",74.0,74,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q2,LM,Ego,The board seemed to be the wrong size and I needed to reconstructe it myself using a power cutter. Can you tell me where I can find my power cutter?,"Yes, the cutter is in the courtyard outside the door.","You can find your power cutter in the corner of the room, near the door.",74.0,74,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q3,OS,Ego,I think I need some tools to strengthen this board. Can you tell me where to find these tools in my room?,"If I remember correctly, they should be on the floor inside the room.","Certainly! In your room, you can find the tools for strengthening the board in the area near the door.",107.0,107,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q3,OS,Ego,I think I need some tools to strengthen this board. Can you tell me where to find these tools in my room?,"If I remember correctly, they should be on the floor inside the room.","Certainly! In your room, you can find the tools for strengthening the board in the area near the door.",107.0,107,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q4,KG,Ego,"Cutting boards create a lot of debris, is there something suitable nearby to temporarily store the debris like bucket or something else?",The green bucket that you just brought over would be a good choice.,"Yes, there is a bucket nearby that can be used to store the debris.",142.0,142,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q4,KG,Ego,"Cutting boards create a lot of debris, is there something suitable nearby to temporarily store the debris like bucket or something else?",The green bucket that you just brought over would be a good choice.,"Yes, there is a bucket nearby that can be used to store the debris.",142.0,142,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q5,CI,Ego,Is the green bucket that I just brought inside the room? Please help me look for it.,The green bucket is placed under the wooden board outside the door.,"Yes, the green bucket is inside the room.",180.0,180,180,1.0,False,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q5,CI,Ego,Is the green bucket that I just brought inside the room? Please help me look for it.,The green bucket is placed under the wooden board outside the door.,"Yes, the green bucket is inside the room.",180.0,180,180,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q0,SF,Ego,What color is the box containing the chicken I am preparing for tomorrow?,It looks like the box should be blue.,The box containing the chicken is blue.,20.0,20,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q0,SF,Ego,What color is the box containing the chicken I am preparing for tomorrow?,It looks like the box should be blue.,The box containing the chicken is blue.,20.0,20,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q1,SM,Ego,Can you help me find if there is a plastic bottle with a nozzle for cleaning near me?,"You can check in front of the sink; there are many bottles there, and the one you're looking for might be among them.","Yes, there is a plastic bottle with a nozzle near the sink.",50.0,50,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q1,SM,Ego,Can you help me find if there is a plastic bottle with a nozzle for cleaning near me?,"You can check in front of the sink; there are many bottles there, and the one you're looking for might be among them.","Yes, there is a plastic bottle with a nozzle near the sink.",50.0,50,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q2,KG,Ego,What is the main purpose of plastic wrap?,"Plastic wrap can block moisture and prevent air from directly contacting food. It is primarily used in the kitchen for cooking, holding food, and storing food.",Plastic wrap is used to wrap the chicken breasts for storage and to keep them fresh.,74.0,74,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q2,KG,Ego,What is the main purpose of plastic wrap?,"Plastic wrap can block moisture and prevent air from directly contacting food. It is primarily used in the kitchen for cooking, holding food, and storing food.",Plastic wrap is used to wrap the chicken breasts for storage and to keep them fresh.,74.0,74,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q3,OS,Ego,I want to eat some oranges. Do you know where I can find them?,"If I’m not mistaken, the oranges are in a box near the corner of the nearby wall.","Yes, there are oranges on the counter. You can find them near the cutting board.",108.0,108,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q3,OS,Ego,I want to eat some oranges. Do you know where I can find them?,"If I’m not mistaken, the oranges are in a box near the corner of the nearby wall.","Yes, there are oranges on the counter. You can find them near the cutting board.",108.0,108,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q4,LM,Ego,I am looking for the green plastic wrap box I just used. Do you remember where it is?,You can check near the sink where you were earlier.,"Yes, I do remember where the green plastic wrap box is. It is on the counter near the sink.",152.0,152,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q4,LM,Ego,I am looking for the green plastic wrap box I just used. Do you remember where it is?,You can check near the sink where you were earlier.,"Yes, I do remember where the green plastic wrap box is. It is on the counter near the sink.",152.0,152,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e0q5,CI,Ego,Are there any oranges in the room? I want to eat some.,"Yes, in the room that resembles a kitchen, you can find some oranges in the corner of the wall.","Yes, there are oranges in the room.",179.0,179,179,1.0,False,64,1
Ego__01e543ee-3d11-4b12-9428-192cc042f399,Ego__01e543ee-3d11-4b12-9428-192cc042f399#e1q5,CI,Ego,Are there any oranges in the room? I want to eat some.,"Yes, in the room that resembles a kitchen, you can find some oranges in the corner of the wall.","Yes, there are oranges in the room.",179.0,179,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q0,SF,Ego,What am I holding in my left hand?,It looks like you are holding a black tire in your left hand.,A tool.,22.0,22,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q0,SF,Ego,What am I holding in my left hand?,It looks like you are holding a black tire in your left hand.,A tool.,22.0,22,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q1,SM,Ego,The tire I just brought is placed somewhere; please briefly describe the location.,"You place the tire near the door, where the wall is blue, and there are other tires around.",The tire is placed on the floor near a red toolbox and a blue toolbox.,50.0,50,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q1,SM,Ego,The tire I just brought is placed somewhere; please briefly describe the location.,"You place the tire near the door, where the wall is blue, and there are other tires around.",The tire is placed on the floor near a red toolbox and a blue toolbox.,50.0,50,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q2,LM,Ego,Is there a round table in the room where I just placed the tools?,"Yes, if I am not mistaken, there is a round table in the room.","No, there is no round table in the room where you placed the tools.",74.0,74,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q2,LM,Ego,Is there a round table in the room where I just placed the tools?,"Yes, if I am not mistaken, there is a round table in the room.","No, there is no round table in the room where you placed the tools.",74.0,74,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q3,KG,Ego,Which country is Audi's car manufacturer from?,"Audi is a German car manufacturer, primarily engaged in the design, development, manufacturing, and sale of luxury cars, supercars, and heavy-duty machines.",Audi's car manufacturer is from Germany.,108.0,108,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q3,KG,Ego,Which country is Audi's car manufacturer from?,"Audi is a German car manufacturer, primarily engaged in the design, development, manufacturing, and sale of luxury cars, supercars, and heavy-duty machines.",Audi's car manufacturer is from Germany.,108.0,108,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q4,OS,Ego,I am looking for a black trash can. Can you tell me its approximate location?,You can check near the door next to you; I see that there seems to be a black plastic bin there.,"The black trash can is located near the wall, slightly to the left of the center of the image.",162.0,162,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q4,OS,Ego,I am looking for a black trash can. Can you tell me its approximate location?,You can check near the door next to you; I see that there seems to be a black plastic bin there.,"The black trash can is located near the wall, slightly to the left of the center of the image.",162.0,162,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e0q5,CI,Ego,Where did I place the tools last time?,"Last time, you placed the tools on a round table.",The tools were placed on the floor near the car.,179.0,179,179,1.0,False,64,1
Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39,Ego__01e9637c-d3cd-4679-baa1-5c3846c28b39#e1q5,CI,Ego,Where did I place the tools last time?,"Last time, you placed the tools on a round table.",The tools were placed on the floor near the car.,179.0,179,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q0,SF,Ego,Is there a broom with a green handle around the machine in front of me?,"Yes, I see a broom leaning against the machine.",Yes.,20.0,20,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q0,SF,Ego,Is there a broom with a green handle around the machine in front of me?,"Yes, I see a broom leaning against the machine.",Yes.,20.0,20,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q1,SM,Ego,Can you see a green tool that looks like a hammer on the machine's seat?,"Yes, it looks like there is a green tool that resembles a hammer on the seat.","Yes, there is a green tool that appears to be a hammer on the machine's seat.",54.0,54,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q1,SM,Ego,Can you see a green tool that looks like a hammer on the machine's seat?,"Yes, it looks like there is a green tool that resembles a hammer on the seat.","Yes, there is a green tool that appears to be a hammer on the machine's seat.",54.0,54,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q2,OS,Ego,I need a tool similar to pliers. Where can I find these tools in this place?,I suggest you check the workbench near you; it looks like there are many tools to choose from there.,The tools can be found on the workbench and the workbench itself.,88.0,88,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q2,OS,Ego,I need a tool similar to pliers. Where can I find these tools in this place?,I suggest you check the workbench near you; it looks like there are many tools to choose from there.,The tools can be found on the workbench and the workbench itself.,88.0,88,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q3,KG,Ego,What is the purpose of automotive lubricant?,"Lubrication, cooling, cleaning, sealing, rust prevention, shock absorption, and anti-wear.","The purpose of automotive lubricant is to reduce friction and wear on moving parts, ensuring optimal performance and longevity of the vehicle's components.",127.0,127,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q3,KG,Ego,What is the purpose of automotive lubricant?,"Lubrication, cooling, cleaning, sealing, rust prevention, shock absorption, and anti-wear.","The purpose of automotive lubricant is to reduce friction and wear on moving parts, ensuring optimal performance and longevity of the vehicle's components.",127.0,127,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q4,OS,Ego,I need to use a power drill with a green handle. Where can I find it in this place?,You can check the workbench; I saw you put the drill there.,The power drill with a green handle can be found on the workbench in the background.,153.0,153,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q4,OS,Ego,I need to use a power drill with a green handle. Where can I find it in this place?,You can check the workbench; I saw you put the drill there.,The power drill with a green handle can be found on the workbench in the background.,153.0,153,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e0q5,CI,Ego,Is there a broom with a green handle in this place?,"Based on the context, yes.",Yes.,179.0,179,179,1.0,False,64,1
Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e,Ego__02344f2e-3d7a-423a-bcba-a5ef96cde81e#e1q5,CI,Ego,Is there a broom with a green handle in this place?,"Based on the context, yes.",Yes.,179.0,179,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q0,SF,Ego,Is there a yellow electric saw on the workbench in front of me?,"Yes, I see a yellow electric saw on the table that can be used to cut wood.",Yes.,20.0,20,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q0,SF,Ego,Is there a yellow electric saw on the workbench in front of me?,"Yes, I see a yellow electric saw on the table that can be used to cut wood.",Yes.,20.0,20,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q1,SM,Ego,"Is there a table where I just placed the wooden sticks, with a red box on it?","Yes, the table is not far from you. If you turn your head, you will see it.",Yes.,54.0,54,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q1,SM,Ego,"Is there a table where I just placed the wooden sticks, with a red box on it?","Yes, the table is not far from you. If you turn your head, you will see it.",Yes.,54.0,54,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q2,LM,Ego,I need to get some more wood now. Can you tell me where I can find it in the room?,There is some wood under the nearby cabinet. You can go check there.,"Certainly! In the room, there are several wooden planks scattered around. You can find them near the workbench and the table.",88.0,88,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q2,LM,Ego,I need to get some more wood now. Can you tell me where I can find it in the room?,There is some wood under the nearby cabinet. You can go check there.,"Certainly! In the room, there are several wooden planks scattered around. You can find them near the workbench and the table.",88.0,88,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q3,KG,Ego,"Based on the video information you see, what do you think my job is?","I think you might be a laborer or a repair worker, as you seem to use a lot of tools.","Based on the video information, it appears that your job is related to woodworking or carpentry, as you are seen working on a wooden plank, possibly assembling or finishing it.",127.0,127,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q3,KG,Ego,"Based on the video information you see, what do you think my job is?","I think you might be a laborer or a repair worker, as you seem to use a lot of tools.","Based on the video information, it appears that your job is related to woodworking or carpentry, as you are seen working on a wooden plank, possibly assembling or finishing it.",127.0,127,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q4,OS,Ego,Where did I put the leftover wood scraps after cutting?,You put them in a box with lots of leftover wood sticks.,On the floor,153.0,153,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q4,OS,Ego,Where did I put the leftover wood scraps after cutting?,You put them in a box with lots of leftover wood sticks.,On the floor,153.0,153,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e0q5,CI,Ego,Do you still remember the red box I mentioned earlier? Where is it?,"Yes, it should still be on the table next to where you placed the wood.","Yes, the red box is on the floor near the workbench.",179.0,179,179,1.0,False,64,1
Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf,Ego__026a2f15-c454-4c28-80e0-24c85d7f4ecf#e1q5,CI,Ego,Do you still remember the red box I mentioned earlier? Where is it?,"Yes, it should still be on the table next to where you placed the wood.","Yes, the red box is on the floor near the workbench.",179.0,179,179,1.0,False,64,1
