video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
fpsstream_000028,blink_and_miss,Does the gummy bear blink?,"Yes, just once",A,25.0,1.0,query,264.822,265,600,False,0.0,C,C,A,"['Yes, just once', 'No', 'Yes, multiple times', 'No, but it winks', 'None of the above']",2,0.611,True,fpsbench_000028,middle,0.4376,260.822,264.822,264.822,30.0,count_40.mp4,261,264,4,0.0,0,0,True,28,64,2,1.0,2.0,17631,51940,0.3394,17640,90,15000,1011548160,64,1
fpsstream_000029,state_at_event,"How does the drummer move his head, if at all, when he hits the cymbal?",He nods,A,8.0,1.0,query,500.172,501,600,False,0.0,D,D,A,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.5579,True,fpsbench_000029,late,0.8328,497.172,500.172,500.172,24.0,subPlot_new_all_163.mp4,498,500,3,0.0,0,0,True,28,64,2,0.9643,1.0714,29283,98196,0.2982,29400,150,15000,1685913600,64,1
fpsstream_000030,instance_count,How many squares did the coach step into with both feet?,Two,B,14.0,1.0,query,83.868,84,600,False,100.0,B,B,B,"['One', 'Two', 'Three', 'Zero', 'None of the above']",2,0.2405,True,fpsbench_000030,early,0.133,78.868,85.875,83.868,25.0,subPlot_new_all_85.mp4,79,83,5,-2.007,0,0,True,28,26,2,1.0,2.0,4979,16464,0.3024,5096,26,15000,0,64,1
fpsstream_000031,instance_count,How many times does the player in blue socks step in every square?,2,B,4.0,1.0,query,298.801,299,600,False,100.0,B,B,B,"['1', '2', '3', '4', 'None of the above']",2,0.6524,True,fpsbench_000031,middle,0.4946,292.801,300.809,298.801,30.0,order_301.mp4,293,298,6,-2.008,0,0,True,28,64,2,1.0,1.8571,17180,58604,0.2932,17248,88,15000,989069312,64,1
fpsstream_000032,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,1.0,query,449.632,450,600,False,0.0,B,B,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.5562,True,fpsbench_000032,late,0.7477,445.632,449.632,449.632,30.0,ego_81.mp4,446,449,4,0.0,0,0,True,28,64,2,1.0,2.0,17781,88200,0.2016,17836,91,15000,1022787584,64,1
fpsstream_000033,fine_grained_motion,What did the driver wearing a JT suit do to the person on his left?,Gave them a thumbs up.,B,7.0,1.0,query,155.287,156,600,False,100.0,B,B,B,"['Angrily gestured at them.', 'Gave them a thumbs up.', 'Did nothing and started straight ahead.', 'Bent over and checked their equipment.', 'None of the above']",2,0.3728,True,fpsbench_000033,early,0.2559,152.287,157.292,155.287,25.0,order_122.mp4,153,155,3,-2.005,0,0,True,28,54,2,1.0,2.0,10552,30576,0.3451,10584,54,15000,0,64,1
fpsstream_000034,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,1.0,query,280.609,281,600,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.604,True,fpsbench_000034,middle,0.4658,277.609,281.609,280.609,25.0,subPlot_new_all_150.mp4,278,280,3,-1.0,0,0,True,28,64,2,0.8571,1.3214,23409,55076,0.425,23520,120,15000,1348730880,64,1
fpsstream_000035,fine_grained_motion,Which description best fits the motion of the skateboard during the trick?,The skateboard was rolled once by 360 degrees.,B,7.0,1.0,query,500.555,501,600,False,0.0,A,A,B,"['The skateboard stayed flat in the air relative to the ground.', 'The skateboard was rolled once by 360 degrees.', 'The skateboard was spun twice.', 'The skater spun their body, not the board.', 'None of the above']",2,0.6903,True,fpsbench_000035,late,0.8346,496.555,501.56,500.555,25.0,subPlot_new_all_3.mp4,497,500,4,-1.005,0,0,True,28,64,3,1.0,1.8571,34719,98196,0.3536,34888,178,15000,2000617472,64,1
fpsstream_000036,blink_and_miss,Describe the interaction between Yoshi and Donkey Kong.,Donkey Kong collided with Yoshi.,C,7.0,1.0,query,169.317,170,600,False,0.0,B,B,C,"['Donkey Kong quickly passed Yoshi in his cart.', 'Yoshi stayed to the right of Donkey Kong and maintained their position.', 'Donkey Kong collided with Yoshi.', 'Donkey Kong stayed behind Yoshi.', 'None of the above']",2,0.3686,True,fpsbench_000036,early,0.2766,164.317,170.317,169.317,25.0,subPlot_new_all_137.mp4,165,169,5,-1.0,0,0,True,28,55,3,1.0,3.0,10607,33320,0.3183,10780,55,15000,0,64,1
fpsstream_000037,blink_and_miss,What happened after Yoshi threw the red shell to the other cart?,The cart flipped over.,A,15.0,1.0,query,306.309,307,600,False,0.0,B,B,A,"['The cart flipped over.', 'The cart spun into the wall.', 'The cart was stopped in its tracks.', 'The cart spun in circles.', 'None of the above']",2,0.671,True,fpsbench_000037,middle,0.5072,302.309,306.309,306.309,25.0,subPlot_new_all_193.mp4,303,306,4,0.0,0,0,True,28,64,2,1.0,1.1429,19830,60172,0.3296,19992,102,15000,1146421248,64,1
fpsstream_000038,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the crash cymbal on his left",He does not hit any other part,D,7.0,1.0,query,482.575,483,600,False,0.0,B,B,D,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.6488,True,fpsbench_000038,late,0.8023,476.575,482.581,482.575,25.0,subPlot_new_all_77.mp4,477,482,6,-0.006,0,0,True,28,64,2,0.9643,1.8571,23080,94668,0.2438,23128,118,15000,1326252032,64,1
fpsstream_000039,instance_count,How many times does the cat blink?,5,D,7.0,1.0,query,167.93,168,600,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.3345,True,fpsbench_000039,early,0.2735,161.93,169.938,167.93,30.0,order_16.mp4,162,167,6,-2.008,0,0,True,28,62,2,1.0,2.0,12108,32928,0.3677,12152,62,15000,0,64,1
fpsstream_000040,repetitive_motion,How many times does the cat wave its feet up and down?,5,D,8.0,1.0,query,269.628,270,600,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.3902,True,fpsbench_000040,middle,0.4401,259.628,269.638,269.628,24.0,subPlot_new_all_49.mp4,260,269,10,-0.01,0,0,True,28,64,3,0.9286,2.4286,14120,52920,0.2668,14308,73,15000,0,64,1
fpsstream_000041,action_order,What is the order of the actions leading up to the scored basket?,"The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.",C,4.0,1.0,query,496.089,497,600,False,100.0,C,C,C,"['The player with the ball holds it,t hen passes to the running player. That player catches with one hand, dribbles twice, pump fakes, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, then passes to the running player. That player catches with one hand, spins around, dribbles twice, pump fakes, and lays it up for a score.', 'None of the above']",2,0.6159,True,fpsbench_000041,late,0.829,489.089,499.099,496.089,25.0,order_38.mp4,490,496,7,-3.01,0,0,True,28,64,3,1.0,2.6786,29092,97412,0.2986,29204,149,15000,1674674176,64,1
fpsstream_000042,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the small cymbal?",The snare drum,A,7.0,1.0,query,122.32,123,600,False,0.0,B,B,A,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.2476,True,fpsbench_000042,early,0.1999,119.32,122.323,122.32,30.0,surveil_47.mp4,120,122,3,-0.003,0,0,True,28,3,2,1.0,2.0,467,24108,0.0194,588,3,15000,0,64,1
fpsstream_000043,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the left of the video",C,20.0,1.0,query,247.485,248,600,False,0.0,B,B,C,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.2432,True,fpsbench_000043,middle,0.4075,242.485,247.485,247.485,30.0,surveil_191.mp4,243,247,5,0.0,0,0,True,28,12,3,1.0,3.0,2293,48608,0.0472,2352,12,15000,0,64,1
fpsstream_000044,repetitive_motion,How many times does the character duck?,3,C,4.0,1.0,query,442.7,443,600,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.64,True,fpsbench_000044,late,0.7343,434.7,442.7,442.7,30.0,order_103.mp4,435,442,8,0.0,0,0,True,28,64,3,1.0,2.0,24541,86828,0.2826,24696,126,15000,1416167424,64,1
fpsstream_000045,action_order,In what order does the character wearing blue execute their moves?,"jump, punch, flip, punch",A,7.0,1.0,query,103.994,104,600,False,100.0,A,A,A,"['jump, punch, flip, punch', 'jump, flip, punch, kick', 'kick, spin, flip, punch', 'punch, duck, spin, block', 'None of the above']",2,0.2735,True,fpsbench_000045,early,0.1579,92.994,103.994,103.994,30.0,surveil_127.mp4,93,103,11,0.0,0,0,True,28,10,5,1.0,5.0,1830,20384,0.0898,1960,10,15000,0,64,1
fpsstream_000046,action_order,Which of the following best describes the order of the blue character's actions?,"The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.",C,15.0,1.0,query,290.039,291,600,False,0.0,B,B,C,"['The blue character begins with a leg sweep, then leaps high into the air around the opponent to punch them. They then do a series of high leg kicks, leap around once more and receive several punches in return.', 'The blue characters leaps into the air then does a series of high kicks to the opponent. Then, they do a leg sweep and flip over their opponent, and punch them several times.', 'The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.', 'The blue character leaps into the air then attacks with a leg sweep. They receive several punches, then leap over the opponent once more to land some punches of their own.', 'None of the above']",2,0.4262,True,fpsbench_000046,middle,0.4738,279.039,290.039,290.039,25.0,subPlot_new_all_104.mp4,280,290,11,0.0,0,0,True,28,64,4,0.9286,3.1429,13990,57036,0.2453,14112,72,15000,0,64,1
fpsstream_000047,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the right of the video",B,13.0,1.0,query,528.603,529,600,False,100.0,B,B,B,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.66,True,fpsbench_000047,late,0.8804,525.603,528.603,528.603,30.0,order_334.mp4,526,528,3,0.0,0,0,True,28,64,2,1.0,2.0,29339,103684,0.283,29400,150,15000,1685913600,64,1
fpsstream_000048,action_order,Which option best describes the order of events while the red and black uniformed players had the ball?,"The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.",A,5.0,1.0,query,172.641,173,600,False,0.0,C,C,A,"['The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.', 'The player dribbled forward, and passed to their teammate, after which the ball went out for a corner-kick. The ball went to another teammate, who passed it, but resulted in a missed shot.', 'The player ran forward, receiving a pass then missing a shot for a corner kick. The ball came to another teammate, who headed the ball towards goal but missed.', 'After dribbling, the player passed to their teammate who did a long pass. The pass came to a teammate, who received the ball and passed it to another teammate, who proceeded to score.', 'None of the above']",2,0.3521,True,fpsbench_000048,early,0.2732,160.641,172.641,172.641,25.0,order_92.mp4,161,172,12,0.0,0,0,True,28,47,7,1.0,7.0,9023,33908,0.2661,9212,47,15000,0,64,1
fpsstream_000049,action_order,What best describes the order of the orange team's actions?,"A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.",A,4.0,1.0,query,330.251,331,600,False,0.0,B,B,A,"['A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.', 'A player stretches out to contorl the ball, then attempts to dribble around a defender. He then passes the ball backwards to a teammate, who in turn lays it off for another teammate to fire a shot and score a long-range goal.', 'A player receives the ball, then dribbles around two defenders. He passes it backwards to a teammate who scores from distance.', 'A player passes the ball to his teammate, but it is intercepted by the opposing team. They in turn dribble forward, but lose the ball to the orange team, who immediately recover, pass the ball into the box and score a close-range goal.', 'None of the above']",2,0.7114,True,fpsbench_000049,middle,0.5412,318.251,330.251,330.251,25.0,subPlot_new_all_25.mp4,319,330,12,0.0,0,0,True,28,64,5,0.9286,2.0714,20450,64876,0.3152,20580,105,15000,1180139520,64,1
fpsstream_000050,action_order,What best describes the sequence of the highlighted player's actions after the ball is snapped?,"He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.",A,7.0,1.0,query,443.286,444,600,False,100.0,A,A,A,"['He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.', 'He blocks a lineman, then tackles him for a big loss.', 'He shuffles right then stops the ball carrier.', 'He sprints to the ball carrier in the backfiedl and stops him for a loss.', 'None of the above']",2,0.6758,True,fpsbench_000050,late,0.7407,436.286,447.297,443.286,25.0,subPlot_new_all_133.mp4,437,443,7,-4.011,0,0,True,28,64,2,0.8214,1.6429,27214,87024,0.3127,27244,139,15000,1562279936,64,1
