file	duration_sec	duration_hms	width	height	fps
subPlot_new_all_107.mp4	4529.7	01:15:29	1920	792	25.00
subPlot_new_all_139.mp4	4344.2	01:12:24	1920	806	25.00
surveil_127.mp4	4218.5	01:10:18	320	240	30.00
subPlot_new_all_5.mp4	4152.4	01:09:12	1272	540	25.00
subPlot_new_all_200.mp4	3929.4	01:05:29	1906	802	25.00
subPlot_new_all_68.mp4	3801.4	01:03:21	1906	1000	25.00
subPlot_new_all_63.mp4	3764.8	01:02:44	1920	802	25.00
subPlot_new_all_157.mp4	3637.8	01:00:37	1916	794	24.00
surveil_103.mp4	3600.0	01:00:00	320	240	30.00
surveil_146.mp4	3599.8	00:59:59	320	240	30.00
subPlot_new_all_156.mp4	3527.7	00:58:47	1916	794	24.00
subPlot_new_all_94.mp4	3419.3	00:56:59	1894	780	25.00
subPlot_new_all_71.mp4	3324.6	00:55:24	1906	808	25.00
subPlot_new_all_57.mp4	3285.7	00:54:45	1920	810	25.00
subPlot_new_all_176.mp4	3227.2	00:53:47	1916	796	25.00
subPlot_new_all_32.mp4	3201.8	00:53:21	1912	716	24.00
subPlot_new_all_147.mp4	3098.4	00:51:38	1920	796	25.00
subPlot_new_all_130.mp4	2936.1	00:48:56	1912	1054	25.00
subPlot_new_all_129.mp4	2923.6	00:48:43	1912	796	25.00
subPlot_new_all_33.mp4	2761.5	00:46:01	1912	716	24.00
subPlot_new_all_145.mp4	2580.0	00:43:00	1920	796	25.00
subPlot_new_all_26.mp4	2561.4	00:42:41	1920	810	25.00
subPlot_new_all_175.mp4	2555.1	00:42:35	1916	796	25.00
subPlot_new_all_108.mp4	2333.8	00:38:53	1920	792	25.00
order_78.mp4	2241.5	00:37:21	720	540	29.97
surveil_37.mp4	2223.3	00:37:03	320	240	30.00
subPlot_new_all_0.mp4	2131.8	00:35:31	1902	804	25.00
surveil_199.mp4	2102.0	00:35:02	320	240	30.00
subPlot_new_all_97.mp4	2084.6	00:34:44	1912	812	25.00
surveil_5.mp4	2016.3	00:33:36	320	240	30.00
subPlot_new_all_80.mp4	1883.7	00:31:23	1898	810	25.00
subPlot_new_all_79.mp4	1831.9	00:30:31	1890	816	25.00
subPlot_new_all_74.mp4	1791.5	00:29:51	1912	1028	24.00
subPlot_new_all_76.mp4	1758.9	00:29:18	1890	816	25.00
subPlot_new_all_148.mp4	1743.9	00:29:03	1912	1076	25.00
order_133.mp4	1734.6	00:28:54	720	540	29.97
order_102.mp4	1729.0	00:28:48	720	540	29.97
order_93.mp4	1723.8	00:28:43	720	540	29.97
surveil_108.mp4	1620.8	00:27:00	320	240	30.00
order_92.mp4	1579.0	00:26:19	720	540	25.00
order_99.mp4	1578.2	00:26:18	720	540	29.97
count_155.mp4	1546.2	00:25:46	720	540	29.97
needle_76.mp4	1522.7	00:25:22	720	540	29.97
needle_43.mp4	1516.2	00:25:16	720	540	29.97
needle_52.mp4	1507.1	00:25:07	720	540	59.94
needle_38.mp4	1506.6	00:25:06	720	540	29.97
count_177.mp4	1506.1	00:25:06	720	540	30.00
needle_51.mp4	1504.7	00:25:04	720	540	29.97
surveil_47.mp4	1420.0	00:23:40	320	240	30.00
count_58.mp4	1396.0	00:23:15	720	540	30.00
count_102.mp4	1395.7	00:23:15	720	540	30.00
order_257.mp4	1394.6	00:23:14	720	540	29.97
count_26.mp4	1384.6	00:23:04	720	540	30.00
count_30.mp4	1380.0	00:23:00	720	540	30.00
needle_31.mp4	1375.0	00:22:54	720	540	29.97
count_4.mp4	1374.7	00:22:54	720	540	29.75
count_139.mp4	1374.5	00:22:54	720	540	29.97
count_187.mp4	1372.6	00:22:52	720	540	29.97
needle_2.mp4	1372.5	00:22:52	720	540	29.97
needle_68.mp4	1367.3	00:22:47	720	540	25.00
count_20.mp4	1365.4	00:22:45	720	540	29.00
order_334.mp4	1365.3	00:22:45	720	540	30.00
order_253.mp4	1365.1	00:22:45	720	540	29.97
surveil_57.mp4	1355.2	00:22:35	320	240	30.00
subPlot_new_all_67.mp4	1352.1	00:22:32	1920	798	25.00
surveil_194.mp4	1320.2	00:22:00	320	240	30.00
subPlot_new_all_199.mp4	1305.2	00:21:45	1906	802	25.00
order_79.mp4	1225.5	00:20:25	720	540	25.00
order_97.mp4	1221.0	00:20:20	720	540	29.97
surveil_59.mp4	1200.6	00:20:00	320	240	30.00
ego_81.mp4	1200.1	00:20:00	1440	1080	30.00
ego_71.mp4	1200.0	00:20:00	1440	1080	30.00
ego_47.mp4	1200.0	00:20:00	2560	1920	30.00
ego_36.mp4	1200.0	00:20:00	1440	1080	30.00
game_42.mp4	1173.1	00:19:33	1920	1080	60.00
subPlot_new_all_192.mp4	1142.2	00:19:02	1898	788	25.00
subPlot_new_all_134.mp4	1135.8	00:18:55	1920	802	25.00
subPlot_new_all_163.mp4	1127.4	00:18:47	1906	666	24.00
order_62.mp4	1102.1	00:18:22	720	540	30.00
subPlot_new_all_90.mp4	1099.2	00:18:19	1920	794	25.00
order_76.mp4	1093.4	00:18:13	720	540	29.97
subPlot_new_all_116.mp4	1086.4	00:18:06	1920	792	25.00
subPlot_new_all_194.mp4	1077.2	00:17:57	1908	1026	25.00
subPlot_new_all_169.mp4	1075.7	00:17:55	1920	802	25.00
order_65.mp4	1071.8	00:17:51	720	540	30.00
subPlot_new_all_135.mp4	1068.4	00:17:48	1920	802	25.00
subPlot_new_all_184.mp4	1065.9	00:17:45	1920	796	25.00
subPlot_new_all_62.mp4	1063.0	00:17:43	1920	802	25.00
surveil_124.mp4	1054.8	00:17:34	320	240	30.00
subPlot_new_all_197.mp4	1043.3	00:17:23	1906	802	25.00
subPlot_new_all_54.mp4	1042.2	00:17:22	1906	808	24.00
subPlot_new_all_39.mp4	1038.5	00:17:18	1920	810	24.00
subPlot_new_all_102.mp4	1030.2	00:17:10	1920	802	25.00
subPlot_new_all_193.mp4	1028.6	00:17:08	1908	1026	25.00
subPlot_new_all_103.mp4	1025.8	00:17:05	718	456	25.00
subPlot_new_all_167.mp4	1022.4	00:17:02	1920	964	25.00
subPlot_new_all_2.mp4	1021.5	00:17:01	1902	804	25.00
subPlot_new_all_168.mp4	1011.3	00:16:51	1920	802	25.00
subPlot_new_all_144.mp4	1010.0	00:16:49	1912	796	25.00
subPlot_new_all_121.mp4	1009.7	00:16:49	1916	796	25.00
subPlot_new_all_13.mp4	1007.9	00:16:47	1920	814	24.00
subPlot_new_all_111.mp4	1005.3	00:16:45	1920	806	25.00
subPlot_new_all_187.mp4	1005.1	00:16:45	1920	794	25.00
subPlot_new_all_15.mp4	1005.1	00:16:45	1912	810	25.00
subPlot_new_all_66.mp4	1003.8	00:16:43	1920	798	25.00
subPlot_new_all_28.mp4	999.1	00:16:39	1920	810	25.00
subPlot_new_all_153.mp4	996.5	00:16:36	1920	802	24.00
subPlot_new_all_53.mp4	993.3	00:16:33	1906	808	24.00
subPlot_new_all_149.mp4	991.8	00:16:31	1912	1076	25.00
subPlot_new_all_92.mp4	990.1	00:16:30	1920	794	25.00
order_165.mp4	986.4	00:16:26	720	540	25.00
subPlot_new_all_154.mp4	980.0	00:16:19	1916	794	24.00
subPlot_new_all_120.mp4	976.5	00:16:16	1916	796	25.00
subPlot_new_all_19.mp4	975.6	00:16:15	1920	802	25.00
subPlot_new_all_1.mp4	969.8	00:16:09	1902	804	25.00
subPlot_new_all_188.mp4	962.8	00:16:02	1920	798	25.00
subPlot_new_all_119.mp4	961.6	00:16:01	1916	796	25.00
subPlot_new_all_185.mp4	961.4	00:16:01	1920	794	25.00
subPlot_new_all_16.mp4	960.7	00:16:00	1920	1080	25.00
subPlot_new_all_180.mp4	956.3	00:15:56	1920	810	25.00
subPlot_new_all_189.mp4	952.8	00:15:52	1920	798	25.00
subPlot_new_all_137.mp4	952.0	00:15:52	1920	798	25.00
subPlot_new_all_20.mp4	949.9	00:15:49	1920	802	25.00
subPlot_new_all_46.mp4	949.5	00:15:49	1920	810	24.00
surveil_23.mp4	949.3	00:15:49	320	240	30.00
subPlot_new_all_24.mp4	949.0	00:15:49	1906	864	25.00
subPlot_new_all_29.mp4	946.1	00:15:46	1906	810	25.00
subPlot_new_all_146.mp4	945.9	00:15:45	1920	796	25.00
subPlot_new_all_40.mp4	945.4	00:15:45	1912	792	25.00
subPlot_new_all_115.mp4	943.5	00:15:43	1800	1080	25.00
subPlot_new_all_133.mp4	943.3	00:15:43	1920	802	25.00
subPlot_new_all_85.mp4	942.8	00:15:42	1920	808	25.00
order_176.mp4	942.7	00:15:42	720	540	30.00
subPlot_new_all_34.mp4	938.1	00:15:38	1912	716	24.00
subPlot_new_all_83.mp4	935.5	00:15:35	1920	808	25.00
subPlot_new_all_164.mp4	932.0	00:15:31	1906	666	24.00
subPlot_new_all_89.mp4	930.5	00:15:30	1916	810	25.00
subPlot_new_all_127.mp4	929.2	00:15:29	1920	750	25.00
subPlot_new_all_27.mp4	919.0	00:15:18	1920	810	25.00
subPlot_new_all_10.mp4	916.4	00:15:16	1912	802	25.00
surveil_28.mp4	915.2	00:15:15	320	240	30.00
subPlot_new_all_87.mp4	914.7	00:15:14	1916	810	25.00
subPlot_new_all_198.mp4	913.4	00:15:13	1906	802	25.00
subPlot_new_all_113.mp4	912.7	00:15:12	1920	806	25.00
subPlot_new_all_81.mp4	912.6	00:15:12	1898	810	25.00
subPlot_new_all_91.mp4	911.2	00:15:11	1920	794	25.00
subPlot_new_all_178.mp4	907.2	00:15:07	1916	796	24.00
surveil_185.mp4	907.1	00:15:07	320	240	30.00
count_1.mp4	906.9	00:15:06	720	540	25.00
subPlot_new_all_58.mp4	906.1	00:15:06	1912	1080	24.00
subPlot_new_all_88.mp4	897.2	00:14:57	1916	810	25.00
subPlot_new_all_38.mp4	897.2	00:14:57	1920	810	24.00
subPlot_new_all_52.mp4	895.0	00:14:55	1912	792	25.00
subPlot_new_all_138.mp4	895.0	00:14:55	1920	798	25.00
count_179.mp4	894.7	00:14:54	720	540	30.00
count_185.mp4	894.4	00:14:54	720	540	30.00
subPlot_new_all_100.mp4	892.0	00:14:52	1912	1030	25.00
subPlot_new_all_141.mp4	890.4	00:14:50	1920	796	25.00
subPlot_new_all_128.mp4	889.9	00:14:49	1920	750	25.00
subPlot_new_all_106.mp4	888.1	00:14:48	1868	814	25.00
subPlot_new_all_104.mp4	887.8	00:14:47	718	456	25.00
subPlot_new_all_9.mp4	886.4	00:14:46	1920	846	25.00
count_23.mp4	886.1	00:14:46	720	540	30.00
needle_22.mp4	884.7	00:14:44	720	540	25.00
subPlot_new_all_171.mp4	883.3	00:14:43	1906	838	25.00
subPlot_new_all_132.mp4	882.3	00:14:42	1920	802	25.00
subPlot_new_all_142.mp4	881.7	00:14:41	1920	796	25.00
subPlot_new_all_78.mp4	879.6	00:14:39	1890	816	25.00
subPlot_new_all_160.mp4	877.8	00:14:37	1920	790	25.00
subPlot_new_all_136.mp4	877.8	00:14:37	1920	798	25.00
surveil_0.mp4	875.5	00:14:35	320	240	30.00
count_175.mp4	874.7	00:14:34	720	540	29.97
subPlot_new_all_152.mp4	873.8	00:14:33	1920	802	24.00
subPlot_new_all_72.mp4	873.2	00:14:33	1912	806	25.00
count_151.mp4	873.0	00:14:33	720	540	29.97
count_14.mp4	873.0	00:14:33	720	540	30.00
subPlot_new_all_172.mp4	872.8	00:14:32	1906	838	25.00
subPlot_new_all_196.mp4	872.6	00:14:32	852	356	25.00
count_18.mp4	871.8	00:14:31	720	540	29.97
subPlot_new_all_22.mp4	868.6	00:14:28	1920	798	25.00
needle_17.mp4	867.9	00:14:27	720	540	29.97
needle_25.mp4	866.5	00:14:26	720	540	29.97
needle_99.mp4	866.4	00:14:26	720	540	25.00
subPlot_new_all_93.mp4	866.3	00:14:26	1894	780	25.00
subPlot_new_all_173.mp4	864.5	00:14:24	1920	792	25.00
count_68.mp4	864.3	00:14:24	720	540	29.97
subPlot_new_all_35.mp4	863.2	00:14:23	1920	796	25.00
count_56.mp4	863.0	00:14:23	720	540	29.97
subPlot_new_all_151.mp4	861.7	00:14:21	1920	810	25.00
subPlot_new_all_12.mp4	858.8	00:14:18	1920	814	24.00
subPlot_new_all_56.mp4	858.2	00:14:18	1920	810	25.00
needle_94.mp4	857.2	00:14:17	720	540	25.00
subPlot_new_all_51.mp4	856.2	00:14:16	1906	714	25.00
subPlot_new_all_7.mp4	855.7	00:14:15	1920	1008	25.00
subPlot_new_all_41.mp4	854.3	00:14:14	1912	792	25.00
subPlot_new_all_64.mp4	853.3	00:14:13	1920	802	25.00
subPlot_new_all_36.mp4	852.8	00:14:12	1920	796	25.00
order_146.mp4	851.7	00:14:11	720	540	24.00
subPlot_new_all_181.mp4	849.1	00:14:09	1920	796	25.00
needle_21.mp4	846.1	00:14:06	720	540	25.00
subPlot_new_all_179.mp4	845.0	00:14:04	1916	796	24.00
subPlot_new_all_186.mp4	844.3	00:14:04	1920	794	25.00
subPlot_new_all_114.mp4	842.9	00:14:02	1800	1080	25.00
order_98.mp4	840.4	00:14:00	720	540	50.00
subPlot_new_all_6.mp4	839.5	00:13:59	1920	1008	25.00
subPlot_new_all_18.mp4	836.8	00:13:56	1920	802	25.00
order_157.mp4	835.2	00:13:55	720	540	30.00
subPlot_new_all_174.mp4	833.9	00:13:53	1916	796	25.00
order_153.mp4	828.5	00:13:48	720	540	29.97
subPlot_new_all_61.mp4	828.1	00:13:48	1912	850	25.00
subPlot_new_all_75.mp4	826.1	00:13:46	1912	1028	24.00
order_125.mp4	825.7	00:13:45	720	540	30.00
subPlot_new_all_44.mp4	824.9	00:13:44	1920	792	25.00
subPlot_new_all_122.mp4	822.2	00:13:42	1916	792	25.00
subPlot_new_all_155.mp4	819.2	00:13:39	1916	794	24.00
subPlot_new_all_101.mp4	819.1	00:13:39	1912	1030	25.00
subPlot_new_all_96.mp4	818.1	00:13:38	1912	812	25.00
subPlot_new_all_4.mp4	817.9	00:13:37	1272	540	25.00
subPlot_new_all_125.mp4	816.3	00:13:36	1920	1030	24.00
needle_118.mp4	812.3	00:13:32	720	540	29.97
subPlot_new_all_195.mp4	811.0	00:13:31	852	356	25.00
order_96.mp4	810.4	00:13:30	720	540	29.97
surveil_115.mp4	806.5	00:13:26	320	240	30.00
count_203.mp4	805.1	00:13:25	720	540	25.00
subPlot_new_all_14.mp4	802.1	00:13:22	1912	810	25.00
subPlot_new_all_105.mp4	801.2	00:13:21	718	456	25.00
subPlot_new_all_165.mp4	800.1	00:13:20	1906	666	24.00
count_200.mp4	799.1	00:13:19	720	540	25.00
subPlot_new_all_55.mp4	798.2	00:13:18	1906	808	24.00
order_81.mp4	796.9	00:13:16	720	540	30.00
movie101_51.mp4	796.0	00:13:16	1920	798	25.00
movie101_5.mp4	795.0	00:13:15	1920	802	25.00
count_220.mp4	793.1	00:13:13	720	540	29.97
subPlot_new_all_42.mp4	791.2	00:13:11	1912	792	25.00
subPlot_new_all_143.mp4	789.0	00:13:09	1920	796	25.00
movie101_0.mp4	789.0	00:13:09	1920	794	25.00
subPlot_new_all_112.mp4	788.4	00:13:08	1920	806	25.00
order_255.mp4	784.2	00:13:04	720	540	30.00
subPlot_new_all_110.mp4	783.7	00:13:03	1920	792	25.00
order_225.mp4	782.8	00:13:02	720	540	30.00
subPlot_new_all_109.mp4	782.7	00:13:02	1920	792	25.00
subPlot_new_all_47.mp4	782.5	00:13:02	1906	810	24.00
subPlot_new_all_31.mp4	781.7	00:13:01	1906	810	25.00
order_301.mp4	781.5	00:13:01	720	540	30.00
surveil_41.mp4	781.1	00:13:01	320	240	30.00
order_249.mp4	777.1	00:12:57	720	540	30.00
order_210.mp4	777.1	00:12:57	720	540	30.00
subPlot_new_all_70.mp4	776.4	00:12:56	1920	792	25.00
needle_114.mp4	773.7	00:12:53	720	540	25.00
subPlot_new_all_50.mp4	772.7	00:12:52	1906	714	25.00
count_237.mp4	772.1	00:12:52	720	540	30.00
subPlot_new_all_17.mp4	771.3	00:12:51	1920	1080	25.00
subPlot_new_all_177.mp4	770.6	00:12:50	1916	796	24.00
subPlot_new_all_77.mp4	768.1	00:12:48	1890	816	25.00
needle_119.mp4	766.2	00:12:46	720	540	25.00
subPlot_new_all_69.mp4	765.2	00:12:45	1920	792	25.00
subPlot_new_all_3.mp4	763.1	00:12:43	1272	540	25.00
movie101_26.mp4	763.0	00:12:43	1920	796	25.00
subPlot_new_all_118.mp4	762.6	00:12:42	1920	792	25.00
needle_138.mp4	762.0	00:12:42	720	540	25.00
subPlot_new_all_11.mp4	757.5	00:12:37	1912	802	25.00
movie101_57.mp4	753.0	00:12:33	1920	964	25.00
needle_100.mp4	751.7	00:12:31	720	540	25.00
movie101_8.mp4	750.0	00:12:30	1920	802	25.00
movie101_63.mp4	748.0	00:12:28	1906	810	24.00
movie101_34.mp4	748.0	00:12:28	1898	788	25.00
movie101_106.mp4	746.0	00:12:26	1912	812	25.00
needle_106.mp4	744.5	00:12:24	720	540	29.97
movie101_105.mp4	744.0	00:12:24	1916	808	25.00
order_66.mp4	743.5	00:12:23	720	540	30.00
subPlot_new_all_159.mp4	742.9	00:12:22	1920	790	25.00
movie101_16.mp4	740.0	00:12:20	1906	838	25.00
subPlot_new_all_190.mp4	738.8	00:12:18	1920	798	25.00
movie101_25.mp4	737.0	00:12:17	1920	792	25.00
subPlot_new_all_150.mp4	734.9	00:12:14	1912	802	25.00
subPlot_new_all_99.mp4	732.6	00:12:12	1906	810	25.00
subPlot_new_all_117.mp4	729.1	00:12:09	1920	792	25.00
subPlot_new_all_161.mp4	728.1	00:12:08	1920	790	25.00
order_319.mp4	728.1	00:12:08	720	540	29.97
surveil_15.mp4	727.2	00:12:07	320	240	30.00
movie101_30.mp4	726.0	00:12:06	1912	716	24.00
surveil_192.mp4	722.8	00:12:02	320	240	30.00
movie101_111.mp4	720.0	00:12:00	1916	794	24.00
order_25.mp4	718.1	00:11:58	720	540	29.97
order_103.mp4	717.9	00:11:57	720	540	29.97
subPlot_new_all_86.mp4	717.6	00:11:57	1920	808	25.00
order_105.mp4	716.0	00:11:56	720	540	29.97
movie101_10.mp4	716.0	00:11:56	1920	796	25.00
order_73.mp4	714.2	00:11:54	720	540	29.97
movie101_9.mp4	713.0	00:11:53	1908	796	25.00
order_6.mp4	711.8	00:11:51	720	540	30.00
order_15.mp4	711.2	00:11:51	720	540	29.97
order_4.mp4	708.4	00:11:48	720	540	29.97
order_3.mp4	708.4	00:11:48	720	540	29.97
order_11.mp4	707.7	00:11:47	720	540	25.00
order_94.mp4	707.6	00:11:47	720	540	29.97
order_50.mp4	707.4	00:11:47	720	540	29.97
order_115.mp4	706.7	00:11:46	720	540	30.00
order_88.mp4	705.2	00:11:45	720	540	50.00
order_82.mp4	703.6	00:11:43	720	540	30.00
order_36.mp4	703.6	00:11:43	720	540	25.00
order_90.mp4	703.4	00:11:43	720	540	25.00
order_124.mp4	702.7	00:11:42	720	540	30.00
subPlot_new_all_43.mp4	702.6	00:11:42	1920	792	25.00
order_101.mp4	702.6	00:11:42	720	540	29.97
subPlot_new_all_59.mp4	702.4	00:11:42	1912	1080	24.00
subPlot_new_all_162.mp4	701.5	00:11:41	1916	808	25.00
order_118.mp4	699.2	00:11:39	720	540	25.00
order_52.mp4	695.8	00:11:35	720	540	25.00
order_2.mp4	695.8	00:11:35	720	540	30.00
order_70.mp4	695.3	00:11:35	720	540	25.00
order_149.mp4	694.8	00:11:34	720	540	29.97
order_139.mp4	694.3	00:11:34	720	540	25.00
movie101_6.mp4	693.0	00:11:33	1906	810	25.00
order_77.mp4	688.9	00:11:28	720	540	29.97
order_75.mp4	688.9	00:11:28	720	540	29.97
order_134.mp4	688.5	00:11:28	720	540	29.97
order_132.mp4	688.5	00:11:28	720	540	29.97
order_60.mp4	688.4	00:11:28	720	540	30.00
order_61.mp4	688.2	00:11:28	720	540	30.00
order_26.mp4	688.1	00:11:28	720	540	29.97
order_24.mp4	688.1	00:11:28	720	540	29.97
movie101_76.mp4	688.0	00:11:28	1920	798	25.00
order_14.mp4	687.3	00:11:27	720	540	25.00
order_12.mp4	687.3	00:11:27	720	540	25.00
order_68.mp4	686.3	00:11:26	720	540	30.00
order_67.mp4	686.3	00:11:26	720	540	30.00
order_158.mp4	686.3	00:11:26	720	540	25.00
order_107.mp4	686.0	00:11:26	720	540	29.97
order_106.mp4	686.0	00:11:26	720	540	29.97
order_74.mp4	684.2	00:11:24	720	540	29.97
order_72.mp4	684.2	00:11:24	720	540	29.97
order_130.mp4	684.1	00:11:24	720	540	30.00
order_49.mp4	682.4	00:11:22	720	540	29.97
subPlot_new_all_23.mp4	682.0	00:11:21	1920	798	25.00
order_7.mp4	681.8	00:11:21	720	540	30.00
order_17.mp4	681.3	00:11:21	720	540	29.97
order_16.mp4	681.2	00:11:21	720	540	29.97
order_207.mp4	681.1	00:11:21	720	540	29.97
order_29.mp4	679.7	00:11:19	720	540	25.00
order_28.mp4	679.7	00:11:19	720	540	25.00
order_27.mp4	679.7	00:11:19	720	540	25.00
order_20.mp4	679.6	00:11:19	720	540	29.97
order_19.mp4	679.5	00:11:19	720	540	29.97
order_18.mp4	679.5	00:11:19	720	540	29.97
order_41.mp4	678.7	00:11:18	720	540	25.00
order_39.mp4	678.7	00:11:18	720	540	25.00
order_5.mp4	678.4	00:11:18	720	540	29.97
order_44.mp4	677.9	00:11:17	720	540	29.97
order_9.mp4	677.8	00:11:17	720	540	25.00
order_43.mp4	677.8	00:11:17	720	540	29.97
order_42.mp4	677.8	00:11:17	720	540	29.97
order_10.mp4	677.8	00:11:17	720	540	25.00
order_95.mp4	677.6	00:11:17	720	540	29.97
subPlot_new_all_48.mp4	677.0	00:11:17	1906	810	24.00
movie101_89.mp4	677.0	00:11:17	1906	810	25.00
order_114.mp4	676.7	00:11:16	720	540	30.00
order_35.mp4	675.8	00:11:15	720	540	23.98
order_33.mp4	675.7	00:11:15	720	540	25.00
order_87.mp4	675.2	00:11:15	720	540	29.97
subPlot_new_all_131.mp4	675.1	00:11:15	1912	1054	25.00
order_113.mp4	675.1	00:11:15	720	540	29.97
order_112.mp4	675.1	00:11:15	720	540	29.97
order_111.mp4	675.1	00:11:15	720	540	29.97
order_64.mp4	674.6	00:11:14	720	540	30.00
order_63.mp4	674.6	00:11:14	720	540	30.00
order_86.mp4	674.0	00:11:14	720	540	25.00
order_84.mp4	674.0	00:11:14	720	540	25.00
subPlot_new_all_183.mp4	673.6	00:11:13	1920	796	25.00
order_83.mp4	673.6	00:11:13	720	540	30.00
order_47.mp4	673.6	00:11:13	720	540	29.97
order_46.mp4	673.6	00:11:13	720	540	29.97
order_38.mp4	673.6	00:11:13	720	540	25.00
order_122.mp4	673.5	00:11:13	720	540	25.00
order_121.mp4	673.4	00:11:13	720	540	25.00
order_120.mp4	673.4	00:11:13	720	540	25.00
order_13.mp4	673.2	00:11:13	720	540	24.00
order_58.mp4	673.0	00:11:13	720	540	29.97
order_57.mp4	672.9	00:11:12	720	540	29.97
order_100.mp4	672.6	00:11:12	720	540	29.97
subPlot_new_all_82.mp4	672.3	00:11:12	1920	808	25.00
subPlot_new_all_49.mp4	670.3	00:11:10	1906	810	24.00
movie101_109.mp4	670.0	00:11:10	718	456	25.00
order_117.mp4	669.2	00:11:09	720	540	25.00
movie101_75.mp4	669.0	00:11:09	1906	808	25.00
order_110.mp4	667.7	00:11:07	720	540	25.00
order_108.mp4	667.7	00:11:07	720	540	25.00
order_23.mp4	667.4	00:11:07	720	540	29.97
order_22.mp4	667.3	00:11:07	720	540	29.97
order_53.mp4	665.8	00:11:05	720	540	25.00
order_51.mp4	665.8	00:11:05	720	540	25.00
order_1.mp4	665.8	00:11:05	720	540	30.00
order_0.mp4	665.8	00:11:05	720	540	30.00
order_55.mp4	665.6	00:11:05	720	540	29.97
order_54.mp4	665.6	00:11:05	720	540	29.97
order_69.mp4	665.4	00:11:05	720	540	25.00
order_128.mp4	665.4	00:11:05	720	540	25.00
order_127.mp4	665.4	00:11:05	720	540	25.00
order_126.mp4	665.4	00:11:05	720	540	25.00
order_71.mp4	665.3	00:11:05	720	540	25.00
order_32.mp4	665.1	00:11:05	720	540	28.27
order_31.mp4	665.1	00:11:05	720	540	28.27
order_30.mp4	665.1	00:11:05	720	540	28.27
subPlot_new_all_123.mp4	663.9	00:11:03	1916	792	25.00
order_268.mp4	663.8	00:11:03	720	540	29.97
subPlot_new_all_170.mp4	660.3	00:11:00	1906	838	25.00
count_236.mp4	660.1	00:11:00	720	540	30.00
subPlot_new_all_182.mp4	656.6	00:10:56	1920	796	25.00
subPlot_new_all_73.mp4	651.9	00:10:51	1912	806	25.00
order_242.mp4	647.8	00:10:47	720	540	30.00
order_335.mp4	647.1	00:10:47	720	540	30.00
