video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,blind,retrieve_size,chunk_size
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,194,EPM,What did I put on the table?,"['saw', 'screwdriver', 'hammer', 'nothing']",saw,A,D) nothing,D,0.0,285.0,0,0,1.0,False,True,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,168,EPM,How many pieces of wood did I remove from the table?,"['one', 'two', 'three', 'four']",three,C,B) Two,B,0.0,302.0,0,0,1.0,False,True,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,169,EPM,How many tools did I clear from the work table?,"['one', 'two', 'three', 'four']",four,D,C) Three,C,0.0,308.0,0,0,1.0,False,True,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,195,EPM,Where did I pick the screwdriver?,"['in the wood', 'on the table', 'in the tool rack', 'on the floor']",in the tool rack,C,C) in the tool rack,C,100.0,322.0,0,0,1.0,False,True,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,170,EPM,How many chisels did I pick from the shelf above the work table?,"['one', 'two', 'three', 'four']",three,C,B) two,B,0.0,328.0,0,0,1.0,False,True,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,171,EPM,What color was the hammer on the work table?,"['blue', 'red', 'orange', 'yellow']",orange,C,D) yellow,D,0.0,330.0,0,0,1.0,False,True,64,1
Ego4D__clips__0b20e242-a496-4662-a3e7-645bcecdbe55,407,HLD,where was chilli after i poured in the food,"['Unable to answer', 'No', 'On the table', 'In the cupboard']",Unable to answer,A,C) On the table,C,0.0,207.0,0,0,1.0,False,True,64,1
Ego4D__clips__0b20e242-a496-4662-a3e7-645bcecdbe55,408,HLD,What color is the plate I picked from the cabinet,"['blue', 'Unable to answer', 'red', 'black']",Unable to answer,B,B) Unable to answer,B,100.0,261.0,0,0,1.0,False,True,64,1
Ego4D__clips__17bb68e6-328e-428d-8f1c-9fbf8b2471f2,369,HLD,Where did I put the door mat?,"['on the wall', 'Unable to answer', 'on the table', 'on the chair']",Unable to answer,B,B) Unable to answer,B,100.0,177.0,0,0,1.0,False,True,64,1
Ego4D__clips__18dc6a76-ae84-415f-9283-c1e35809b9ec,342,HLD,Where was the fork?,"['on the table', 'Unable to answer', 'on the chair', 'on the floor']",Unable to answer,B,B) Unable to answer,B,100.0,412.0,0,0,1.0,False,True,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,58,EPM,Where is the tissue roll?,"['on a chair', 'on the table', 'on the floor', 'in the sink']",on the table,B,B) on the table,B,100.0,223.0,0,0,1.0,False,True,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,59,EPM,Where was the spray bottle after I place it down?,"['on a shelf', 'on a chair', 'on the floor', 'on the table']",on the table,D,D) on the table,D,100.0,237.0,0,0,1.0,False,True,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,60,EPM,Where is the book?,"['on the floor', 'on the table', 'on a shelf', 'on a chair']",on the table,B,B) on the table,B,100.0,260.0,0,0,1.0,False,True,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,362,HLD,who did I talk to when I was playing cards?,"['Unable to answer', 'A woman wearing a red dress', 'A boy wearing a blue shirt', 'A woman wearing a black dress']",Unable to answer,A,D) A woman wearing a black dress,D,0.0,278.0,0,0,1.0,False,True,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,61,EPM,What did I put in the lizard's mouth?,"['water', 'crickets', 'worms', 'food']",food,D,D) food,D,100.0,296.0,0,0,1.0,False,True,64,1
Ego4D__clips__194b473e-025a-4494-addc-1896341d0164,382,HLD,What color is the chord I folded?,"['white', 'blue', 'Unable to answer', 'red']",Unable to answer,C,B) blue,B,0.0,177.0,0,0,1.0,False,True,64,1
Ego4D__clips__194b473e-025a-4494-addc-1896341d0164,381,HLD,Where did I put the first aid tool kit,"['Unable to answer', 'on the desk', 'at the kitchen sink', 'in the bathroom drawer']",Unable to answer,A,B) on the desk,B,0.0,262.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,98,EPM,What did I pick from the fridge?,"['bread', 'milk', 'vegetable', 'water']",vegetable,C,A) bread,A,0.0,244.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,99,EPM,Where was the kitchen paper towel before I picked it?,"['top of kitchen sink', 'under the sink', 'on the counter', 'on the stove']",top of kitchen sink,A,A) top of kitchen sink,A,100.0,322.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,101,EPM,How many rolls of paper towel did I cut,"['two', 'one', 'three', 'four']",one,B,B) one,B,100.0,325.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,100,EPM,Did I leave the drawer open?,"['yes', 'no']",no,B,B) no,B,100.0,396.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,386,HLD,where is the chopsticks?,"['Unable to answer', 'on the counter', 'in the drawer', 'on the table']",Unable to answer,A,D) on the table,D,0.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c865785-9ac6-4f16-baa4-97405aacad6a,355,HLD,Where did I put the frying pan?,"['In the sink', 'Unable to answer', 'On the floor', 'On top of the cabinet']",Unable to answer,B,D) On top of the cabinet,D,0.0,320.0,0,0,1.0,False,True,64,1
Ego4D__clips__1c865785-9ac6-4f16-baa4-97405aacad6a,356,HLD,where did l wash the utensils,"['at the bedroom', 'at the bathroom sink', 'Unable to answer', 'at the living room']",Unable to answer,C,B) at the bathroom sink,B,0.0,392.0,0,0,1.0,False,True,64,1
Ego4D__clips__1cac2aa7-4f65-4a50-88b9-e1f6e5c927f8,322,HLD,what did i put in the plate?,"['Unable to answer', 'kiwi', 'bread', 'noodles']",Unable to answer,A,D) noodles,D,0.0,256.0,0,0,1.0,False,True,64,1
Ego4D__clips__1cac2aa7-4f65-4a50-88b9-e1f6e5c927f8,321,HLD,Where did I last put the sieve?,"['on the table', 'in the cabinet', 'Unable to answer']",Unable to answer,C,A) on the table,A,0.0,352.0,0,0,1.0,False,True,64,1
Ego4D__clips__1d019e7e-e300-4fbc-a7b3-4edf317c1798,383,HLD,where was the pink flower?,"['center table', 'Unable to answer', 'sofa', 'floor']",Unable to answer,B,A) center table,A,0.0,391.0,0,0,1.0,False,True,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,301,HLD,Where is the rice cooker?,"['Unable to answer', 'cabinet on the top', 'cabinet on the bottom', 'inside the fridge']",Unable to answer,A,C) cabinet on the bottom,C,0.0,182.0,0,0,1.0,False,True,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,70,EPM,Where did  I pick the spatula?,"['from the hanging cabinet', 'from the drawer', 'from the cupboard', 'from the refrigerator']",from the cupboard,C,A) from the hanging cabinet,A,0.0,292.0,0,0,1.0,False,True,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,71,EPM,How much food did I put in the bowl?,"['one spoon', 'two spoons', 'three spoons', 'four spoons']",four spoons,D,C) three spoons,C,0.0,346.0,0,0,1.0,False,True,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,72,EPM,What color is the towel I wiped hands with?,"['white', 'pink', 'blue', 'green']",pink,B,A) white,A,0.0,411.0,0,0,1.0,False,True,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,73,EPM,What did I pick from the drawer?,"['chopstick', 'spoon', 'fork', 'spatula']",spoon,B,A) chopstick,A,0.0,438.0,0,0,1.0,False,True,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,160,EPM,Where was the hammer before I picked it?,"['on the left hand', 'on the right hand', 'on the wood', 'on the floor']",on the left hand,A,C) on the wood,C,0.0,127.0,0,0,1.0,False,True,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,161,EPM,Where did I put the wood?,"['in the bag', 'on the floor', 'on the table', 'on the wood']",on the floor,B,A) in the bag,A,0.0,471.0,0,0,1.0,False,True,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,162,EPM,Where was the tape measure before I picked it?,"['on the tape measure', 'in the hand', 'on the wood', 'on the floor']",on the wood,C,C) on the wood,C,100.0,590.0,0,0,1.0,False,True,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,163,EPM,Where is the bottle,"['on the wood', 'on the floor', 'on the table', 'in the hand']",on the wood,A,C) on the table,C,0.0,997.0,0,0,1.0,False,True,64,1
Ego4D__clips__245f3b76-ef46-48d1-b37c-afe73efbf1cf,387,HLD,in what location did I tighten the nut on the board?,"['Unable to answer', 'on the workbench', 'on the floor', 'on the table']",Unable to answer,A,B) on the workbench,B,0.0,329.0,0,0,1.0,False,True,64,1
Ego4D__clips__245f3b76-ef46-48d1-b37c-afe73efbf1cf,388,HLD,Where was the shelf ?,"['Unable to answer', 'on the left side', 'on the floor', 'on the cabinet']",Unable to answer,A,B) on the left side,B,0.0,329.0,0,0,1.0,False,True,64,1
Ego4D__clips__2b19ee03-d94f-4c1f-822d-d4c00a2066cc,400,HLD,where did i put the box?,"['on the table', 'on the floor', 'in the toolbox', 'Unable to answer']",Unable to answer,D,A) on the table,A,0.0,253.0,0,0,1.0,False,True,64,1
Ego4D__clips__2b19ee03-d94f-4c1f-822d-d4c00a2066cc,399,HLD,Where was the folding rule before I picked it?,"['in a toolbox', 'Unable to answer', 'under the table', 'on a table']",Unable to answer,B,D) on a table,D,0.0,411.0,0,0,1.0,False,True,64,1
Ego4D__clips__2c1724ce-f438-4d63-a699-8a7f65e3cbd9,317,HLD,What stick did I pick from the container?,"['Unable to answer', 'screw driver', 'wrench', 'T spanner']",Unable to answer,A,B) screw driver,B,0.0,336.0,0,0,1.0,False,True,64,1
Ego4D__clips__2c1724ce-f438-4d63-a699-8a7f65e3cbd9,316,HLD,What colour is the paper I put on the table,"['blue', 'black', 'Unable to answer', 'yellow']",Unable to answer,C,D) yellow,D,0.0,380.0,0,0,1.0,False,True,64,1
Ego4D__clips__2c2bda8d-69a3-4a90-9ad6-f6715bc99f39,380,HLD,What colour is the pant I put on the table,"['Unable to answer', 'black', 'brown', 'army green']",Unable to answer,A,D) army green,D,0.0,302.0,0,0,1.0,False,True,64,1
Ego4D__clips__2c2bda8d-69a3-4a90-9ad6-f6715bc99f39,379,HLD,Did I open the door?,"['Unable to answer', 'no']",Unable to answer,A,B) no,B,0.0,324.0,0,0,1.0,False,True,64,1
Ego4D__clips__3231822a-fc8b-4207-b0b8-5cbb1344cb2f,333,HLD,In what location did I leave the scooping spoon?,"['Unable to answer', 'sink', 'tray', 'drawer']",Unable to answer,A,C) tray,C,0.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__3231822a-fc8b-4207-b0b8-5cbb1344cb2f,334,HLD,Where is the groundnut oil bottle?,"['in the fridge', 'Unable to answer', 'in the cupboard', 'on the sink']",Unable to answer,B,B) Unable to answer,B,100.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,82,EPM,Where was the bottle before I picked it?,"['on the counter', 'on the shelf', 'on the slab', 'in the cabinet']",on the slab,C,C) on the slab,C,100.0,76.0,0,0,1.0,False,True,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,83,EPM,Where was the wooden spoon before I picked it?,"['placed on the counter', 'resting in a cup', 'pinned to a cup', 'in the drawer']",pinned to a cup,C,A) placed on the counter,A,0.0,143.0,0,0,1.0,False,True,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,84,EPM,Where was the plate before I picked it?,"['on the counter', 'inside the drawer', 'on the shelf', 'under the shelf']",inside the drawer,B,A) on the counter,A,0.0,270.0,0,0,1.0,False,True,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,340,HLD,where did I put the bowl?,"['in the drawer', 'Unable to answer', 'in the bin', 'on the table']",Unable to answer,B,D) on the table,D,0.0,270.0,0,0,1.0,False,True,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,85,EPM,What did I put in the frying pan?,"['salt', 'pepper', 'liquid seasonings', 'sugar']",liquid seasonings,C,C) liquid seasonings,C,100.0,287.0,0,0,1.0,False,True,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,104,EPM,Where did I put the alien toy box?,"['On the floor', 'At the toy rack', 'In the shopping basket', 'On the shelf']",At the toy rack,B,D) On the shelf,D,0.0,51.0,0,0,1.0,False,True,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,105,EPM,Where did i put the white robot toy,"['On the toy rack', 'On the floor', 'In the shelf', 'In the shopping basket']",In the shelf,C,A) On the toy rack,A,0.0,81.0,0,0,1.0,False,True,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,367,HLD,Where did I put the video game box?,"['Unable to answer', 'on a table', 'in a cart', 'on the floor']",Unable to answer,A,A) Unable to answer,A,100.0,290.0,0,0,1.0,False,True,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,102,EPM,Where s shopping cart?,"['Beside the checkout', 'Next to the toys', 'Beside Duracell', 'Near the book section']",Beside Duracell,C,C) Beside Duracell,C,100.0,341.0,0,0,1.0,False,True,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,103,EPM,What color is the shopping basket?,"['Red', 'Black', 'Blue', 'White']",Blue,C,A) Red,A,0.0,439.0,0,0,1.0,False,True,64,1
Ego4D__clips__37440fa1-f1a7-4781-b89b-e0dd385af2eb,345,HLD,where did I put the hammer,"['Unable to answer', 'near the sofa', 'next to the vacuum cleaner', 'near the door']",Unable to answer,A,C) next to the vacuum cleaner,C,0.0,293.0,0,0,1.0,False,True,64,1
Ego4D__clips__37440fa1-f1a7-4781-b89b-e0dd385af2eb,346,HLD,Where did i put the plywood?,"['Unable to answer', 'on the table', 'on the floor', 'beside the stares']",Unable to answer,A,B) on the table,B,0.0,337.0,0,0,1.0,False,True,64,1
Ego4D__clips__383dcbdb-917f-4ed7-805b-826c75d548b1,309,HLD,where was the wire before I picked it?,"['top of a stall', 'at the box', 'top of a chair', 'Unable to answer']",Unable to answer,D,A),A,0.0,330.0,0,0,1.0,False,True,64,1
Ego4D__clips__383dcbdb-917f-4ed7-805b-826c75d548b1,310,HLD,What did I put on the table behind me?,"['Unable to answer', 'a piece of tape', 'a wooden board', 'a measuring tape']",Unable to answer,A,D) a measuring tape,D,0.0,399.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,19,EPM,what color was the hand towel  I wiped my hand with?,"['Blue', 'Black', 'White', 'Red']",White,C,C) White,C,100.0,297.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,20,EPM,What did I pick from the utensil holder?,"['Knife', 'Spoon', 'Dying pan', 'Fork']",Dying pan,C,D) Fork,D,0.0,304.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,21,EPM,what did I pick from the fridge?,"['Meat', 'Eggs', 'Vegetables', 'Milk']",Meat,A,C) Vegetables,C,0.0,317.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,22,EPM,what did I put in the plastic bag?,"['Garbage', 'Plastic garbage', 'Potato', 'Vegetables']",Plastic garbage,B,D) Vegetables,D,0.0,377.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,110,EPM,In what location did I see the plastic wraps?,"['in the refrigerator', 'on the kitchen counter', 'at the oven', 'at the cabinet']",on the kitchen counter,B,B) on the kitchen counter,B,100.0,466.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,113,EPM,In what location did I see the electric kettle?,"['in the left side of microwave', 'in the right side of microwave', 'on the kitchen counter', 'at the oven']",in the right side of microwave,B,A) in the left side of microwave,A,0.0,466.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,111,EPM,Did I close the microwave?,"['yes', 'no']",yes,A,A) yes,A,100.0,467.0,0,0,1.0,False,True,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,112,EPM,Where is the paper towel?,"['right of the microwave', 'left of the microwave', 'top of the microwave', 'inside the microwave']",right of the microwave,A,A) right of the microwave,A,100.0,467.0,0,0,1.0,False,True,64,1
Ego4D__clips__3ef4d3b5-2a79-42f0-9609-509f886e7f93,402,HLD,Where was the piece of paper before i picked it?,"['On the table', 'In my bag', 'Unable to answer', 'In my hand']",Unable to answer,C,A) On the table,A,0.0,244.0,0,0,1.0,False,True,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,338,HLD,How many spring onions did I cut?,"['Two spring onions', 'Five spring onions', 'A whole bunch of spring onions', 'Unable to answer']",Unable to answer,D,C) A whole bunch of spring onions,C,0.0,83.0,0,0,1.0,False,True,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,90,EPM,Where did I put the disposable plate?,"['in the garbage', 'on the table', 'in the fridge', 'in the box']",in the garbage,A,B) on the table,B,0.0,211.0,0,0,1.0,False,True,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,91,EPM,where did I pick the soy sauce?,"['from the fridge', 'from the table', 'from the floor', 'inside the container']",inside the container,D,D) inside the container,D,100.0,267.0,0,0,1.0,False,True,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,92,EPM,Where did i put the soy sauce?,"['in the fridge', 'on the table', 'in the box', 'on the sink']",in the box,C,B) on the table,B,0.0,271.0,0,0,1.0,False,True,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,93,EPM,Where was the cabbage before i picked it?,"['at the table', 'at the floor', 'inside the cabinet', 'inside the fridge']",at the floor,B,D) inside the fridge,D,0.0,301.0,0,0,1.0,False,True,64,1
Ego4D__clips__453bf120-65a3-4616-bbd7-51bafdaac44d,35,EPM,where is the bottle?,"['in a box', 'on the floor', 'on the table', 'on the chair']",on the table,C,C) on the table,C,100.0,82.0,0,0,1.0,False,True,64,1
Ego4D__clips__453bf120-65a3-4616-bbd7-51bafdaac44d,36,EPM,where did I put the piece of metal?,"['on the desk', 'at the left side foot of table', 'on the chair', 'on the floor']",at the left side foot of table,B,B) at the left side foot of table,B,100.0,150.0,0,0,1.0,False,True,64,1
Ego4D__clips__453bf120-65a3-4616-bbd7-51bafdaac44d,37,EPM,where did I put the pliers?,"['in a box', 'on the table', 'at the top of carpet', 'on the floor']",at the top of carpet,C,B) on the table,B,0.0,315.0,0,0,1.0,False,True,64,1
Ego4D__clips__453bf120-65a3-4616-bbd7-51bafdaac44d,38,EPM,where is the nail gun?,"['on the floor', 'at the top of carpet', 'on the chair', 'on the desk']",at the top of carpet,B,B) at the top of carpet,B,100.0,328.0,0,0,1.0,False,True,64,1
Ego4D__clips__453bf120-65a3-4616-bbd7-51bafdaac44d,300,HLD,Where was the cordless drill ?,"['Unable to answer', 'inside the tool case', 'inside the drawer', 'on the desk']",Unable to answer,A,B) inside the tool case,B,0.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__4a37144f-63cd-4729-809c-f05ec1839036,34,EPM,what color was the bag?,"['yellow', 'blue', 'red', 'green']",yellow,A,C) red,C,0.0,2.0,0,0,1.0,False,True,64,1
Ego4D__clips__4a37144f-63cd-4729-809c-f05ec1839036,31,EPM,where was the phone before I picked it?,"['on the table', 'ground', 'on the mat', 'in the bag']",ground,B,B) ground,B,100.0,15.0,0,0,1.0,False,True,64,1
Ego4D__clips__4a37144f-63cd-4729-809c-f05ec1839036,32,EPM,where was the sandals?,"['on the table', 'ground', 'on the mat', 'in the bag']",ground,B,C) on the mat,C,0.0,20.0,0,0,1.0,False,True,64,1
Ego4D__clips__4a37144f-63cd-4729-809c-f05ec1839036,33,EPM,what color was the phone?,"['blue', 'white', 'black', 'red']",black,C,C) black,C,100.0,38.0,0,0,1.0,False,True,64,1
Ego4D__clips__4a9a6049-61cf-47b1-b384-0a22556e88e0,357,HLD,How many path way did I saw,"['Unable to answer', 'one', 'three']",Unable to answer,A,C) three,C,0.0,400.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ab42038-79a6-433c-905d-f1426561b9f8,341,HLD,Which belt did I select?,"['Unable to answer', 'the second one', 'the third one', 'the last one']",Unable to answer,A,B) the second one,B,0.0,399.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ba774a8-cd2a-4889-9971-cc91f5c1afd4,4,EPM,Where was the paper towel before I picked it?,"['on the counter', 'on the cupboard', 'on the table', 'in the dish washer']",on the table,C,C) on the table,C,100.0,119.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ba774a8-cd2a-4889-9971-cc91f5c1afd4,5,EPM,What drawer did I pull?,"['dish washer', 'microwave', 'cupboard', 'fridge']",dish washer,A,A) dish washer,A,100.0,185.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ba774a8-cd2a-4889-9971-cc91f5c1afd4,6,EPM,Where Was the plate before I picked it?,"['on the counter', 'on the cupboard', 'on the table', 'in the dish washer']",on the cupboard,B,C) on the table,C,0.0,193.0,0,0,1.0,False,True,64,1
