video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,retrieve_size,chunk_size
ArgoVerse__de777454-df62-3d5a-a1ce-2edb5e5d4922,ArgoVerse__de777454-df62-3d5a-a1ce-2edb5e5d4922#q4,Object Existence State,"What is the time period the car [0.474, 0.5, 0.547, 0.594] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 0.0s. And it disappears at 1.0 - 5.0s.', 'It appears at 0.0 - 5.0s.', 'It appears at 0.0 - 1.0s, 3.0s, 5.0s. And it disappears at 2.0s, 4.0s.', 'It appears at 1.0 - 2.0s, 5.0s. And it disappears at 3.0 - 4.0s.']",It appears at 0.0 - 5.0s.,B,"D) It appears at 1.0 - 2.0s,",D,0.0,5.0,6,8,1.0,False,64,1
ArgoVerse__de777454-df62-3d5a-a1ce-2edb5e5d4922,ArgoVerse__de777454-df62-3d5a-a1ce-2edb5e5d4922#q5,Object Presence,"Is the truck [0.507, 0.468, 0.547, 0.542] still in the screen 7.0 seconds before?","['Yes, it exists.', 'No, it does not exist.']","Yes, it exists.",A,"B) No, it does not exist.",B,0.0,7.0,8,8,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q0,Object Trajectory,"In the video, what is the trajectory of the person [0.309, 0.348, 0.514, 0.767] in the past 3 seconds? Also point out the time period it disappears.","['The trajectory is: [0.0, 0.0, 0.274, 1.0] -> [0.0, 0.0, 0.488, 1.0] -> [0.0, 0.0, 0.459, 0.985].', 'The trajectory is: [0.471, 0.519, 0.485, 0.541] -> [0.466, 0.518, 0.484, 0.544] -> [0.447, 0.513, 0.472, 0.548].', 'The trajectory is: [0.259, 0.331, 0.538, 0.742] -> [0.273, 0.346, 0.53, 0.742] -> [0.339, 0.362, 0.538, 0.769].', 'The trajectory is: [0.468, 0.0, 0.473, 0.033] -> [0.48, 0.078, 0.485, 0.107] -> [0.491, 0.075, 0.498, 0.104].']","The trajectory is: [0.259, 0.331, 0.538, 0.742] -> [0.273, 0.346, 0.53, 0.742] -> [0.339, 0.362, 0.538, 0.769].",C,"A) The trajectory is: [0.0, 0.0,",A,0.0,3.0,4,9,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q1,Movement Prediction,"What direction do you think the person [0.277, 0.331, 0.5, 0.762] may move towards in the next second?","['left-top', 'right-bottom', 'stationary', 'above']",left-top,A,A) left-top,A,100.0,4.0,5,9,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q2,Object Existence State,"What is the time period the person [0.277, 0.331, 0.5, 0.762] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 2.0 - 3.0s. And it disappears at 4.0s.', 'It appears at 1.0 - 2.0s. And it disappears at 3.0 - 4.0s.', 'It appears at 0.0s, 2.0s. And it disappears at 1.0s, 3.0 - 4.0s.', 'It appears at 0.0 - 4.0s.']",It appears at 0.0 - 4.0s.,D,"C) It appears at 0.0s, 2.0s",C,0.0,4.0,5,9,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q3,Trajectory Retrieval,"Where is the location of the person [0.194, 0.3, 0.425, 0.769] in the screen 2.0 second(s) before?","['[0.331, 0.86, 0.405, 0.899]', '[0.246, 0.167, 0.644, 0.9]', '[0.309, 0.348, 0.514, 0.767]', '[0.519, 0.088, 0.914, 1.0]']","[0.309, 0.348, 0.514, 0.767]",C,C).,C,100.0,5.0,6,9,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q4,Object Presence,"Is the person [0.302, 0.319, 0.605, 0.76] still in the screen 7.0 seconds before?","['Yes, it exists.', 'No, it does not exist.']","Yes, it exists.",A,"A) Yes, it exists.",A,100.0,7.0,8,9,1.0,False,64,1
YFCC100M__v_2df2558034373a8e3ef85de547cad272,YFCC100M__v_2df2558034373a8e3ef85de547cad272#q5,Object Position,"Based on visible information, which option most accurately describes the location of the persons on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['left-middle', 'left-middle, left-bottom, left-middle (2), center, right-bottom', 'left-bottom, right-middle, center, left-middle', 'bottom, left-bottom, right-bottom, center, bottom, left-middle']",left-middle,A,A) left-middle,A,100.0,8.0,9,9,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q0,Movement Prediction,"What direction do you think the person [0.144, 0.533, 0.169, 0.627] may move towards in the next second?","['below', 'right', 'right-top', 'right-bottom']",right-bottom,D,B) right,B,0.0,1.0,2,11,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q1,Object Existence State,"What is the time period the person [0.448, 0.467, 0.517, 0.712] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 1.0 - 2.0s.', 'It appears at 0.0s, 2.0s. And it disappears at 1.0s.', 'It appears at 0.0s. And it disappears at 1.0 - 2.0s.', 'It appears at 0.0 - 2.0s.']",It appears at 1.0 - 2.0s.,A,C) It appears at 0.0s. And it disappears at ,C,0.0,2.0,3,11,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q2,Object Presence,"Is the person [0.375, 0.421, 0.473, 0.765] still in the screen 1.0 seconds before?","['No, it does not exist.', 'Yes, it exists.']","Yes, it exists.",B,B).,B,100.0,4.0,5,11,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q3,Trajectory Retrieval,"Where is the location of the person [0.188, 0.488, 0.227, 0.683] in the screen 2.0 second(s) before?","['[0.649, 0.201, 0.802, 0.731]', '[0.711, 0.162, 0.85, 0.622]', '[0.495, 0.0, 0.986, 0.223]', '[0.15, 0.525, 0.175, 0.646]']","[0.15, 0.525, 0.175, 0.646]",D,"D) [0.15, 0.525, ",D,100.0,4.0,5,11,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q4,Object Trajectory,"In the video, what is the trajectory of the person [0.208, 0.479, 0.267, 0.704] in the past 2 seconds? Also point out the time period it disappears.","['The trajectory is: [0.0, 0.101, 0.07, 0.217] -> [0.047, 0.096, 0.089, 0.231].', 'The trajectory is: [0.173, 0.523, 0.211, 0.644] -> [0.175, 0.508, 0.227, 0.667].', 'The trajectory is: [0.516, 0.725, 0.606, 0.817] -> [0.459, 0.876, 0.544, 1.0].', 'The trajectory is: [0.48, 0.746, 0.503, 0.833] -> [0.453, 0.746, 0.48, 0.833].']","The trajectory is: [0.173, 0.523, 0.211, 0.644] -> [0.175, 0.508, 0.227, 0.667].",B,"D) The trajectory is: [0.48, 0.7",D,0.0,4.0,5,11,1.0,False,64,1
YFCC100M__v_2703375afa9ce3bda66bd34ea1169,YFCC100M__v_2703375afa9ce3bda66bd34ea1169#q5,Object Position,"Based on visible information, which option most accurately describes the location of the persons on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['right-middle', 'left-bottom, bottom (2), right-bottom, left-middle (2), center (2), right-middle', 'right-bottom, left-bottom (2), right-bottom, right-middle (2)', 'left-top, left-top, top']",right-middle,A,"C) right-bottom, left-bottom (2), right-bottom, right-middle (",C,0.0,10.0,11,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q0,Object Position,"Which option most accurately describes the relative positions of other car_ with respect to the reference position [0.566, 0.599, 0.609, 0.658] on the screen? (Note: Positions with counts, e.g., 'left-bottom (2)', indicate multiple objects in the same area.)","['right, right-top, right-bottom.', 'right-top, right-bottom, left-bottom (3), left-top.', 'left-bottom, right-bottom, right-top.', 'left-top, left-top.']","left-top, left-top.",D,C).,C,0.0,0.0,1,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q1,Object Existence State,"What is the time period the pickup_truck [0.304, 0.579, 0.369, 0.653] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 1.0 - 2.0s.', 'It appears at 0.0 - 1.0s. And it disappears at 2.0s.', 'It appears at 0.0s. And it disappears at 1.0 - 2.0s.', 'It appears at 2.0s.']",It appears at 1.0 - 2.0s.,A,C) It appears at 0.0s. And it disappears at ,C,0.0,2.0,3,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q2,Object Trajectory,"In the video, what is the trajectory of the car [0.471, 0.603, 0.527, 0.69] in the past 3 seconds? Also point out the time period it disappears.","['The trajectory is: [0.3, 0.869, 0.32, 0.928] -> [0.3, 0.869, 0.319, 0.929] -> [0.3, 0.869, 0.319, 0.931].', 'The trajectory is: [0.404, 0.892, 0.455, 1.0] -> [0.418, 0.914, 0.459, 1.0] -> [0.45, 0.95, 0.481, 1.0].', 'The trajectory is: [0.528, 0.588, 0.555, 0.624] -> [0.513, 0.603, 0.548, 0.647] -> [0.498, 0.6, 0.538, 0.657].', 'The trajectory is: [0.386, 0.027, 0.697, 0.13] -> [0.383, 0.041, 0.689, 0.159] -> [0.379, 0.014, 0.676, 0.137].']","The trajectory is: [0.528, 0.588, 0.555, 0.624] -> [0.513, 0.603, 0.548, 0.647] -> [0.498, 0.6, 0.538, 0.657].",C,"A) The trajectory is: [0.3, 0.86",A,0.0,4.0,5,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q3,Object Presence,"Is the pickup_truck [0.408, 0.583, 0.5, 0.708] still in the screen 3.0 seconds before?","['Yes, it exists.', 'No, it does not exist.']","Yes, it exists.",A,"B) No, it does not exist.",B,0.0,5.0,6,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q4,Trajectory Retrieval,"Where is the location of the pickup_truck [0.096, 0.503, 0.468, 0.718] in the screen 1.0 second(s) before?","['[0.207, 0.549, 0.438, 0.838]', '[0.0, 0.507, 0.259, 0.693]', '[0.0, 0.24, 0.081, 0.694]', '[0.883, 0.638, 0.998, 0.804]']","[0.0, 0.507, 0.259, 0.693]",B,"C) [0.0, 0.24, 0.",C,0.0,7.0,8,11,1.0,False,64,1
BDD__b2d83b7b-9627ff87,BDD__b2d83b7b-9627ff87#q5,Movement Prediction,"What direction do you think the person [0.0, 0.432, 0.177, 1.0] may move towards in the next second?","['left', 'right-bottom', 'right-top', 'above']",right-top,C,C) right-top,C,100.0,10.0,11,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q0,Movement Prediction,"What direction do you think the person [0.573, 0.451, 0.607, 0.664] may move towards in the next second?","['uncertain', 'left-top', 'left-bottom', 'right']",left-bottom,C,C) left-bottom,C,100.0,1.0,2,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q1,Object Trajectory,"Compared with 4 seconds ago, are the person [0.54, 0.601, 0.613, 0.832] and the person [0.0, 0.978, 0.018, 1.0] closer or farther apart?","['Their distance almost remains unchanged.', 'They are getting closer.', 'They are getting farther apart.']",They are getting farther apart.,C,C) They are getting farther apart.,C,100.0,4.0,5,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q2,Object Presence,"Is the person [0.0, 0.896, 0.068, 1.0] still in the screen 4.0 seconds before?","['No, it does not exist.', 'Yes, it exists.']","Yes, it exists.",B,B).,B,100.0,6.0,7,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q3,Object Existence State,"What is the time period the person [0.12, 0.849, 0.162, 1.0] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 0.0 - 1.0s, 3.0 - 5.0s. And it disappears at 2.0s, 6.0s.', 'It appears at 0.0 - 1.0s, 4.0 - 6.0s. And it disappears at 2.0 - 3.0s.', 'It appears at 0.0 - 6.0s.', 'It appears at 0.0 - 5.0s. And it disappears at 6.0s.']",It appears at 0.0 - 6.0s.,C,D) It appears at 0.0 - 5.0s.,D,0.0,6.0,7,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q4,Object Position,"Based on visible information, which option most accurately describes the location of the persons on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['right-top, right-middle, center (3), left-middle', 'right-bottom, right-bottom, bottom (2)', 'left-bottom, bottom (2), left-bottom (4), right-bottom (2)', 'left-middle, left-middle (2), center']","left-bottom, bottom (2), left-bottom (4), right-bottom (2)",C,"A) right-top, right-middle, center",A,0.0,7.0,8,11,1.0,False,64,1
LaSOT__flag-11,LaSOT__flag-11#q5,Trajectory Retrieval,"When does the person [0.817, 0.918, 0.83, 1.0] in the current screen first appear in the video? Give the corresponding position when it first appears.","['It first appears 10 seconds before, at [0.802, 0.658, 0.813, 0.744].', 'It first appears 4 seconds before, at [0.092, 0.0, 0.389, 0.362].', 'It first appears 14 seconds before, at [0.534, 0.381, 0.587, 0.646].', 'It first appears 15 seconds before, at [0.916, 0.0, 1.0, 0.198].']","It first appears 10 seconds before, at [0.802, 0.658, 0.813, 0.744].",A,"D) It first appears 15 seconds before, at [0.9",D,0.0,10.0,11,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q0,Movement Prediction,"What direction do you think the person [0.495, 0.529, 0.497, 0.547] may move towards in the next second?","['right-top', 'left-top', 'uncertain', 'right-bottom']",right-top,A,C) uncertain.,C,0.0,0.0,1,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q1,Trajectory Retrieval,"Where is the location of the person [0.516, 0.519, 0.521, 0.541] in the screen 2.0 second(s) before?","['[0.657, 0.292, 0.817, 0.496]', '[0.495, 0.529, 0.497, 0.547]', '[0.202, 0.06, 0.802, 1.0]', '[0.631, 0.417, 0.652, 0.44]']","[0.495, 0.529, 0.497, 0.547]",B,"C) [0.202, 0.06, ",C,0.0,2.0,3,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q2,Object Position,"Based on visible information, which option most accurately describes the location of the persons on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['center', 'right-middle, left-bottom, center', 'bottom, center (3), left-middle', 'center, right-bottom, bottom']",center,A,"C) bottom, center (3), left-middle",C,0.0,5.0,6,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q3,Object Presence,How many persons are there in the screen 5.0 seconds before? Does the number increase or decrease compare with the past screen?,"['1 in the past. Compared with the past screen, the number remains the same.', '10 in the past. Compared with the past screen, the number decreases.', '3 in the past. Compared with the past screen, the number decreases.', '4 in the past. Compared with the past screen, the number increases.']","1 in the past. Compared with the past screen, the number remains the same.",A,"A) 1 in the past. Compared with the past screen, the number",A,100.0,6.0,7,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q4,Object Existence State,"What is the time period the person [0.552, 0.512, 0.571, 0.584] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 1.0 - 2.0s, 6.0 - 9.0s. And it disappears at 3.0 - 5.0s.', 'It appears at 2.0 - 3.0s, 5.0s, 9.0s. And it disappears at 4.0s, 6.0 - 8.0s.', 'It appears at 0.0s, 3.0s, 5.0 - 6.0s, 9.0s. And it disappears at 1.0 - 2.0s, 4.0s, 7.0 - 8.0s.', 'It appears at 0.0 - 9.0s.']",It appears at 0.0 - 9.0s.,D,"C) It appears at 0.0s, 3.0s",C,0.0,9.0,10,11,1.0,False,64,1
ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3,ArgoVerse__028d5cb1-f74d-366c-85ad-84fde69b0fd3#q5,Object Trajectory,"In the video, what is the trajectory of the person [0.599, 0.502, 0.624, 0.608] in the past 9 seconds? Also point out the time period it disappears.","['The trajectory is: [0.501, 0.527, 0.505, 0.545] -> [0.516, 0.519, 0.521, 0.541] -> [0.522, 0.512, 0.527, 0.539] -> [0.528, 0.513, 0.533, 0.543] -> [0.524, 0.513, 0.531, 0.549] -> [0.517, 0.51, 0.525, 0.55] -> [0.516, 0.513, 0.524, 0.56] -> [0.52, 0.52, 0.532, 0.575] -> [0.552, 0.512, 0.571, 0.584].', 'The trajectory is: [0.142, 0.495, 0.334, 0.684] -> [0.149, 0.494, 0.307, 0.683] -> [0.157, 0.484, 0.349, 0.672] -> [0.23, 0.464, 0.376, 0.625] -> [0.254, 0.371, 0.385, 0.554] -> [0.268, 0.421, 0.372, 0.604] -> [0.259, 0.44, 0.397, 0.606] -> [0.261, 0.467, 0.401, 0.616] -> [0.248, 0.465, 0.396, 0.624].', 'The trajectory is: [0.437, 0.406, 0.638, 1.0] -> [0.612, 0.411, 0.72, 0.869] -> [0.538, 0.607, 0.654, 1.0] -> [0.503, 0.612, 0.646, 1.0] -> [0.473, 0.501, 0.622, 1.0] -> [0.496, 0.429, 0.643, 1.0] -> [0.364, 0.224, 0.62, 1.0] -> [0.321, 0.082, 0.493, 1.0] -> [0.388, 0.078, 0.609, 0.985].', 'The trajectory is: [0.383, 0.468, 0.429, 0.531] -> [0.401, 0.465, 0.433, 0.522] -> [0.418, 0.457, 0.445, 0.512] -> [0.441, 0.457, 0.461, 0.5] -> [0.451, 0.457, 0.47, 0.494] -> [0.45, 0.457, 0.47, 0.493] -> [0.45, 0.456, 0.471, 0.493] -> [0.444, 0.453, 0.462, 0.492] -> [0.438, 0.442, 0.461, 0.492].']","The trajectory is: [0.501, 0.527, 0.505, 0.545] -> [0.516, 0.519, 0.521, 0.541] -> [0.522, 0.512, 0.527, 0.539] -> [0.528, 0.513, 0.533, 0.543] -> [0.524, 0.513, 0.531, 0.549] -> [0.517, 0.51, 0.525, 0.55] -> [0.516, 0.513, 0.524, 0.56] -> [0.52, 0.52, 0.532, 0.575] -> [0.552, 0.512, 0.571, 0.584].",A,"D) The trajectory is: [0.383, 0.",D,0.0,10.0,11,11,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q0,Object Position,"Based on visible information, which option most accurately describes the location of the towels on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['top', 'left-middle, right-top (3)', 'center, center, right-middle, right-top, top', 'left-middle, left-middle (3), center, bottom']",top,A,"D) left-middle, left-middle (3), center, bottom",D,0.0,0.0,1,12,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q1,Trajectory Retrieval,"Where is the location of the person [0.141, 0.089, 0.455, 0.997] in the screen 1.0 second(s) before?","['[0.38, 0.488, 0.434, 0.618]', '[0.239, 0.162, 0.512, 1.0]', '[0.505, 0.42, 0.568, 0.487]', '[0.625, 0.417, 0.694, 0.575]']","[0.239, 0.162, 0.512, 1.0]",B,C).,C,0.0,5.0,6,12,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q2,Object Trajectory,"What is the trajectory of the object among person [0.148, 0.1, 0.473, 1.0], towel [0.217, 0.265, 0.28, 0.308] in the past 4 seconds, which moves the longest distance? If an object disappears in the middle, calculate the distance based on the time period it last appears.","['The trajectory is: [0.473, 0.586, 0.512, 0.632] -> [0.402, 0.69, 0.454, 0.753] -> [0.398, 0.831, 0.457, 0.912] -> [0.398, 0.828, 0.459, 0.908];', 'The trajectory is: [0.417, 0.388, 0.587, 1.0] -> [0.417, 0.387, 0.583, 1.0] -> [0.405, 0.442, 0.607, 1.0] -> [0.406, 0.444, 0.61, 1.0];', 'The trajectory is: [0.327, 0.269, 0.557, 1.0] -> [0.252, 0.256, 0.492, 1.0] -> [0.239, 0.162, 0.512, 1.0] -> [0.141, 0.089, 0.455, 0.997];', 'The trajectory is: [0.355, 0.083, 0.695, 1.0] -> [0.329, 0.0, 0.647, 0.721] -> [0.316, 0.0, 0.61, 0.674];']","The trajectory is: [0.327, 0.269, 0.557, 1.0] -> [0.252, 0.256, 0.492, 1.0] -> [0.239, 0.162, 0.512, 1.0] -> [0.141, 0.089, 0.455, 0.997];",C,"B) The trajectory is: [0.417, 0.",B,0.0,6.0,7,12,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q3,Object Existence State,"What is the time period the towel [0.217, 0.265, 0.28, 0.308] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 0.0s, 5.0s. And it disappears at 1.0 - 4.0s, 6.0s.', 'It appears at 0.0 - 2.0s, 5.0 - 6.0s. And it disappears at 3.0 - 4.0s.', 'It appears at 4.0 - 5.0s. And it disappears at 6.0s.', 'It appears at 0.0 - 2.0s. And it disappears at 3.0 - 6.0s.']","It appears at 0.0 - 2.0s, 5.0 - 6.0s. And it disappears at 3.0 - 4.0s.",B,D) It appears at 0.0 - 2.0s.,D,0.0,6.0,7,12,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q4,Movement Prediction,"What direction do you think the person [0.148, 0.117, 0.447, 1.0] may move towards in the next second?","['uncertain', 'right-bottom', 'right-top', 'left-top']",right-top,C,A) uncertain.,A,0.0,7.0,8,12,1.0,False,64,1
Charades__H5DQ6,Charades__H5DQ6#q5,Object Presence,How many towels are there in the screen 8.0 seconds before? Does the number increase or decrease compare with the past screen?,"['4 in the past. Compared with the past screen, the number remains the same.', '0 in the past. Compared with the past screen, the number increases.', '1 in the past. Compared with the past screen, the number increases.', '6 in the past. Compared with the past screen, the number remains the same.']","0 in the past. Compared with the past screen, the number increases.",B,"A) 4 in the past. Compared with the past screen, the number",A,0.0,11.0,12,12,1.0,False,64,1
