video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
fpsstream_000762,speed_recognition,How does the speed of the dog change throughout the video?,"The dog speeds up, then slows down, and then speeds up again",B,5.0,1.0,query,287.692,288,600,False,100.0,B,B,B,"['The dog runs at a constant speed', 'The dog speeds up, then slows down, and then speeds up again', 'The dog stays at a constant speed and then slows down', 'The dog speeds up', 'None of the above']",2,0.5632,True,fpsbench_000766,middle,0.4733,280.692,287.692,287.692,25.0,order_38.mp4,281,287,7,0.0,0,0,True,28,64,3,1.0,2.8571,20053,56448,0.3552,20188,103,15000,1157660672,64,1
fpsstream_000763,speed_recognition,How does the speed of the dog change throughout the video?,The dog stays at a constant speed and then slows down,C,6.0,1.0,query,473.409,474,600,False,0.0,B,B,C,"['The dog runs at a constant speed', 'The dog speeds up, then slows down', 'The dog stays at a constant speed and then slows down', 'The dog speeds up', 'None of the above']",2,0.6539,True,fpsbench_000767,late,0.7872,468.409,473.409,473.409,24.0,subPlot_new_all_177.mp4,469,473,5,0.0,0,0,True,28,64,3,0.9643,1.9286,32865,92904,0.3538,32928,168,15000,1888223232,64,1
fpsstream_000764,speed_recognition,How does the rotational speed of the fan blades change?,The blades are slow at first and then increases speed,D,5.0,1.0,query,76.339,77,600,False,0.0,A,A,D,"['The blades spin at a high, constant speed throughout', 'The blades start fast and gradually slow to a stop', 'The blades are stationary at first, then gradually accelerate their spin', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.2797,True,fpsbench_000768,early,0.1124,66.339,76.339,76.339,30.0,count_235.mp4,67,76,10,0.0,0,0,True,28,27,4,1.0,4.0,5242,15092,0.3473,5292,27,15000,0,64,1
fpsstream_000765,speed_recognition,How does the rotational speed of the fan blades change?,"The blades spin at a high, constant speed throughout",A,10.0,1.0,query,337.065,338,600,False,100.0,A,A,A,"['The blades spin at a high, constant speed throughout', 'The blades start fast and gradually slow to a stop', 'The blades spin at low constant speed', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.5718,True,fpsbench_000769,middle,0.5543,327.065,337.065,337.065,25.0,order_90.mp4,328,337,10,0.0,0,0,True,28,64,4,1.0,2.0714,18502,66248,0.2793,18620,95,15000,1067745280,64,1
fpsstream_000766,speed_recognition,How does the rotational speed of the fan blades change?,"The blades spin at a very high, constant speed throughout",A,10.0,1.0,query,487.048,488,600,False,100.0,A,A,A,"['The blades spin at a very high, constant speed throughout', 'The blades start fast and gradually slow down', 'The blades spin at low constant speed', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.6324,True,fpsbench_000770,late,0.8086,477.048,487.048,487.048,30.0,order_253.mp4,478,487,10,0.0,0,0,True,28,64,4,0.5714,1.3214,27698,95648,0.2896,27832,142,15000,1595998208,64,1
fpsstream_000767,speed_recognition,How does the rotational speed of the fan blades change?,The blades are slow at first and then increases speed,D,7.0,1.0,query,140.429,141,600,False,0.0,A,A,D,"['The blades spin at a high, constant speed throughout', 'The blades start fast and gradually slow down', 'The blades are stationary at first, then gradually accelerate their spin', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.3105,True,fpsbench_000771,early,0.2237,132.429,140.437,140.429,30.0,order_113.mp4,133,140,8,-0.008,0,0,True,28,44,2,1.0,2.0,8568,27636,0.31,8624,44,15000,0,64,1
fpsstream_000768,speed_recognition,How does the rotational speed of the fan blades change?,"The blades spin at a high, constant speed throughout",A,10.0,1.0,query,274.158,275,600,False,100.0,A,A,A,"['The blades spin at a high, constant speed throughout', 'The blades start fast and gradually slow down', 'The blades are stationary at first, then gradually accelerate their spin', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.7436,True,fpsbench_000772,middle,0.4487,265.158,274.167,274.158,25.0,order_27.mp4,266,274,9,-0.009,0,0,True,28,64,4,0.9643,2.8214,19067,53900,0.3537,19208,98,15000,1101463552,64,1
fpsstream_000769,speed_recognition,How does the rotational speed of the fan blades change?,"The blades are stationary at first, then gradually accelerate their spin",C,5.0,1.0,query,471.878,472,600,False,0.0,A,A,C,"['The blades spin at a high, constant speed throughout', 'The blades start fast and gradually slow down', 'The blades are stationary at first, then gradually accelerate their spin', 'The blades are slow at first and then increases speed', 'None of the above']",2,0.6805,True,fpsbench_000773,late,0.7843,465.878,471.899,471.878,30.0,ego_36.mp4,466,471,6,-0.021,0,0,True,28,64,4,0.8214,2.2857,25129,92512,0.2716,25284,129,15000,1449885696,64,1
fpsstream_000770,speed_recognition,How does the rotational speed of the dancer's first set of spins compare to the second set?,The first set of spins is slower than the second set,B,7.0,1.0,query,181.106,182,600,False,0.0,A,A,B,"['The first set of spins is faster than the second set', 'The first set of spins is slower than the second set', 'Both sets of spins are performed at the same rotational speed', 'The first set of spins maintains a constant speed, while the second set progressively accelerates', 'None of the above']",2,0.3925,True,fpsbench_000774,early,0.2948,175.106,181.106,181.106,30.0,count_4.mp4,176,181,6,0.0,0,0,True,28,41,3,1.0,3.0,7990,35672,0.224,8036,41,15000,0,64,1
fpsstream_000771,speed_recognition,Which statement best describes how the dancer's skating pace changes throughout the performance?,The dancer's pace starts slow and gradually increases,C,7.0,1.0,query,312.034,313,600,False,0.0,A,A,C,"['The dancer starts fast and gradually slows down toward the end', 'The dancer maintains a consistent pace from start to finish', ""The dancer's pace starts slow and gradually increases"", 'The dancer alternates between periods of fast and slow skating.', 'None of the above']",2,0.392,True,fpsbench_000775,middle,0.5119,302.034,312.034,312.034,24.0,subPlot_new_all_47.mp4,303,312,10,0.0,0,0,True,28,64,5,0.9286,4.0714,14754,61348,0.2405,14896,76,15000,0,64,1
fpsstream_000772,speed_recognition,How does the rotational speed of the dancer's first set of spins compare to the second set?,The first set of spins is slower than the second set,B,8.0,1.0,query,500.69,501,600,False,0.0,A,A,B,"['The first set of spins is faster than the second set', 'The first set of spins is slower than the second set', 'Both sets of spins are performed at the same rotational speed', 'The first set of spins maintains a constant speed, while the second set progressively accelerates', 'None of the above']",2,0.6592,True,fpsbench_000776,late,0.8342,494.69,501.69,500.69,30.0,order_112.mp4,495,500,6,-1.0,0,0,True,28,64,3,1.0,2.5,17774,98196,0.181,17836,91,15000,1022787584,64,1
fpsstream_000773,speed_recognition,How does the speed of the dancer's spin on one leg varies throughout the video?,Her spin is constant,C,6.0,1.0,query,99.383,100,600,False,0.0,A,A,C,"['Her spin increases', 'Her spin decreases', 'Her spin is constant', 'Her spins increases first and then decreases', 'None of the above']",2,0.3534,True,fpsbench_000777,early,0.1544,91.383,99.383,99.383,25.0,subPlot_new_all_200.mp4,92,99,8,0.0,0,0,True,28,30,3,1.0,3.0,5736,19600,0.2927,5880,30,15000,0,64,1
fpsstream_000774,speed_recognition,How does the speed of the dancer skating varies throughout the video?,Her pace increases,A,7.0,1.0,query,313.632,314,600,False,100.0,A,A,A,"['Her pace increases', 'Her pace decreases', 'Her pace is constant', 'Her pace increases first and then decreases', 'None of the above']",2,0.5934,True,fpsbench_000778,middle,0.5163,305.632,313.632,313.632,30.0,order_72.mp4,306,313,8,0.0,0,0,True,28,64,4,1.0,3.25,19322,61544,0.314,19404,99,15000,1112702976,64,1
fpsstream_000775,speed_recognition,How does the rotational speed of the dancer's first set of spins compare to the second set?,The first set of spins is faster than the second set,A,7.0,1.0,query,497.111,498,600,False,100.0,A,A,A,"['The first set of spins is faster than the second set', 'The first set of spins is slower than the second set', 'Both sets of spins are performed at the same rotational speed', 'The first set of spins maintains a constant speed, while the second set progressively accelerates', 'None of the above']",2,0.6221,True,fpsbench_000779,late,0.825,485.111,497.111,497.111,25.0,subPlot_new_all_127.mp4,486,497,12,0.0,0,0,True,28,64,5,0.7143,2.75,31418,97608,0.3219,31556,161,15000,1809547264,64,1
fpsstream_000776,speed_recognition,How does the speed of the dancer's spin varies throughout the video?,"Her spins are at a constant speed first, and then increases",D,6.0,1.0,query,182.757,183,600,False,0.0,A,A,D,"['Her spin increases', 'Her spin decreases', 'Her spin is constant', 'Her spins are at a constant speed first, and then increases', 'None of the above']",2,0.3046,True,fpsbench_000780,early,0.2928,172.757,182.757,182.757,25.0,movie101_17.mp4,173,182,10,0.0,0,0,True,28,51,3,1.0,3.0,9957,35868,0.2776,9996,51,15000,0,64,1
fpsstream_000777,speed_recognition,How does the rotational speed of the woman's first set of spins compare to the second set?,The first set of spins is slower than the second set,B,7.0,1.0,query,294.129,295,600,False,0.0,A,A,B,"['The first set of spins is faster than the second set', 'The first set of spins is slower than the second set', 'Both sets of spins are performed at the same rotational speed', 'The first set of spins maintains a constant speed, while the second set progressively accelerates', 'None of the above']",2,0.6011,True,fpsbench_000781,middle,0.4816,284.129,294.129,294.129,30.0,order_132.mp4,285,294,10,0.0,0,0,True,28,64,4,1.0,3.4643,16976,57820,0.2936,17052,87,15000,977829888,64,1
fpsstream_000778,speed_recognition,How does the pace of skier change throughout the video?,The skier's pace increases,A,5.0,1.0,query,528.723,529,600,False,0.0,D,D,A,"[""The skier's pace increases"", ""The skier's pace is constant"", ""The skier's pace decreases"", ""The skier's pace is very slow at first, and then it gradually increases"", 'None of the above']",2,0.6813,True,fpsbench_000782,late,0.8798,521.723,528.723,528.723,30.0,order_6.mp4,522,528,7,0.0,0,0,True,28,64,3,0.7143,1.9643,29733,103684,0.2868,29792,152,15000,1708392448,64,1
fpsstream_000779,speed_recognition,How does the speed of skateboard changes in the video?,"The skateboard speed is zero initally, then increases, then becomes zero, then increases again, and becomes zero at the end",C,4.0,1.0,query,106.966,107,600,False,100.0,C,C,C,"['The speed of the skateboard increases, then decreases, then increases again', 'The speed of the skateboard is zero initially, then increases, then decreases, then increases', 'The skateboard speed is zero initally, then increases, then becomes zero, then increases again, and becomes zero at the end', ""The skateboard's pace is very slow at first, and then it gradually increases"", 'None of the above']",2,0.2712,True,fpsbench_000783,early,0.17,100.966,106.966,106.966,30.0,order_61.mp4,101,106,6,0.0,0,0,True,28,20,4,1.0,4.0,3864,20972,0.1842,3920,20,15000,0,64,1
fpsstream_000780,repetitive_motion,How many complete 360 degree rotations does the airplane do?,7,B,5.0,1.0,query,269.33,270,600,False,100.0,B,B,B,"['5', '7', '9', '14', 'None of the above']",2,0.6966,True,fpsbench_000784,middle,0.4367,256.33,269.33,269.33,25.0,subPlot_new_all_147.mp4,257,269,13,0.0,0,0,True,28,64,5,1.0,3.4286,19651,52920,0.3713,19796,101,15000,1135181824,64,1
fpsstream_000781,causality_detection,What caused the person to fall from the skateboard?,"The other person's back of the skateboard collided with his skateboard, causing him to fall off",C,4.0,1.0,query,488.592,489,600,False,100.0,C,C,C,"['He lost balance as other player came really close to him, making him fall off the skateboard', ""The other person's front of the skateboard collided with his skateboard, causing him to fall off"", ""The other person's back of the skateboard collided with his skateboard, causing him to fall off"", 'The other person kicked him, causing him to launch ahead and fall off the skateboard', 'None of the above']",2,0.5979,True,fpsbench_000785,late,0.818,482.592,492.592,488.592,24.0,movie101_62.mp4,483,488,6,-4.0,0,0,True,28,64,4,0.9643,2.25,29249,95844,0.3052,29400,150,15000,1685913600,64,1
fpsstream_000782,causality_detection,What was the direct result of the pass from the player in the white jersey (#13)?,It led to his teammate (#14) taking a shot and scoring a point,A,4.0,1.0,query,179.297,180,600,False,100.0,A,A,A,"['It led to his teammate (#14) taking a shot and scoring a point', 'His teammate (#14) pump-faked to get a defender off-balance and then drove to the basket', 'His teammate (#14) was immediately fouled by a defender while attempting to shoot', 'His teammate (#14) caught the ball and quickly passed it to another player open under the basket', 'None of the above']",2,0.3884,True,fpsbench_000786,early,0.292,172.297,182.307,179.297,25.0,subPlot_new_all_40.mp4,173,179,7,-3.01,0,0,True,28,50,3,1.0,3.0,9702,35280,0.275,9800,50,15000,0,64,1
fpsstream_000783,instance_count,How many times did he hit the drums with his right hand?,7,C,6.0,1.0,query,330.84,331,600,False,100.0,C,C,C,"['6', '8', '7', '9', 'None of the above']",2,0.5992,True,fpsbench_000787,middle,0.5453,322.84,330.84,330.84,25.0,subPlot_new_all_88.mp4,323,330,8,0.0,0,0,True,28,64,2,1.0,1.6071,23947,64876,0.3691,24108,123,15000,1382449152,64,1
fpsstream_000784,instance_count,How many times do the dancers perform body wave?,8,C,5.0,1.0,query,451.973,452,600,False,0.0,B,B,C,"['6', '7', '8', '9', 'None of the above']",2,0.6835,True,fpsbench_000788,late,0.7491,441.973,451.983,451.973,30.0,order_124.mp4,442,451,10,-0.01,0,0,True,28,64,3,1.0,1.6786,21385,88592,0.2414,21560,110,15000,1236336640,64,1
fpsstream_000785,instance_count,How many times does the woman wearing white pants perform a spin?,5,D,4.0,1.0,query,103.602,104,600,False,0.0,B,B,D,"['2', '3', '4', '5', 'None of the above']",2,0.2719,True,fpsbench_000789,early,0.162,95.602,105.602,103.602,25.0,subPlot_new_all_78.mp4,96,103,8,-2.0,0,0,True,28,31,4,1.0,4.0,5946,20384,0.2917,6076,31,15000,0,64,1
fpsstream_000786,instance_count,How many times do the female dancers raise their frock while dancing?,6,D,6.0,1.0,query,320.687,321,600,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.5764,True,fpsbench_000790,middle,0.5317,313.687,323.687,320.687,25.0,subPlot_new_all_84.mp4,314,320,7,-3.0,0,0,True,28,64,3,1.0,2.0357,17544,62916,0.2788,17640,90,15000,1011548160,64,1
fpsstream_000787,instance_count,How many times does the guy do a full rotation of his arm while dancing?,6,B,4.0,1.0,query,440.765,441,600,False,0.0,D,D,B,"['9', '6', '5', '4', 'None of the above']",2,0.6459,True,fpsbench_000791,late,0.7318,431.765,441.765,440.765,25.0,subPlot_new_all_183.mp4,432,440,9,-1.0,0,0,True,28,64,3,1.0,1.5,28646,86436,0.3314,28812,147,15000,1652195328,64,1
fpsstream_000788,instance_count,How many times do the dancers raise their arms above their head while dancing?,5,A,6.0,1.0,query,138.21,139,600,False,0.0,B,B,A,"['5', '4', '6', '3', 'None of the above']",2,0.3242,True,fpsbench_000792,early,0.2207,130.21,140.22,138.21,25.0,order_70.mp4,131,138,8,-2.01,0,0,True,28,55,2,1.0,2.0,10639,27244,0.3905,10780,55,15000,0,64,1
fpsstream_000789,instance_count,How many times does the dog jump and bark at the man?,5,C,6.0,1.0,query,306.763,307,600,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.6263,True,fpsbench_000793,middle,0.5072,301.763,306.763,306.763,30.0,order_83.mp4,302,306,5,0.0,0,0,True,28,64,2,0.75,1.25,17335,60172,0.2881,17444,89,15000,1000308736,64,1
fpsstream_000790,instance_count,How many times does the dog look at his owner in the video?,5,B,10.0,1.0,query,443.388,444,600,False,0.0,C,C,B,"['6', '5', '3', '4', 'None of the above']",2,0.6297,True,fpsbench_000794,late,0.7341,432.388,443.399,443.388,25.0,subPlot_new_all_110.mp4,433,443,11,-0.011,0,0,True,28,64,4,0.7143,1.5714,29477,87024,0.3387,29596,151,15000,1697153024,64,1
fpsstream_000791,instance_count,How many times does the person look at the camera?,6,A,4.0,1.0,query,163.11,164,600,False,0.0,C,C,A,"['6', '5', '3', '4', 'None of the above']",2,0.367,True,fpsbench_000795,early,0.2583,152.11,163.11,163.11,25.0,order_120.mp4,153,163,11,0.0,0,0,True,28,55,2,1.0,2.0,10635,32144,0.3309,10780,55,15000,0,64,1
fpsstream_000792,instance_count,How many times does the white cat wag its tail?,6,C,5.0,1.0,query,290.401,291,600,False,0.0,A,A,C,"['4', '5', '6', '7', 'None of the above']",2,0.7163,True,fpsbench_000796,middle,0.477,282.401,290.401,290.401,25.0,subPlot_new_all_66.mp4,283,290,8,0.0,0,0,True,28,64,4,1.0,2.7143,21685,57036,0.3802,21756,111,15000,1247576064,64,1
fpsstream_000793,instance_count,How many times does the drummer hit the standing cymbals?,9,D,6.0,1.0,query,522.376,523,600,False,0.0,B,B,D,"['6', '7', '8', '9', 'None of the above']",2,0.5487,True,fpsbench_000797,late,0.868,510.376,522.376,522.376,25.0,subPlot_new_all_143.mp4,511,522,12,0.0,0,0,True,28,64,2,1.0,1.1786,33384,102508,0.3257,33516,171,15000,1921941504,64,1
fpsstream_000794,instance_count,How many times does the drummer flip the drum stick?,3,D,4.0,1.0,query,164.218,165,600,False,0.0,B,B,D,"['0', '1', '2', '3', 'None of the above']",2,0.3709,True,fpsbench_000798,early,0.2614,154.218,164.218,164.218,24.0,order_35.mp4,155,164,10,0.0,0,0,True,28,62,3,1.0,3.0,12014,32340,0.3715,12152,62,15000,0,64,1
fpsstream_000795,instance_count,How many times does the girl grasp a section of her hair with a completely closed fist?,4,C,5.0,1.0,query,249.905,250,600,False,0.0,B,B,C,"['3', '2', '4', '5', 'None of the above']",2,0.6489,True,fpsbench_000799,middle,0.41,241.905,251.915,249.905,30.0,order_268.mp4,242,249,8,-2.01,0,0,True,28,64,3,1.0,2.25,17893,49000,0.3652,18032,92,15000,1034027008,64,1
fpsstream_000796,instance_count,How many times did the female singer tap on the chin of the male artist lying down on the floor with her index finger?,3,C,10.0,1.0,query,538.096,539,600,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.6463,True,fpsbench_000800,late,0.8973,532.096,539.103,538.096,25.0,subPlot_new_all_100.mp4,533,538,6,-1.007,0,0,True,28,64,3,1.0,2.1429,28090,105644,0.2659,28224,144,15000,1618477056,64,1
fpsstream_000797,instance_count,How many times did the female singer touch the harp with her hands?,8,C,4.0,1.0,query,139.36,140,600,False,0.0,B,B,C,"['6', '7', '8', '9', 'None of the above']",2,0.3016,True,fpsbench_000801,early,0.2179,128.36,139.371,139.36,24.0,subPlot_new_all_153.mp4,129,139,11,-0.011,0,0,True,28,48,5,1.0,5.0,9266,27440,0.3377,9408,48,15000,0,64,1
fpsstream_000798,instance_count,How many times does the female singer perform some action looking at the camera?,2,C,4.0,1.0,query,260.393,261,600,False,100.0,C,C,C,"['0', '1', '2', '3', 'None of the above']",2,0.7387,True,fpsbench_000802,middle,0.4278,252.393,262.403,260.393,25.0,subPlot_new_all_82.mp4,253,260,8,-2.01,0,0,True,28,64,4,0.8571,2.2143,15376,51156,0.3006,15484,79,15000,887914496,64,1
fpsstream_000799,instance_count,How many times does the guy holding the steering wheel change gears using either of his fingers?,5,D,15.0,1.0,query,495.848,496,600,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.5734,True,fpsbench_000803,late,0.8235,485.848,495.858,495.848,25.0,subPlot_new_all_193.mp4,486,495,10,-0.01,0,0,True,28,64,3,1.0,1.8214,21795,97216,0.2242,21952,112,15000,1258815488,64,1
fpsstream_000800,instance_count,How many times does the girl blink in the video?,6,D,12.0,1.0,query,89.432,90,600,False,0.0,E,E,D,"['3', '4', '5', '6', 'None of the above']",2,0.4154,True,fpsbench_000804,early,0.1346,79.432,89.442,89.432,25.0,subPlot_new_all_184.mp4,80,89,10,-0.01,0,0,True,28,35,4,1.0,4.0,6850,17640,0.3883,6860,35,15000,0,64,1
fpsstream_000801,instance_count,How many strokes of lipstick does the girl apply on her lips in the given video clip?,5,C,7.0,1.0,query,268.748,269,600,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.6005,True,fpsbench_000805,middle,0.4433,263.748,268.753,268.748,25.0,subPlot_new_all_133.mp4,264,268,5,-0.005,0,0,True,28,64,3,1.0,2.6429,17073,52724,0.3238,17248,88,15000,989069312,64,1
fpsstream_000802,instance_count,How many times does the woman apply maskara on her eyelashes in this video clip?,4,C,10.0,1.0,query,532.745,533,600,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.6483,True,fpsbench_000806,late,0.8872,528.745,532.745,532.745,25.0,subPlot_new_all_123.mp4,529,532,4,0.0,0,0,True,28,64,2,0.9643,1.7857,35654,104468,0.3413,35672,182,15000,2045575168,64,1
fpsstream_000803,instance_count,How many time does the DJ touches the disk with his index finger?,6,D,9.0,1.0,query,166.101,167,600,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,1.5463,True,fpsbench_000807,early,0.2708,161.101,166.106,166.101,24.0,subPlot_new_all_13.mp4,162,166,5,-0.005,0,0,True,28,59,2,1.0,2.0,11547,32732,0.3528,11564,59,15000,0,64,1
fpsstream_000804,instance_count,How many time does the DJ moves the fader?,7,A,5.0,1.0,query,331.184,332,600,False,0.0,C,C,A,"['7', '5', '6', '4', 'None of the above']",2,0.6285,True,fpsbench_000808,middle,0.5444,321.184,331.194,331.184,24.0,subPlot_new_all_124.mp4,322,331,10,-0.01,0,0,True,28,64,3,1.0,2.8214,21679,65072,0.3332,21756,111,15000,1247576064,64,1
fpsstream_000805,instance_count,How many times does the user change players in the given video clip?,5,D,11.0,1.0,query,463.788,464,600,False,0.0,B,B,D,"['2', '3', '4', '5', 'None of the above']",2,0.6259,True,fpsbench_000809,late,0.7699,455.788,463.796,463.788,30.0,order_225.mp4,456,463,8,-0.008,0,0,True,28,64,3,1.0,2.8571,31748,90944,0.3491,31752,162,15000,1820786688,64,1
fpsstream_000806,instance_count,How many times does the guy touch his nose?,4,C,4.0,1.0,query,68.88,69,600,False,0.0,A,A,C,"['2', '3', '4', '5', 'None of the above']",2,0.2994,True,fpsbench_000810,early,0.1015,59.88,69.89,68.88,30.0,order_255.mp4,60,68,9,-1.01,0,0,True,28,19,3,1.0,3.0,3545,13524,0.2621,3724,19,15000,0,64,1
