video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
fpsstream_000258,action_order,"In what order do the people in the light blue, dark blue and beige shirts in the stands stop clapping","The person wearing beige stops first, then the person wearing dark blue, then the person wearing light blue",A,8.0,1.0,query,499.557,500,600,False,0.0,B,B,A,"['The person wearing beige stops first, then the person wearing dark blue, then the person wearing light blue', 'The person wearing dark blue stops first, then the person wearing beige, then the person wearing light blue', 'The person wearing light blue stops first, then the person wearing beige, then the person wearing dark blue', 'The person wearing light blue stops first, then the person wearing dark blue, then the person wearing beige', 'None of the above']",2,0.6379,True,fpsbench_000260,late,0.8301,490.557,499.566,499.557,24.0,movie101_30.mp4,491,499,9,-0.009,0,0,True,28,64,3,0.8929,2.0,34180,98000,0.3488,34300,175,15000,1966899200,64,1
fpsstream_000259,fine_grained_motion,How does the person season the chicken?,"He shakes the seasoning bottle up and down, quickly",B,5.0,1.0,query,142.627,143,600,False,100.0,B,B,B,"['He shakes the seasoning bottle up and down, slowly', 'He shakes the seasoning bottle up and down, quickly', 'He shakes the seasoning bottle side to side, quickly', 'He shakes the seasoning bottle side to side, slowly', 'None of the above']",2,0.3222,True,fpsbench_000261,early,0.2278,134.627,143.701,142.627,50.0,order_88.mp4,135,142,8,-1.074,0,0,True,28,46,3,1.0,3.0,8874,28028,0.3166,9016,46,15000,0,64,1
fpsstream_000260,fine_grained_motion,How does the person mix the ingredients in the bowl?,"Mostly counter clockwise mixing, with occasional clockwise gestures",D,10.0,1.0,query,356.676,357,600,False,0.0,C,C,D,"['Clockwise mixing the entire time', 'Counter clockwise mixing the entire time', 'Mostly clockwise mixing, with occasional counter clockwise gestures', 'Mostly counter clockwise mixing, with occasional clockwise gestures', 'None of the above']",2,0.5976,True,fpsbench_000262,middle,0.593,351.676,358.676,356.676,30.0,count_237.mp4,352,356,5,-2.0,0,0,True,28,64,2,1.0,1.9643,21899,69972,0.313,21952,112,15000,1258815488,64,1
fpsstream_000261,fine_grained_motion,How does the person place the meat in the bowl?,"He places the meat in partially, and then dropping it",D,5.0,1.0,query,469.227,470,600,False,0.0,C,C,D,"['He drops the meat in', 'He places the meat in fully', 'He places the meat in fully, pressing it into the bowl', 'He places the meat in partially, and then dropping it', 'None of the above']",2,0.6391,True,fpsbench_000263,late,0.7825,463.227,471.227,469.227,25.0,subPlot_new_all_0.mp4,464,469,6,-2.0,0,0,True,28,64,2,0.9643,1.8571,26160,92120,0.284,26264,134,15000,1506082816,64,1
fpsstream_000262,fine_grained_motion,How does the person mix the ingredients in the bowl?,By whisking in a clockwise motion,B,11.0,1.0,query,162.515,163,600,False,0.0,C,C,B,"['By shaking the whisk side to side', 'By whisking in a clockwise motion', 'By wisking in a counterclockwise motion', 'By whisking in a clockwise motion sometimes, and in a counter clockwise motion other times', 'None of the above']",2,0.3752,True,fpsbench_000264,early,0.2635,156.515,162.521,162.515,24.0,subPlot_new_all_125.mp4,157,162,6,-0.006,0,0,True,28,62,3,1.0,3.0,12014,31948,0.376,12152,62,15000,0,64,1
fpsstream_000263,fine_grained_motion,How does the person on the right mix the cream?,Clockwise mixing the entire time,A,10.0,1.0,query,318.535,319,600,False,0.0,D,D,A,"['Clockwise mixing the entire time', 'Counter clockwise mixing the entire time', 'Mostly clockwise mixing, with occasional counter clockwise gestures', 'Mostly counter clockwise mixing, with occasional clockwise gestures', 'None of the above']",2,0.6721,True,fpsbench_000265,middle,0.5278,314.535,318.552,318.535,25.0,subPlot_new_all_143.mp4,315,318,4,-0.017,0,0,True,28,64,2,0.8929,1.6786,20283,62524,0.3244,20384,104,15000,1168900096,64,1
fpsstream_000264,blink_and_miss,Which of the following actions is not done by the woman?,She gestures at the camera,D,5.0,1.0,query,519.138,520,600,False,0.0,E,E,D,"['She blinks', 'She shakes her head', 'She gestures to herself', 'She gestures at the camera', 'None of the above']",2,0.6307,True,fpsbench_000266,late,0.8627,508.138,519.149,519.138,30.0,order_44.mp4,509,519,11,-0.011,0,0,True,28,64,1,1.0,1.0,22141,101920,0.2172,22148,113,15000,1270054912,64,1
fpsstream_000265,fine_grained_motion,How does the person empty the contents of the bag?,By gently shaking the bag,C,7.0,1.0,query,121.052,122,600,False,0.0,D,D,C,"['A smooth pour into the pot', 'By roughly shaking the bag side to side', 'By gently shaking the bag', ""By performing a smooth pour at the start, and shaking the bag at the end to get the last of the bag's contents out"", 'None of the above']",2,0.2981,True,fpsbench_000267,early,0.1899,112.052,122.052,121.052,25.0,subPlot_new_all_110.mp4,113,121,9,-1.0,0,0,True,28,42,3,1.0,3.0,8164,23912,0.3414,8232,42,15000,0,64,1
fpsstream_000266,fine_grained_motion,Which of the following actions is not done by the man?,He blinks while looking at the camera,D,5.0,1.0,query,348.564,349,600,False,0.0,E,E,D,"['He points up', 'He looks at the plate he holds', 'He looks at the stove beneath him', 'He blinks while looking at the camera', 'None of the above']",2,0.633,True,fpsbench_000268,middle,0.5738,338.564,348.564,348.564,25.0,subPlot_new_all_131.mp4,339,348,10,0.0,0,0,True,28,64,2,1.0,1.75,24289,68404,0.3551,24304,124,15000,1393688576,64,1
fpsstream_000267,causality_detection,What was the primary reason the puck did not enter the goal?,The puck deflected off a defender's shoulder before being stopped by the goalkeeper's glove,C,10.0,1.0,query,513.314,514,600,False,0.0,A,A,C,"['The goalkeeper made a ""pad stack"" save, blocking the lower part of the goal', 'Only the goalkeeper stopped the puck using his gloves', ""The puck deflected off a defender's shoulder before being stopped by the goalkeeper's glove"", 'A defender intercepted the shot by dropping to the ice and blocking it with their body', 'None of the above']",2,0.7318,True,fpsbench_000269,late,0.8531,503.314,513.324,513.314,25.0,count_200.mp4,504,513,10,-0.01,0,0,True,28,64,5,1.0,4.1786,35273,100744,0.3501,35280,180,15000,2023096320,64,1
fpsstream_000268,action_order,What is the precise sequence of drum and cymbal strikes the Drums performs?,"The Drums begins with a single cymbal strike, followed by a roll across the toms. He then hits another single cymbal, performs a series of rapid hits on the snare drum, strikes two cymbals, and concludes with final strikes on the snare drum",B,10.0,1.0,query,171.453,172,600,False,100.0,B,B,B,"['The Drums begins with a single cymbal strike, followed by a roll across the toms and another single cymbal strike. He then strikes two cymbals, performs a series of rapid hits on the snare drum, and concludes with a final strike on the snare drum', 'The Drums begins with a single cymbal strike, followed by a roll across the toms. He then hits another single cymbal, performs a series of rapid hits on the snare drum, strikes two cymbals, and concludes with final strikes on the snare drum', 'The Drums begins with a single cymbal strike and a single strike on toms. He then performs a series of rapid hits on the snare drum, strikes two cymbals, and concludes with a final cymbal crash', 'The Drums begins with striking the toms, followed by a single cymbal strike. He then hits another single cymbal, performs a series of rapid hits on the snare drum, strikes two cymbals simultaneously, and concludes with a final strike on the snare drum', 'None of the above']",2,0.2932,True,fpsbench_000270,early,0.2785,165.453,171.459,171.453,30.0,surveil_57.mp4,166,171,6,-0.006,0,0,True,28,3,2,1.0,2.0,549,33712,0.0163,588,3,15000,0,64,1
fpsstream_000269,action_order,Which of the following accurately describes the sequence of actions performed by the white dog?,"The dog spins around, barks once, sits down, barks a second time while jumping sideways, playfully engages with the other dog, and then stands up",D,5.0,1.0,query,292.618,293,600,False,100.0,D,D,D,"['The dog barks once, spins around, sits down, barks a second time while jumping sideways, playfully engages with the other dog, and then stands up', 'The dog spins around, barks once, lies down, barks a second time while pouncing forward, playfully engages with the other dog, and then stands up', 'The dog spins around, barks once, sits down, barks again, playfully engages with the other dog, and then stands up', 'The dog spins around, barks once, sits down, barks a second time while jumping sideways, playfully engages with the other dog, and then stands up', 'None of the above']",2,0.6353,True,fpsbench_000271,middle,0.4746,277.618,292.632,292.618,30.0,order_268.mp4,278,292,15,-0.014,0,0,True,28,64,7,0.7857,2.8929,20028,57428,0.3487,20188,103,15000,1157660672,64,1
fpsstream_000270,action_order,Which of the following accurately describes the sequence of actions performed by the dog?,"The dog runs toward the camera holding a plastic item, drops the item, nudges the camera, retrieves the item, moves back, and drops the item again upon being distracted",A,4.0,1.0,query,501.272,502,600,False,100.0,A,A,A,"['The dog runs toward the camera holding a plastic item, drops the item, nudges the camera, retrieves the item, moves back, and drops the item again upon being distracted', 'The dog runs toward the camera with a plastic item, drops it, picks it back up, moves back, and drops the item again upon being distracted', 'The dog runs toward the camera with a plastic item, drops it, nudges the camera, retrieves the item, and drops the item again', 'The dog runs toward the camera holding a plastic item, drops the item, retrieves the item, moves back, and drops the item again as he got angry', 'None of the above']",2,0.6685,True,fpsbench_000272,late,0.8327,491.272,501.272,501.272,24.0,movie101_62.mp4,492,501,10,0.0,0,0,True,28,64,4,0.7857,1.5714,29897,98392,0.3039,29988,153,15000,1719631872,64,1
fpsstream_000271,action_order,What is the sequence of actions done by the two men in this video?,"They skate left with the ball in hand, jump twice, spin at their location, skate around the ball, spin once, and then push up on the ball",B,4.0,1.0,query,170.689,171,600,False,100.0,B,B,B,"['They skate left with the ball in hand, spin at their location, jump twice, skate around the ball, spin once, and then push up on the ball', 'They skate left with the ball in hand, jump twice, spin at their location, skate around the ball, spin once, and then push up on the ball', 'They skate left with the ball in hand, jump once, skate around the ball, spin once, and then push up on the ball', 'They skate left with the ball in hand, jump twice, spin at their location, skate around the ball, and then push up on the ball', 'None of the above']",2,0.3842,True,fpsbench_000273,early,0.2699,158.689,170.689,170.689,24.0,subPlot_new_all_58.mp4,159,170,12,0.0,0,0,True,28,48,4,1.0,4.0,9265,33516,0.2764,9408,48,15000,0,64,1
fpsstream_000272,action_order,"Based on the video, what is the correct chronological order of the major actions performed by the woman ice skating?","The woman performs a counter-clockwise spin, skates backward, executes a clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple counter-clockwise spins",D,6.0,1.0,query,278.678,279,600,False,100.0,D,D,D,"['The woman skates backward, performs a counter-clockwise spin, executes a clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple counter-clockwise spins', 'The woman performs a clockwise spin, skates backward, executes a counter-clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple clockwise spins', 'The woman performs a counter-clockwise spin, skates backwards, then executes a clockwise spin while moving forward, holds a pose with one leg raised, and finishes with a bow followed by multiple clockwise spins', 'The woman performs a counter-clockwise spin, skates backward, executes a clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple counter-clockwise spins', 'None of the above']",2,0.6227,True,fpsbench_000274,middle,0.4554,268.678,278.678,278.678,24.0,movie101_83.mp4,269,278,10,0.0,0,0,True,28,64,4,0.9643,2.3929,19952,54684,0.3649,19992,102,15000,1146421248,64,1
fpsstream_000273,action_order,"Based on the video, what is the correct chronological order of the major actions performed by the man and woman ice skating?","The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift, and then a more complex one-leg-and-arm lift, followed by a final synchronized lift and skating together",D,5.0,1.0,query,511.836,512,600,False,100.0,D,D,D,"['The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift, and then a more complex one-leg-and-arm lift. The woman then executes a solo spin, followed by a final synchronized lift and skating together', 'The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift twice. The woman then executes a solo spin, followed by a final synchronized lift and skating together', 'The pair begins by skating together, performs a simple leg lift, and then a more complex one-leg-and-arm lift, followed by another final synchronized lift and skating together', 'The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift, and then a more complex one-leg-and-arm lift, followed by a final synchronized lift and skating together', 'None of the above']",2,0.6063,True,fpsbench_000275,late,0.8506,501.836,511.836,511.836,24.0,subPlot_new_all_156.mp4,502,511,10,0.0,0,0,True,28,64,3,0.75,1.5,28804,100352,0.287,28812,147,15000,1652195328,64,1
fpsstream_000274,action_order,"Based on the video, what is the precise sequence of actions performed by the red team","A defender passes the puck to a forward. This player skates into the offensive zone, chips the puck over an opposing player's stick, regains possession, and then makes a drop pass to a trailing teammate who scores the goal",C,5.0,1.0,query,145.316,146,600,False,0.0,A,A,C,"['A defender passes the puck to a forward, who carries it into the offensive zone, performs a deke to get around an opponent, and then shoots the puck directly past the goalie to score', ""The play starts with a defender's pass to a forward. The forward skates in, draws a defender towards them, and then makes a saucer pass around the opponent to a teammate who one-times the puck into the net"", ""A defender passes the puck to a forward. This player skates into the offensive zone, chips the puck over an opposing player's stick, regains possession, and then makes a drop pass to a trailing teammate who scores the goal"", 'A defender passes the puck to a forward, who carries it into the offensive zone, fools the opponent using false stick play, and then pass around the opponent to a teammate who one-times the puck into the net', 'None of the above']",2,0.3322,True,fpsbench_000276,early,0.232,137.316,145.316,145.316,30.0,count_216.mp4,138,145,8,0.0,0,0,True,28,35,4,1.0,4.0,6823,28616,0.2384,6860,35,15000,0,64,1
fpsstream_000275,action_order,"Based on the video, what is the precise sequence of actions performed by the red team?","A player forces a turnover with a shoulder check, and a teammate recovers the puck. After a pass, an initial shot from in front of the goal is deflected by a defender. Another player then passes to a teammate near the net, who dribbles past the defender and scores",A,7.0,1.0,query,250.44,251,600,False,100.0,A,A,A,"['A player forces a turnover with a shoulder check, and a teammate recovers the puck. After a pass, an initial shot from in front of the goal is deflected by a defender. Another player then passes to a teammate near the net, who dribbles past the defender and scores', 'A player forces a turnover with a shoulder check, and a teammate recovers the puck. His pass is deflected by a defender. Another player then passes to a teammate near the net, who dribbles past the defender and scores', 'A player forces a turnover with a shoulder check, and a teammate recovers the puck. After a pass, an initial shot from in front of the goal is deflected by the goalie. Another player then passes to a teammate near the net, who dribbles past the goalie and scores', 'A player forces a turnover with a shoulder check, and a teammate recovers the puck. He passes the puck to another teammate, whose shot is deflected by a defender. Another player then passes to a teammate in front of the goal, who dribbles past the goalie and scores', 'None of the above']",2,0.6718,True,fpsbench_000277,middle,0.4065,239.44,250.44,250.44,25.0,subPlot_new_all_127.mp4,240,250,11,0.0,0,0,True,28,64,5,1.0,3.5,15341,49196,0.3118,15484,79,15000,887914496,64,1
fpsstream_000276,fine_grained_motion,What gesture does the man do at the end of the video,He tilts his head right,D,5.0,1.0,query,465.12,466,600,False,0.0,B,B,D,"['He nods.', 'He shakes his arm.', 'He tilts his head left', 'He tilts his head right', 'None of the above']",2,0.6497,True,fpsbench_000278,late,0.7694,450.12,465.12,465.12,30.0,order_99.mp4,451,465,15,0.0,0,0,True,28,64,3,1.0,2.5357,21832,91336,0.239,21952,112,15000,1258815488,64,1
fpsstream_000277,fine_grained_motion,How does the man empty the contents of the pot?,"By gently shaking its content out, then roughly shaking it at the end",D,8.0,1.0,query,96.248,97,600,False,0.0,A,A,D,"['By roughly shaking its contents out at the start, then giving it a few gently shakes at the end', 'By roughly shaking its contents out', 'By gently shaking its contents out', 'By gently shaking its content out, then roughly shaking it at the end', 'None of the above']",2,0.2731,True,fpsbench_000279,early,0.1491,88.248,96.248,96.248,25.0,movie101_5.mp4,89,96,8,0.0,0,0,True,28,21,3,1.0,3.0,4066,19012,0.2139,4116,21,15000,0,64,1
fpsstream_000278,fine_grained_motion,"The man makes the same hand gesture twice in the clip, which statement is true?",He shakes his hands more the second time he gestures,B,9.0,1.0,query,257.449,258,600,False,0.0,C,C,B,"['He shakes his hands more the first time he gestures', 'He shakes his hands more the second time he gestures', 'His hands are steady both times he gestures', 'He shakes his hands slightly one of the times he gestures, but keeps his hands steady in the other', 'None of the above']",2,0.6454,True,fpsbench_000280,middle,0.4228,249.449,259.449,257.449,25.0,subPlot_new_all_21.mp4,250,257,8,-2.0,0,0,True,28,64,3,0.9286,2.1786,17398,50568,0.3441,17444,89,15000,1000308736,64,1
fpsstream_000279,instance_count,How many times does the camera view change?,4,C,6.0,1.0,query,537.129,538,600,False,0.0,D,D,C,"['2', '3', '4', '5', 'None of the above']",2,0.6173,True,fpsbench_000281,late,0.8943,532.129,537.129,537.129,25.0,order_41.mp4,533,537,5,0.0,0,0,True,28,64,3,0.7143,1.1429,28142,105448,0.2669,28224,144,15000,1618477056,64,1
fpsstream_000280,fine_grained_motion,Which of the following actions is the woman repetatively doing in the video?,"Rotating the chair a small amount, as well as slight nodding",B,4.0,1.0,query,136.446,137,600,False,100.0,B,B,B,"['Slight nodding', 'Rotating the chair a small amount, as well as slight nodding', 'Slightly shaking her head', 'Rotating the chair a small amount, as well as slightly shaking her head', 'None of the above']",2,0.2562,True,fpsbench_000282,early,0.2209,131.446,136.446,136.446,30.0,order_57.mp4,132,136,5,0.0,0,0,True,28,25,1,1.0,1.0,4854,26852,0.1808,4900,25,15000,0,64,1
fpsstream_000281,blink_and_miss,Which of the following actions does the man not do?,Slighly nod his head,C,5.0,1.0,query,282.506,283,600,False,0.0,E,E,C,"['Blink', 'Slightly shake his head', 'Slighly nod his head', 'Raise his eyebrows suddenly', 'None of the above']",2,0.5852,True,fpsbench_000283,middle,0.4664,277.506,282.506,282.506,25.0,subPlot_new_all_183.mp4,278,282,5,0.0,0,0,True,28,64,2,1.0,2.0,17788,55468,0.3207,17836,91,15000,1022787584,64,1
fpsstream_000282,causality_detection,What caused the fight between the two players?,"A player in white initiated contact by shoulder-checking a player in blue, prompting a different blue-team player to retaliate against the player in white",B,4.0,1.0,query,483.431,484,600,False,100.0,B,B,B,"['A player in white shoulder-checked a player in blue, who immediately turned and retaliated with a shoulder-check of his own', 'A player in white initiated contact by shoulder-checking a player in blue, prompting a different blue-team player to retaliate against the player in white', 'The player in blue slipped because of the player in white, then he retailiated with a shoulder-check, resulting in the fight', 'Two opposing players were aggressively fighting for the puck, and the situation escalated when they simultaneously shoulder-checked each other', 'None of the above']",2,0.7102,True,fpsbench_000284,late,0.8059,471.431,486.431,483.431,30.0,order_100.mp4,472,483,12,-3.0,0,0,True,28,64,6,1.0,5.3214,20602,94864,0.2172,20776,106,15000,1191378944,64,1
fpsstream_000283,blink_and_miss,Which of the following statements are false?,The lights on stage turn on and off at the same rate throughout the entire cli,B,6.0,1.0,query,98.148,99,600,False,0.0,E,E,B,"['The lights on stage turn on and off in sync with each other', 'The lights on stage turn on and off at the same rate throughout the entire cli', 'The lights flash the same color throughout the entire clip', 'The lights all flash at the same intensity', 'None of the above']",2,0.3406,True,fpsbench_000285,early,0.1508,89.148,98.148,98.148,24.0,subPlot_new_all_13.mp4,90,98,9,0.0,0,0,True,28,37,5,1.0,5.0,7090,19404,0.3654,7252,37,15000,0,64,1
fpsstream_000284,fine_grained_motion,Which hit performed by the character is the first time he kicks?,The 4th hit,A,11.0,1.0,query,333.667,334,600,False,0.0,D,D,A,"['The 4th hit', 'The 5th hit', 'The 6th hit', 'The 3rd hit', 'None of the above']",2,0.4153,True,fpsbench_000286,middle,0.5524,328.667,333.672,333.667,25.0,subPlot_new_all_20.mp4,329,333,5,-0.005,0,0,True,28,64,3,0.9286,2.75,14186,65464,0.2167,14308,73,15000,0,64,1
fpsstream_000285,fine_grained_motion,"After the male character is slammed, what is the first attack by the female character that damages the male character?",Side kick,C,4.0,1.0,query,524.641,525,600,False,0.0,A,A,C,"['Front kick', 'Low kick', 'Side kick', 'Crouching Punch', 'None of the above']",2,0.6868,True,fpsbench_000287,late,0.8746,518.641,525.648,524.641,30.0,order_133.mp4,519,524,6,-1.007,0,0,True,28,64,2,1.0,2.0,21936,102900,0.2132,21952,112,15000,1258815488,64,1
fpsstream_000286,fine_grained_motion,"What is the first attack performed by any character, regardless of whether it lands?",A punch by the character on the right,A,5.0,1.0,query,162.401,163,600,False,0.0,D,D,A,"['A punch by the character on the right', 'A kick by the character on the right', 'A low kick by the character on the left', 'A punch by the character on the left', 'None of the above']",2,0.3404,True,fpsbench_000288,early,0.2691,157.401,172.416,162.401,25.0,subPlot_new_all_51.mp4,158,162,5,-10.015,0,0,True,28,56,3,1.0,3.0,10950,31948,0.3427,10976,56,15000,0,64,1
fpsstream_000287,synchronization_assessment,Do all the three dancers holding their hands bow synchronously?,the dancers in the middle and the right bow synchronously,D,7.0,1.0,query,344.739,345,600,False,0.0,A,A,D,"['Yes', 'the dancer on the right bows before the other two', 'the dancers in the middle and the left bow synchronously', 'the dancers in the middle and the right bow synchronously', 'None of the above']",2,0.6966,True,fpsbench_000289,middle,0.5727,340.739,345.744,344.739,30.0,order_72.mp4,341,344,4,-1.005,0,0,True,28,64,2,0.9643,1.3571,20829,67620,0.308,20972,107,15000,1202618368,64,1
fpsstream_000288,causality_detection,What caused the clear mug to fall over?,the orange cat put its paw in the mug,B,6.0,1.0,query,474.132,475,600,False,0.0,C,C,B,"['the gray cat nudged it', 'the orange cat put its paw in the mug', 'the orange cat kicked the mug with its feet while jumping off the counter', 'the gray cat pushed it with its feet', 'None of the above']",2,0.5924,True,fpsbench_000290,late,0.7934,468.132,478.132,474.132,30.0,order_65.mp4,469,474,6,-4.0,0,0,True,28,64,2,1.0,1.9643,21931,93100,0.2356,21952,112,15000,1258815488,64,1
fpsstream_000289,synchronization_assessment,Do all the six dancers bow synchronously?,the two dancers on the right bow simultaneously before the rest,B,5.0,1.0,query,103.855,104,600,False,0.0,A,A,B,"['Yes', 'the two dancers on the right bow simultaneously before the rest', 'the two dancers in left bow before the rest', 'the dancers wearing blue attire bow synchronously', 'None of the above']",2,0.2667,True,fpsbench_000291,early,0.1678,99.855,104.86,103.855,30.0,count_102.mp4,100,103,4,-1.005,0,0,True,28,24,2,1.0,2.0,4609,20384,0.2261,4704,24,15000,0,64,1
