video_id,question,answer,pred_answer,retrieve_size,chunk_size
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking taking place?,"No direct cooking, only preparation.","Yes, the clip shows cooking taking place as the person is seen placing the rolled tortillas into the oven.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person successfully cut the vegetables?,Yes.,"Yes, the person successfully cuts the vegetables into smaller pieces.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the heat regulator adjusted to a specific level?,"Yes, it was operated.","Yes, the heat regulator was adjusted to a specific level, as indicated by the digital display on the stove showing ""2:50"" and ""2.5"".",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use any other kitchen tools besides knives?,Heat regulator only mentioned.,"Yes, the person used a grater and a spatula in addition to knives.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before wrapping the sauce in flat bread?,No,No.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut vegetables before operating the heat regulator on the cooker?,Yes,"Yes, you cut vegetables before operating the heat regulator on the cooker.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the drawer opened before the vegetables are chopped?,No,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does wrapping sauce in flat bread happen after cutting vegetables?,Yes,"Yes, wrapping sauce in flat bread happens after cutting vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I open the cabinet before chopping the vegetables?,No,"No, you do not open the cabinet before chopping the vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before wrapping the sauce in flat bread?,Chopping vegetables,The sauce is scooped into tortillas.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What takes place right before operating the heat regulator of the cooker?,Cutting vegetables with knives,"Right before operating the heat regulator of the cooker, the person is seen holding a spatula and a bowl of cooked meat, preparing to add it to the pan.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is shown in this video clip?,A kitchen.,The video clip shows a kitchen setting.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with tomatoes?,Cutting tomatoes.,The tomatoes are being sliced on a wooden cutting board.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there an electronic device being used in this scene?,"Yes, a mobile phone.",Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the sauce being utilized in the cooking process?,By spreading it on flatbreads.,"The sauce is being used to fill the tortillas, which are then placed on a baking tray.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is occurring aside from food preparation?,Operating a mobile phone.,"Aside from food preparation, the video shows a hand holding a smartphone, suggesting that the person might be following a recipe or watching a cooking tutorial.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What manual task is depicted involving food items?,"Cutting vegetables, specifically tomatoes.","The manual task depicted is the preparation of food items, specifically chopping vegetables and handling tortillas.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is someone chopping vegetables in the video?,Yes.,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the sauce being poured into a bowl?,"No, it's being rolled in flatbreads.","No, the sauce is being poured into a pan.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is a cooking activity happening in a bedroom?,"No, it's happening in a kitchen.",No.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the frame capture the act of grilling or frying?,No.,"The frame captures the act of grilling or frying, as the person is seen placing the tortillas on the grill pan and using a spatula to handle them.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, are vegetables cut before the heat regulator is operated?",Yes,"Yes, vegetables are cut before the heat regulator is operated.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling sauce in flatbreads occur after cutting tomatoes?,Yes,"Yes, rolling sauce in flatbreads occurs after cutting tomatoes.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the opening of the drawers happen before using the mobile phone?,No,"Yes, the opening of the drawers happens before using the mobile phone.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heat regulator operated before rolling sauce in flatbreads?,No,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person scoops the sauce with a ladle and places it into a bowl.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before operating the heat regulator?,Cutting vegetables with knives.,The person adjusts the heat regulator on the stove.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers in the kitchen, the person is seen holding a smartphone.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"Just before operating a mobile phone, the person is seen holding a smartphone and interacting with it, possibly checking a message or a recipe.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before the vegetables are chopped?,No,No.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, operating the heat regulator happens after chopping vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is wrapping sauce in flat bread before cutting vegetables?,No,"No, wrapping sauce in flat bread is after cutting vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I use the mobile phone before opening drawers?,Yes,"Yes, you use the mobile phone before opening drawers.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"The person is seen holding a red spatula and a knife, preparing to cut or stir something on the counter.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"Immediately before operating the heat regulator, the person is seen holding a spatula and a bowl of chopped vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,"The video shows the preparation of a meal involving rolled flatbreads. Before rolling the sauce in flatbreads, the following steps are depicted:1. The person is seen handling a bowl of chopped tomatoes and a bowl of chopped onions, which are likely ingredients for the filling of the flatbreads.2. There is a pan with a sauce that appears to be a mixture of beans and possibly other ingredients, which is likely the filling for the flatbreads.3. The person is also seen handling a stack of flatbreads, which are likely to be used as the base for the rolled dish.4. The person is using a spatula to scoop the sauce from the pan and place it onto the flatbreads.The final step before rolling the sauce in flatbreads would be to place the sauce onto the flatbread, fold it over the filling, and then roll it up to form a burrito or wrap.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, the person is seen holding a red spatula and a blue spatula, and there is a close-up of a bowl of chopped tomatoes and a bowl of chopped onions on the counter.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,"Directly before opening drawers in the kitchen, the person is seen holding a smartphone and a spatula, suggesting they might be following a recipe or watching a cooking tutorial.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,"The setting of the latest video frame is a kitchen with a wooden floor, a Christmas tree with lights, and various kitchen items on the counter.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,A pan with a mixture of ingredients and a bowl of chopped vegetables can be seen on the stove.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"A bowl of chopped tomatoes, a bowl of chopped onions, a bowl of chopped garlic, a cutting board with chopped vegetables, a knife, a red spatula, a bottle of olive oil, a container of salt, a container of pepper, a container of sugar, a container of flour, a container of eggs, a container of butter, a container of milk, a container of cream, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container of broth, a container",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"In the new frames, the person is seen handling a bowl of chopped vegetables, likely preparing to add them to the cooking process. The focus shifts to a close-up of the chopped vegetables, which include red and green bell peppers, onions, and possibly tomatoes. The person is also seen holding a small container, possibly containing spices or seasonings, indicating they are in the process of adding ingredients to the cooking process. The scene then transitions to a wider shot of the kitchen, showing the person standing by the stove with the pan of cooked vegetables and the bowl of chopped vegetables on the counter. The person is seen stirring the vegetables in the pan, suggesting they are being cooked or mixed. The kitchen counter is cluttered with various cooking utensils and ingredients, indicating an active cooking session. The person then moves away from the stove, possibly to grab another ingredient or utensil, and the scene concludes with a wider shot of the kitchen, showing the person walking away from the stove area.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically chopping vegetables and handling tortillas.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively engaged in the cooking process, handling the food with care and attention.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook in the video clip demonstrates a methodical approach to preparing a meal. They start by chopping vegetables on a wooden cutting board, including tomatoes, onions, and garlic, which are then placed in separate bowls. The cook also chops green onions and adds them to the bowl with the tomatoes. They then handle a bowl of chopped tomatoes and a bowl of chopped onions, indicating they are preparing to mix these ingredients. The cook also handles a bowl of chopped green onions and a bowl of chopped tomatoes, suggesting they are preparing to mix these ingredients as well. The cook then handles a bowl of chopped green onions and a bowl of chopped tomatoes, indicating they are preparing to mix these ingredients. The cook then handles a bowl of chopped green onions and a bowl of chopped tomatoes, suggesting they are preparing to mix these ingredients. The cook then handles a bowl of chopped green onions and a bowl of chopped tomatoes, indicating they are preparing to mix these ingredients. The cook then handles a bowl of chopped green onions and a bowl of chopped tomatoes, suggesting they are preparing to mix these ingredients. The cook then handles a bowl of chopped green onions and a bowl of chopped tomatoes, indicating they are preparing to mix these ingredients. The cook then handles a bowl of chopped green onions and a bowl of chopped",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,"No, the cook is not wearing any protective gloves in the video.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma, as the person is seen placing chopped tomatoes and other ingredients into the shawarma.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, the tomatoes are cut before preparing the shawarma.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared before cutting tomatoes.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, after cutting tomatoes, the next step in the video is to roll the sauce in flat breads.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before operating the mobile phone, the person was holding a red spatula and a white bowl, and there was a close-up of a hand holding a red spatula and a white bowl.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, it's important to ensure that your cutting board is stable and secure. You can do this by placing a damp cloth or a non-slip mat under the cutting board to prevent it from moving while you are cutting. Additionally, make sure you have a sharp knife for a clean cut and to prevent slipping. It's also a good idea to have a bowl or plate ready to catch the tomato pieces as you cut them. Lastly, if you're using any garnishes or additional ingredients, have them ready and within reach for when you're done cutting the tomatoes.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,The person is seen chopping tomatoes and garlic on a wooden cutting board.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, you opened the kitchen drawers before cutting vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"No, the cooking of shawarma happens after regulating the cooker's heat.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, heat regulation is done before cutting tomatoes with a knife.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, the video shows the preparation of ingredients and the cooking process. Here's a step-by-step breakdown:1. **Preparation of Ingredients:**   - The video starts with a close-up of a cutting board where chopped tomatoes and onions are being prepared.   - A bowl of chopped tomatoes is shown, indicating that the ingredients are being prepped for the shawarma.   - A person is seen chopping vegetables on a wooden cutting board, which includes tomatoes and green herbs.   - The person is also seen handling a bowl of chopped tomatoes and a bowl of chopped onions, suggesting these are part of the shawarma filling.2. **Cooking Process:**   - The video transitions to a close-up of a pan on the stove where a mixture of ingredients, likely the shawarma filling, is being cooked.   - The person is seen using a spatula to stir the contents of the pan, ensuring the ingredients are well-mixed and cooked evenly.   - The shawarma is then placed on a grill or a pan to be cooked further, with the person using tongs to handle the shawarma.3. **Assembly of Shawarma:**   - The video shows the shawarma being assembled on",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video takes place in a well-equipped kitchen with various appliances and utensils. The kitchen features a wooden floor, white cabinets, and a stainless steel refrigerator. There is a Christmas tree with colorful lights in the background, indicating the video might have been taken during the holiday season. The kitchen counter is cluttered with various ingredients and utensils, including a cutting board with chopped vegetables, a bowl of chopped tomatoes, and a knife. The person in the video is wearing a black shirt and has red nail polish. The video shows the person preparing food, including chopping vegetables and cooking on the stove. The person also interacts with the camera, holding it in their hand and moving it around to capture different angles of the kitchen. The video concludes with a close-up of the person's hands holding the camera, and then a wider shot of the kitchen, showing the Christmas tree and other kitchen items.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In the new frames, we see a person in a kitchen setting. The person is handling a bowl of chopped vegetables, possibly preparing to add them to the cooking process. The kitchen is well-equipped with various utensils and ingredients visible on the countertops. The person is seen moving around the kitchen, possibly organizing or preparing for the next step in the cooking process. The video also shows a close-up of the person's hands as they handle the ingredients, emphasizing the preparation work. The kitchen appears to be in the midst of meal preparation, with a focus on the meticulous handling of fresh ingredients.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"No, the video does not capture the moment of grilling meat for the shawarma. It focuses on the preparation and cooking of the shawarma, including the assembly of the wraps and the cooking of the meat in a pan.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in this clip.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,"Yes, the shawarma filling is added to the bread before wrapping it.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,"Yes, the bread is placed on the pan before adding fillings.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,"Yes, the shawarma is served before adding sauce.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should ensure that the bread is warm and ready to be filled. In the video, the bread is shown on a grill pan, which suggests that it has been toasted or heated. Additionally, the shawarma filling is being prepared in a pan on the stove, and it appears to be seasoned and cooked. Once the bread is warm and the shawarma filling is ready, you can assemble the shawarma by placing the filling onto the bread, adding any desired toppings, and then folding or rolling the bread to enclose the filling.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person places a lid on the pan with the meat mixture and adjusts the stove settings.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is to place the cooked shawarma on a plate.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,"No, the sauce is added to the flat bread after cutting the tomatoes.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,Yes.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,"Yes, the shawarma is prepared before the tomatoes are cut with a knife.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, rolling the sauce happens after the shawarma preparation.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,No.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,"The latest clip shows a kitchen setting with a wooden cutting board, a knife, and some chopped herbs.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,The frame features a person chopping vegetables on a wooden cutting board.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,"No, the clip ends with the shawarma being placed on a cutting board and the person preparing to chop the greens, indicating that the preparation process is ongoing.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,"Yes, there is another person visible in the kitchen, wearing a blue shirt and standing near the stove.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"Yes, the clip shows a person cooking on a stovetop with a pan of food and a pot of beans.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a pan with a brown sauce on the stove and a bowl with a yellow mixture, possibly a side dish or condiment.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,"No, the person is not wearing gloves.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is added to the shawarma wrap after chopping the herbs.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"No, the shawarma wrap is not prepared before the vegetables are chopped. The video shows the preparation of the vegetables before the shawarma wrap is shown.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, chopping herbs happens after the vegetables are mixed in the bowl.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,"Yes, the shawarma meat is cooked before the vegetables are cut.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,The shawarma meat is placed on a plate next to the stove.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, the person places a piece of lettuce on top of the filling.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is placed on the bread after adding vegetables.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"No, the bread is not toasted before spreading the meat on it.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,"Yes, the chopping of vegetables is shown before the frying of meat.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video show adding condiments after the meat is placed on the bread?,Yes,"Yes, the video shows adding condiments after the meat is placed on the bread.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the meat is added to the bread in the video?,Vegetables are chopped,The meat is added to the bread just before the video ends.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do we see happening before the bread is picked up?",Vegetables being sautéed,"Before the bread is picked up, we see a hand holding a red container, possibly a spice or seasoning, and then the hand moves towards the stove area.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"Before the chopping of vegetables, what event is shown in the clip?",Preparing other ingredients,"The clip shows a person holding a bowl of chopped vegetables and a knife, standing in front of a Christmas tree, indicating a festive event.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What does the cook do before adding condiments to the shawarma?,Place meat on the bread,The cook places the shawarma on a plate before adding condiments.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of this scene?,A kitchen.,The setting of this scene is a kitchen.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What culinary activity is taking place?,Preparing shawarma.,"The video shows the preparation of a meal, specifically the cooking of tortilla wraps and a vegetable dish.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which type of cuisine is being worked on?,"Middle Eastern, specifically shawarma.",Mexican cuisine,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are any other tasks being carried out besides cooking?,"No, just cooking.","Yes, besides cooking, the person is also chopping fresh herbs on a wooden cutting board and preparing ingredients on a countertop.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen residential or commercial?,It appears residential.,Residential,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is any equipment being used in the action?,"Yes, a knife for chopping.","Yes, a pan on the stove is being used to cook the food.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person cooking alone or with others?,The clip only shows one person cooking.,The video does not provide information about whether the person is cooking alone or with others.,64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person in this scene?,No.,"Yes, there is another person in the scene who is preparing food at the counter.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Has the meal been completed in this frame?,No.,"No, the meal has not been completed in this frame. The video shows the preparation of a meal, including cooking tortillas and vegetables, but it does not show the final steps of serving or finishing the meal.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video cleaning?,No.,"No, the person in the video is not cleaning; they are preparing food.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does this clip show the finished shawarma dish?,No.,"Yes, the clip shows the finished shawarma dish being served on a plate.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are there any children present in this video?,No.,"No, there are no children present in this video.",64,1
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma prepared after I washed the vegetables?",No,"Yes, the shawarma is prepared after the vegetables are washed. The video shows the person washing the vegetables, then chopping them on a cutting board, and finally, the shawarma is prepared on the stove.",64,1
