video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
COIN__vZitG-lUUiY,487,ASI,What does the person do before prepare seasonings and side dishes,"['string together', 'roast ingredients', 'prepare meat']",prepare meat,C,C) prepare meat,C,100.0,41.0,42,42,1.0,False,307,8232,0.0373,392,2,15000,0,64,1
COIN__xCJmXGMl54I,485,ASI,What does the person do before arrange the seperated wire,"['cut a certain length', 'fixe it with a crimping pliers', 'strip the insulation', 'insert it into the crystal head']",strip the insulation,C,C) strip the insulation,C,100.0,71.0,72,72,1.0,False,518,14112,0.0367,588,3,15000,0,64,1
COIN__xcpffGBVi8Y,492,ASI,What does the person do after mix and pickle,"['string together', 'prepare seasonings and side dishes', 'prepare meat']",string together,A,C) prepare meat,C,0.0,39.0,40,40,1.0,False,325,7840,0.0415,392,2,15000,0,64,1
Ego4D__clips__00d9a297-d967-4d28-8e5a-6b891814ec65,312,HLD,what did l put in the sink,"['A plastic bag', 'Unable to answer', 'A spoon', 'A bowl']",Unable to answer,B,A) A plastic bag,A,0.0,414.0,415,421,1.0,False,1066,81340,0.0131,1176,6,15000,0,64,1
Ego4D__clips__00d9a297-d967-4d28-8e5a-6b891814ec65,311,HLD,What color was the napkin I used last,"['Green', 'Blue', 'Black', 'Unable to answer']",Unable to answer,D,A) Green,A,0.0,420.0,421,421,1.0,False,1075,82516,0.013,1372,7,15000,0,64,1
Ego4D__clips__07cc6e65-df8c-46fb-b4be-b808d777454f,370,HLD,Who did I talk to at the garage?,"['Unable to answer', 'a woman wearing a red shirt', 'a man wearing a hat', 'a woman with a black shirt']",Unable to answer,A,C) a man wearing a hat,C,0.0,412.0,413,421,1.0,False,1187,80948,0.0147,1372,7,15000,0,64,1
Ego4D__clips__07cc6e65-df8c-46fb-b4be-b808d777454f,371,HLD,In what location did I see the wooden frame?,"['Unable to answer', 'in top of cupboard', 'on the floor', 'on the shelf']",Unable to answer,A,B) in top of cupboard,B,0.0,420.0,421,421,1.0,False,1235,82516,0.015,1568,8,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,192,EPM,What did I put on the table?,"['saw', 'screwdriver', 'nothing', 'hammer']",nothing,C,A) saw,A,0.0,83.0,84,331,1.0,False,256,16464,0.0155,392,2,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,193,EPM,Where did I pick the piece of timber?,"['in the wood', 'on the floor', 'in the tool rack', 'on the table']",in the wood,A,B) on the floor,B,0.0,158.0,159,331,1.0,False,363,31164,0.0116,588,3,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,194,EPM,What did I put on the table?,"['saw', 'screwdriver', 'hammer', 'nothing']",saw,A,A) saw,A,100.0,285.0,286,331,1.0,False,520,56056,0.0093,784,4,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,168,EPM,How many pieces of wood did I remove from the table?,"['one', 'two', 'three', 'four']",three,C,A) one,A,0.0,302.0,303,331,1.0,False,545,59388,0.0092,980,5,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,169,EPM,How many tools did I clear from the work table?,"['one', 'two', 'three', 'four']",four,D,B) Two,B,0.0,308.0,309,331,1.0,False,552,60564,0.0091,1176,6,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,195,EPM,Where did I pick the screwdriver?,"['in the wood', 'on the table', 'in the tool rack', 'on the floor']",in the tool rack,C,B) on the table,B,0.0,322.0,323,331,1.0,False,578,63308,0.0091,1372,7,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,170,EPM,How many chisels did I pick from the shelf above the work table?,"['one', 'two', 'three', 'four']",three,C,A) one,A,0.0,328.0,329,331,1.0,False,584,64484,0.0091,1568,8,15000,0,64,1
Ego4D__clips__0aca0078-b6ab-41fb-9dc5-a70b8ad137b2,171,EPM,What color was the hammer on the work table?,"['blue', 'red', 'orange', 'yellow']",orange,C,B) red,B,0.0,330.0,331,331,1.0,False,587,64876,0.009,1764,9,15000,0,64,1
Ego4D__clips__0b20e242-a496-4662-a3e7-645bcecdbe55,407,HLD,where was chilli after i poured in the food,"['Unable to answer', 'No', 'On the table', 'In the cupboard']",Unable to answer,A,C) On the table,C,0.0,207.0,208,262,1.0,False,407,40768,0.01,588,3,15000,0,64,1
Ego4D__clips__0b20e242-a496-4662-a3e7-645bcecdbe55,408,HLD,What color is the plate I picked from the cabinet,"['blue', 'Unable to answer', 'red', 'black']",Unable to answer,B,A) blue,A,0.0,261.0,262,262,1.0,False,455,51352,0.0089,784,4,15000,0,64,1
Ego4D__clips__17bb68e6-328e-428d-8f1c-9fbf8b2471f2,369,HLD,Where did I put the door mat?,"['on the wall', 'Unable to answer', 'on the table', 'on the chair']",Unable to answer,B,B) Unable to answer,B,100.0,177.0,178,178,1.0,False,774,34888,0.0222,784,4,15000,0,64,1
Ego4D__clips__18dc6a76-ae84-415f-9283-c1e35809b9ec,342,HLD,Where was the fork?,"['on the table', 'Unable to answer', 'on the chair', 'on the floor']",Unable to answer,B,B) Unable to answer,B,100.0,412.0,413,413,1.0,False,1135,80948,0.014,1176,6,15000,0,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,58,EPM,Where is the tissue roll?,"['on a chair', 'on the table', 'on the floor', 'in the sink']",on the table,B,B) on the table,B,100.0,223.0,224,297,1.0,False,570,43904,0.013,588,3,15000,0,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,59,EPM,Where was the spray bottle after I place it down?,"['on a shelf', 'on a chair', 'on the floor', 'on the table']",on the table,D,D) on the table,D,100.0,237.0,238,297,1.0,False,630,46648,0.0135,784,4,15000,0,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,60,EPM,Where is the book?,"['on the floor', 'on the table', 'on a shelf', 'on a chair']",on the table,B,C) on a shelf,C,0.0,260.0,261,297,1.0,False,744,51156,0.0145,980,5,15000,0,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,362,HLD,who did I talk to when I was playing cards?,"['Unable to answer', 'A woman wearing a red dress', 'A boy wearing a blue shirt', 'A woman wearing a black dress']",Unable to answer,A,A) Unable to answer,A,100.0,278.0,279,297,1.0,False,799,54684,0.0146,1176,6,15000,0,64,1
Ego4D__clips__1945d70d-bb9d-4523-aa31-7cfedb76b6c6,61,EPM,What did I put in the lizard's mouth?,"['water', 'crickets', 'worms', 'food']",food,D,D) food,D,100.0,296.0,297,297,1.0,False,845,58212,0.0145,1372,7,15000,0,64,1
Ego4D__clips__194b473e-025a-4494-addc-1896341d0164,382,HLD,What color is the chord I folded?,"['white', 'blue', 'Unable to answer', 'red']",Unable to answer,C,C) Unable to answer,C,100.0,177.0,178,263,1.0,False,507,34888,0.0145,588,3,15000,0,64,1
Ego4D__clips__194b473e-025a-4494-addc-1896341d0164,381,HLD,Where did I put the first aid tool kit,"['Unable to answer', 'on the desk', 'at the kitchen sink', 'in the bathroom drawer']",Unable to answer,A,B) on the desk,B,0.0,262.0,263,263,1.0,False,726,51548,0.0141,980,5,15000,0,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,98,EPM,What did I pick from the fridge?,"['bread', 'milk', 'vegetable', 'water']",vegetable,C,A) bread,A,0.0,244.0,245,421,1.0,False,407,48020,0.0085,588,3,15000,0,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,99,EPM,Where was the kitchen paper towel before I picked it?,"['top of kitchen sink', 'under the sink', 'on the counter', 'on the stove']",top of kitchen sink,A,A) top of kitchen sink,A,100.0,322.0,323,421,1.0,False,462,63308,0.0073,784,4,15000,0,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,101,EPM,How many rolls of paper towel did I cut,"['two', 'one', 'three', 'four']",one,B,B) one,B,100.0,325.0,326,421,1.0,False,462,63896,0.0072,784,4,15000,0,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,100,EPM,Did I leave the drawer open?,"['yes', 'no']",no,B,A) yes,A,0.0,396.0,397,421,1.0,False,556,77812,0.0071,980,5,15000,0,64,1
Ego4D__clips__1c597fc1-7bd0-4325-abbc-645e3ec71866,386,HLD,where is the chopsticks?,"['Unable to answer', 'on the counter', 'in the drawer', 'on the table']",Unable to answer,A,B) on the counter,B,0.0,420.0,421,421,1.0,False,586,82516,0.0071,1176,6,15000,0,64,1
Ego4D__clips__1c865785-9ac6-4f16-baa4-97405aacad6a,355,HLD,Where did I put the frying pan?,"['In the sink', 'Unable to answer', 'On the floor', 'On top of the cabinet']",Unable to answer,B,D) On top of the cabinet,D,0.0,320.0,321,393,1.0,False,1173,62916,0.0186,1176,6,15000,0,64,1
Ego4D__clips__1c865785-9ac6-4f16-baa4-97405aacad6a,356,HLD,where did l wash the utensils,"['at the bedroom', 'at the bathroom sink', 'Unable to answer', 'at the living room']",Unable to answer,C,B) at the bathroom sink,B,0.0,392.0,393,393,1.0,False,1342,77028,0.0174,1372,7,15000,0,64,1
Ego4D__clips__1cac2aa7-4f65-4a50-88b9-e1f6e5c927f8,322,HLD,what did i put in the plate?,"['Unable to answer', 'kiwi', 'bread', 'noodles']",Unable to answer,A,D) noodles,D,0.0,256.0,257,353,1.0,False,383,50372,0.0076,392,2,15000,0,64,1
Ego4D__clips__1cac2aa7-4f65-4a50-88b9-e1f6e5c927f8,321,HLD,Where did I last put the sieve?,"['on the table', 'in the cabinet', 'Unable to answer']",Unable to answer,C,A) on the table,A,0.0,352.0,353,353,1.0,False,424,69188,0.0061,588,3,15000,0,64,1
Ego4D__clips__1d019e7e-e300-4fbc-a7b3-4edf317c1798,383,HLD,where was the pink flower?,"['center table', 'Unable to answer', 'sofa', 'floor']",Unable to answer,B,B) Unable to answer,B,100.0,391.0,392,392,1.0,False,554,76832,0.0072,588,3,15000,0,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,301,HLD,Where is the rice cooker?,"['Unable to answer', 'cabinet on the top', 'cabinet on the bottom', 'inside the fridge']",Unable to answer,A,C) cabinet on the bottom,C,0.0,182.0,183,439,1.0,False,637,35868,0.0178,784,4,15000,0,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,70,EPM,Where did  I pick the spatula?,"['from the hanging cabinet', 'from the drawer', 'from the cupboard', 'from the refrigerator']",from the cupboard,C,B) from the drawer,B,0.0,292.0,293,439,1.0,False,959,57428,0.0167,1176,6,15000,0,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,71,EPM,How much food did I put in the bowl?,"['one spoon', 'two spoons', 'three spoons', 'four spoons']",four spoons,D,B) two spoons,B,0.0,346.0,347,439,1.0,False,1137,68012,0.0167,1372,7,15000,0,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,72,EPM,What color is the towel I wiped hands with?,"['white', 'pink', 'blue', 'green']",pink,B,B) pink,B,100.0,411.0,412,439,1.0,False,1277,80752,0.0158,1568,8,15000,0,64,1
Ego4D__clips__1ff34d9f-1c5a-40d8-98ee-8d3cbf48ebc3,73,EPM,What did I pick from the drawer?,"['chopstick', 'spoon', 'fork', 'spatula']",spoon,B,A) chopstick,A,0.0,438.0,439,439,1.0,False,1340,86044,0.0156,1764,9,15000,0,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,160,EPM,Where was the hammer before I picked it?,"['on the left hand', 'on the right hand', 'on the wood', 'on the floor']",on the left hand,A,C) on the wood,C,0.0,127.0,128,998,1.0,False,283,25088,0.0113,392,2,15000,0,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,161,EPM,Where did I put the wood?,"['in the bag', 'on the floor', 'on the table', 'on the wood']",on the floor,B,B) on the floor,B,100.0,471.0,472,998,1.0,False,447,92512,0.0048,588,3,15000,0,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,162,EPM,Where was the tape measure before I picked it?,"['on the tape measure', 'in the hand', 'on the wood', 'on the floor']",on the wood,C,C) on the wood,C,100.0,590.0,591,998,1.0,False,505,115836,0.0044,784,4,15000,0,64,1
Ego4D__clips__20d3b630-8bbe-4ea4-9e42-c8fba057b72d,163,EPM,Where is the bottle,"['on the wood', 'on the floor', 'on the table', 'in the hand']",on the wood,A,A) on the wood,A,100.0,997.0,998,998,1.0,False,724,195608,0.0037,1176,6,15000,0,64,1
Ego4D__clips__245f3b76-ef46-48d1-b37c-afe73efbf1cf,387,HLD,in what location did I tighten the nut on the board?,"['Unable to answer', 'on the workbench', 'on the floor', 'on the table']",Unable to answer,A,D) on the table,D,0.0,329.0,330,330,1.0,False,521,64680,0.0081,588,3,15000,0,64,1
Ego4D__clips__245f3b76-ef46-48d1-b37c-afe73efbf1cf,388,HLD,Where was the shelf ?,"['Unable to answer', 'on the left side', 'on the floor', 'on the cabinet']",Unable to answer,A,B) on the left side,B,0.0,329.0,330,330,1.0,False,521,64680,0.0081,588,3,15000,0,64,1
Ego4D__clips__2b19ee03-d94f-4c1f-822d-d4c00a2066cc,400,HLD,where did i put the box?,"['on the table', 'on the floor', 'in the toolbox', 'Unable to answer']",Unable to answer,D,D) Unable to answer,D,100.0,253.0,254,412,1.0,False,328,49784,0.0066,392,2,15000,0,64,1
Ego4D__clips__2b19ee03-d94f-4c1f-822d-d4c00a2066cc,399,HLD,Where was the folding rule before I picked it?,"['in a toolbox', 'Unable to answer', 'under the table', 'on a table']",Unable to answer,B,D) on a table,D,0.0,411.0,412,412,1.0,False,380,80752,0.0047,588,3,15000,0,64,1
Ego4D__clips__2c1724ce-f438-4d63-a699-8a7f65e3cbd9,317,HLD,What stick did I pick from the container?,"['Unable to answer', 'screw driver', 'wrench', 'T spanner']",Unable to answer,A,B) screw driver,B,0.0,336.0,337,381,1.0,False,607,66052,0.0092,784,4,15000,0,64,1
Ego4D__clips__2c1724ce-f438-4d63-a699-8a7f65e3cbd9,316,HLD,What colour is the paper I put on the table,"['blue', 'black', 'Unable to answer', 'yellow']",Unable to answer,C,C) Unable to answer,C,100.0,380.0,381,381,1.0,False,672,74676,0.009,980,5,15000,0,64,1
Ego4D__clips__2c2bda8d-69a3-4a90-9ad6-f6715bc99f39,380,HLD,What colour is the pant I put on the table,"['Unable to answer', 'black', 'brown', 'army green']",Unable to answer,A,D) army green,D,0.0,302.0,303,325,1.0,False,1312,59388,0.0221,1372,7,15000,0,64,1
Ego4D__clips__2c2bda8d-69a3-4a90-9ad6-f6715bc99f39,379,HLD,Did I open the door?,"['Unable to answer', 'no']",Unable to answer,A,B) no,B,0.0,324.0,325,325,1.0,False,1393,63700,0.0219,1568,8,15000,0,64,1
Ego4D__clips__3231822a-fc8b-4207-b0b8-5cbb1344cb2f,333,HLD,In what location did I leave the scooping spoon?,"['Unable to answer', 'sink', 'tray', 'drawer']",Unable to answer,A,C) tray,C,0.0,420.0,421,421,1.0,False,477,82516,0.0058,588,3,15000,0,64,1
Ego4D__clips__3231822a-fc8b-4207-b0b8-5cbb1344cb2f,334,HLD,Where is the groundnut oil bottle?,"['in the fridge', 'Unable to answer', 'in the cupboard', 'on the sink']",Unable to answer,B,D) on the sink,D,0.0,420.0,421,421,1.0,False,477,82516,0.0058,588,3,15000,0,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,82,EPM,Where was the bottle before I picked it?,"['on the counter', 'on the shelf', 'on the slab', 'in the cabinet']",on the slab,C,A) on the counter,A,0.0,76.0,77,288,1.0,False,245,15092,0.0162,392,2,15000,0,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,83,EPM,Where was the wooden spoon before I picked it?,"['placed on the counter', 'resting in a cup', 'pinned to a cup', 'in the drawer']",pinned to a cup,C,A) placed on the counter,A,0.0,143.0,144,288,1.0,False,287,28224,0.0102,588,3,15000,0,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,84,EPM,Where was the plate before I picked it?,"['on the counter', 'inside the drawer', 'on the shelf', 'under the shelf']",inside the drawer,B,A) on the counter,A,0.0,270.0,271,288,1.0,False,367,53116,0.0069,784,4,15000,0,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,340,HLD,where did I put the bowl?,"['in the drawer', 'Unable to answer', 'in the bin', 'on the table']",Unable to answer,B,D) on the table,D,0.0,270.0,271,288,1.0,False,367,53116,0.0069,784,4,15000,0,64,1
Ego4D__clips__3341648c-88b4-433a-87ac-1fcc9619a4dc,85,EPM,What did I put in the frying pan?,"['salt', 'pepper', 'liquid seasonings', 'sugar']",liquid seasonings,C,C) liquid seasonings,C,100.0,287.0,288,288,1.0,False,389,56448,0.0069,980,5,15000,0,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,104,EPM,Where did I put the alien toy box?,"['On the floor', 'At the toy rack', 'In the shopping basket', 'On the shelf']",At the toy rack,B,D) On the shelf,D,0.0,51.0,52,440,1.0,False,296,10192,0.029,392,2,15000,0,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,105,EPM,Where did i put the white robot toy,"['On the toy rack', 'On the floor', 'In the shelf', 'In the shopping basket']",In the shelf,C,A) On the toy rack,A,0.0,81.0,82,440,1.0,False,352,16072,0.0219,588,3,15000,0,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,367,HLD,Where did I put the video game box?,"['Unable to answer', 'on a table', 'in a cart', 'on the floor']",Unable to answer,A,A) Unable to answer,A,100.0,290.0,291,440,1.0,False,688,57036,0.0121,980,5,15000,0,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,102,EPM,Where s shopping cart?,"['Beside the checkout', 'Next to the toys', 'Beside Duracell', 'Near the book section']",Beside Duracell,C,C) Beside Duracell,C,100.0,341.0,342,440,1.0,False,772,67032,0.0115,1176,6,15000,0,64,1
Ego4D__clips__33c3f556-cf99-45ae-9d01-9051b9b1f19e,103,EPM,What color is the shopping basket?,"['Red', 'Black', 'Blue', 'White']",Blue,C,C) Blue,C,100.0,439.0,440,440,1.0,False,970,86240,0.0112,1568,8,15000,0,64,1
Ego4D__clips__37440fa1-f1a7-4781-b89b-e0dd385af2eb,345,HLD,where did I put the hammer,"['Unable to answer', 'near the sofa', 'next to the vacuum cleaner', 'near the door']",Unable to answer,A,A) Unable to answer,A,100.0,293.0,294,338,1.0,False,976,57624,0.0169,980,5,15000,0,64,1
Ego4D__clips__37440fa1-f1a7-4781-b89b-e0dd385af2eb,346,HLD,Where did i put the plywood?,"['Unable to answer', 'on the table', 'on the floor', 'beside the stares']",Unable to answer,A,D) beside the stares,D,0.0,337.0,338,338,1.0,False,1107,66248,0.0167,1176,6,15000,0,64,1
Ego4D__clips__383dcbdb-917f-4ed7-805b-826c75d548b1,309,HLD,where was the wire before I picked it?,"['top of a stall', 'at the box', 'top of a chair', 'Unable to answer']",Unable to answer,D,A) top of a stall,A,0.0,330.0,331,400,1.0,False,556,64876,0.0086,588,3,15000,0,64,1
Ego4D__clips__383dcbdb-917f-4ed7-805b-826c75d548b1,310,HLD,What did I put on the table behind me?,"['Unable to answer', 'a piece of tape', 'a wooden board', 'a measuring tape']",Unable to answer,A,C) a wooden board,C,0.0,399.0,400,400,1.0,False,588,78400,0.0075,784,4,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,19,EPM,what color was the hand towel  I wiped my hand with?,"['Blue', 'Black', 'White', 'Red']",White,C,C) White,C,100.0,297.0,298,468,1.0,False,380,58408,0.0065,392,2,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,20,EPM,What did I pick from the utensil holder?,"['Knife', 'Spoon', 'Dying pan', 'Fork']",Dying pan,C,A) Knife,A,0.0,304.0,305,468,1.0,False,397,59780,0.0066,588,3,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,21,EPM,what did I pick from the fridge?,"['Meat', 'Eggs', 'Vegetables', 'Milk']",Meat,A,C) Vegetables,C,0.0,317.0,318,468,1.0,False,412,62328,0.0066,784,4,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,22,EPM,what did I put in the plastic bag?,"['Garbage', 'Plastic garbage', 'Potato', 'Vegetables']",Plastic garbage,B,C) Potato,C,0.0,377.0,378,468,1.0,False,535,74088,0.0072,980,5,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,110,EPM,In what location did I see the plastic wraps?,"['in the refrigerator', 'on the kitchen counter', 'at the oven', 'at the cabinet']",on the kitchen counter,B,A) in the refrigerator,A,0.0,466.0,467,468,1.0,False,669,91532,0.0073,1176,6,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,113,EPM,In what location did I see the electric kettle?,"['in the left side of microwave', 'in the right side of microwave', 'on the kitchen counter', 'at the oven']",in the right side of microwave,B,A) in the left side of microwave,A,0.0,466.0,467,468,1.0,False,669,91532,0.0073,1176,6,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,111,EPM,Did I close the microwave?,"['yes', 'no']",yes,A,A) yes,A,100.0,467.0,468,468,1.0,False,670,91728,0.0073,1372,7,15000,0,64,1
Ego4D__clips__38a0d090-c67f-4197-b2a6-65cb56c356c5,112,EPM,Where is the paper towel?,"['right of the microwave', 'left of the microwave', 'top of the microwave', 'inside the microwave']",right of the microwave,A,C),C,0.0,467.0,468,468,1.0,False,670,91728,0.0073,1372,7,15000,0,64,1
Ego4D__clips__3ef4d3b5-2a79-42f0-9609-509f886e7f93,402,HLD,Where was the piece of paper before i picked it?,"['On the table', 'In my bag', 'Unable to answer', 'In my hand']",Unable to answer,C,C) Unable to answer,C,100.0,244.0,245,245,1.0,False,706,48020,0.0147,784,4,15000,0,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,338,HLD,How many spring onions did I cut?,"['Two spring onions', 'Five spring onions', 'A whole bunch of spring onions', 'Unable to answer']",Unable to answer,D,A) Two spring onions,A,0.0,83.0,84,302,1.0,False,298,16464,0.0181,392,2,15000,0,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,90,EPM,Where did I put the disposable plate?,"['in the garbage', 'on the table', 'in the fridge', 'in the box']",in the garbage,A,A) in the garbage,A,100.0,211.0,212,302,1.0,False,467,41552,0.0112,588,3,15000,0,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,91,EPM,where did I pick the soy sauce?,"['from the fridge', 'from the table', 'from the floor', 'inside the container']",inside the container,D,D) inside the container,D,100.0,267.0,268,302,1.0,False,529,52528,0.0101,784,4,15000,0,64,1
Ego4D__clips__43db99a3-61ce-4548-ba5a-faf4c91c72f1,92,EPM,Where did i put the soy sauce?,"['in the fridge', 'on the table', 'in the box', 'on the sink']",in the box,C,D) on the sink,D,0.0,271.0,272,302,1.0,False,535,53312,0.01,980,5,15000,0,64,1
