video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,blind,retrieve_size,chunk_size
TS_Retrieval_test_video_1btfSIdSpMu92R,20,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely green? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,6.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,21,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely green? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,7.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,22,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely green? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",Yes,A,B) No,B,0.0,8.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,23,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely green? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",Yes,A,B) No,B,0.0,9.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,19,Past Traffic Memory,"What was the color of the traffic light at the [0.71,0.36,0.73,0.44] in the scene 2 seconds ago?","['Green.', 'Yellow.', 'Unable to say.', 'Red.']",Green.,A,D) Red.,D,0.0,13.9,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,17,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""Non-Motorized Vehicle Traffic"" in the current picture?","['[0.08,0.41,0.62,0.49].', '[0.19,0.39,0.21,0.43].', '[0.31,0.51,0.58,0.56].', '[0.18,0.41,0.59,0.49].']","[0.19,0.39,0.21,0.43].",B,"D) [0.18,0.41,0.5",D,0.0,15.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,24,Hallucination detection,"What is the meaning of the traffic sign at the [0.39,0.28,0.43,0.34] in the current picture?","['Unable to say.', 'One-Way (Left).', 'No Horn Blowing.', 'Pedestrians.']",Unable to say.,A,B) One-Way (Left).,B,0.0,18.14,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1btfSIdSpMu92R,18,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.37,0.43,0.38,0.46] in the current picture?","['Zone Speed Limit 60.', 'No U-Turn.', 'No Entry.', 'Minimum Speed Limit 60.']",No Entry.,C,A) Zone Speed Limit 60.,A,0.0,19.6,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,29,Driving Decision-Making,"According to the road board at the [0.35,0.0,0.57,0.23] currently, if we wants to go to 2nd Ring Rd E Sect. 4, in which direction should we go? ","['We should drive in the right direction.', 'We should drive in the straight direction.', 'We should drive in the left direction.', 'We should drive in the front left direction.']",We should drive in the left direction.,C,C) We should drive in the left direction.,C,100.0,10.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,25,Real-time Traffic Perception,"What is the meaning of the road board at the [0.36,0.09,0.5,0.25] in the current picture?","['The Jilin Road and Jieshi is in the right direction.', 'The Tibet Plateau Ecological Protection Way and Yinghui Rd is in the right direction.', 'The Chengdu East Railway Station and Departure is in the front right direction.', 'The Longkunnan Road and West Lake Scenic Area (Hangzhou) is in the front right direction.']",The Chengdu East Railway Station and Departure is in the front right direction.,C,B) The Tibet Plateau Ecological Protection Way and Yinghui Rd is,B,0.0,24.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,30,Driving Decision-Making,"According to the road board at the [0.18,0.11,0.31,0.26] currently, if we wants to go to Chengyu Flyover, in which direction should we go? ","['We should drive in the left direction.', 'We should drive in the front right direction.', 'We should drive in the front left direction.', 'We should drive in the straight direction.']",We should drive in the straight direction.,D,B) We should drive in the front right direction.,B,0.0,24.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,31,Driving Decision-Making,"According to the road board at the [0.36,0.09,0.5,0.25] currently, if we wants to go to Chengdu East Railway Station, in which direction should we go? ","['We should drive in the front right direction.', 'We should drive in the left direction.', 'We should drive in the right direction.', 'We should drive in the straight direction.']",We should drive in the front right direction.,A,C) We should drive in the right direction.,C,0.0,24.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,32,Key Information Extraction,"If we wants to go to Chengdu East Railway Station, which target should we pay the most attention to currently? Provide the type and coordinates.","['The road board at the [0.25,0.5,0.59,0.62].', 'The person at the [0.22,0.22,0.32,0.39].', 'The car at the [0.51,0.57,0.57,0.63].', 'The road board at the [0.36,0.09,0.5,0.25].']","The road board at the [0.36,0.09,0.5,0.25].",D,"D) The road board at the [0.36,0.0",D,100.0,24.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,27,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.94,0.25,0.98,0.35] in the current picture?","['Narrow on Right Side.', 'No Entry for Large Passenger Vehicles.', 'Stop and Proceed.', 'No parking for freight vehicles on ramp bridge.']",No parking for freight vehicles on ramp bridge.,D,D) No parking for freight vehicles on ramp bridge.,D,100.0,25.4,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,26,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""No entry for non-motor vehicles and pedestrians"" in the current picture?","['[0.68,0.28,0.9,0.6].', '[0.2,0.29,0.6,0.75].', '[0.22,0.13,0.29,0.24].', '[0.63,0.37,0.85,0.73].']","[0.22,0.13,0.29,0.24].",C,"B) [0.2,0.29,0.6,",B,0.0,25.56,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_1kci91Bu1kkepo,28,Past Traffic Memory,"What was the meaning of the traffic sign at the [0.26,0.1,0.31,0.19] in the scene 1 seconds ago?","['Right Turn Only.', 'Tunnel Lights On.', 'Weight Restriction 20.', 'Zone Speed Limit 40.']",Zone Speed Limit 40.,D,B) Tunnel Lights On.,B,0.0,26.36,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,36,Past Traffic Memory,"What was the meaning of the traffic sign at the [0.2,0.23,0.25,0.33] in the scene 2 seconds ago?","['No Parking.', 'Zone Speed Limit 15.', 'Merging Traffic(right).', 'Pedestrians.']",No Parking.,A,A) No Parking.,A,100.0,2.8,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,37,Past Traffic Memory,"What was the color of the traffic light at the [0.48,0.35,0.51,0.43] in the scene 1 seconds ago?","['Unable to say.', 'Yellow.', 'Green.', 'Red.']",Green.,C,D) Red.,D,0.0,9.01,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,39,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,10.11,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,40,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,11.11,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,35,Real-time Traffic Perception,"What is the color of the traffic light at the [0.82,0.19,0.85,0.32] in the current picture?","['Green.', 'Red.', 'Yellow.', 'Unable to say.']",Red.,B,B) Red.,B,100.0,12.08,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,41,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",Yes,A,B) No,B,0.0,12.11,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,42,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",Yes,A,B) No,B,0.0,13.11,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,34,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""Pedestrian Crossing"" in the current picture?","['[0.63,0.2,0.68,0.3].', '[0.84,0.34,0.94,0.94].', '[0.82,0.69,0.92,0.81].', '[0.62,0.1,0.75,0.37].']","[0.63,0.2,0.68,0.3].",A,"A) [0.63,0.2,0.68",A,100.0,19.16,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,33,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""Zone Speed Limit 40"" in the current picture?","['[0.74,0.17,0.85,0.88].', '[0.18,0.03,0.74,0.1].', '[0.45,0.09,0.47,0.14].', '[0.0,0.64,0.3,0.8].']","[0.45,0.09,0.47,0.14].",C,"A) [0.74,0.17,0.8",A,0.0,19.56,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_3To6sPcLKZIdJg,38,Past Traffic Memory,"What were the position coordinates of the traffic sign indicating ""Children Crossing1"" in the scene 2 seconds ago?","['[0.19,0.04,0.61,0.44].', '[0.15,0.32,0.31,0.37].', '[0.46,0.41,0.54,0.58].', '[0.53,0.31,0.57,0.36].']","[0.53,0.31,0.57,0.36].",D,"A) [0.19,0.04,0.6",A,0.0,24.68,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,45,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.8,0.28,0.82,0.31] in the current picture?","['No U-Turn.', 'Non-Motorized Vehicle Traffic.', 'Non-Motorized Vehicle Traffic on Right.', 'Zone Speed Limit 20.']",Non-Motorized Vehicle Traffic on Right.,C,C) Non-Motorized Vehicle Traffic on Right.,C,100.0,5.73,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,44,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.85,0.23,0.86,0.27] in the current picture?","['Weight Restriction 30.', 'Traffic Diversion.', 'Motor Vehicle Traffic on Left.', 'Height Restriction 6.2m.']",Motor Vehicle Traffic on Left.,C,D) Height Restriction 6.2m.,D,0.0,6.0,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,43,Real-time Traffic Perception,"According to the road board at the [0.68,0.0,0.8,0.13] currently, if going in the straight direction, where will we go, how far is it?","['We will go to G2, and the distance is 650m.', 'We will go to Haikou, and the distance is 500m.', 'We will go to Dalian Zhoushuizi International Airport Road, and the distance is 200m.', 'We will go to Longchi South Road, and the distance is 650m.']","We will go to Longchi South Road, and the distance is 650m.",D,"A) We will go to G2, and the distance is 65",A,0.0,6.59,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,48,Driving Decision-Making,"According to the road board at the [0.5,0.0,0.81,0.13] currently, if we wants to turn right, which lane should we be in?","['The fifth lane.', 'The second lane.', 'The fourth lane.', 'The third lane.']",The third lane.,D,D) The third lane.,D,100.0,8.67,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,47,Driving Decision-Making,"According to the road board at the [0.68,0.0,0.8,0.13] in the image taken 3 seconds ago, if we wants to go to Heping Road, in which direction should we go and how far is it? ","['We should drive in the straight direction, and the distance is 100m.', 'We should drive in the left direction, and the distance is 3140m.', 'We should drive in the right direction, and the distance is 3km.', 'We should drive in the front right direction, and the distance is 5km.']","We should drive in the left direction, and the distance is 3140m.",B,"C) We should drive in the right direction, and the distance is 3",C,0.0,9.59,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_4v7v5RLiOmmFIU,46,Past Traffic Memory,"What were the position coordinates of the traffic sign indicating ""Pedestrian Crossing"" in the scene 1 seconds ago?","['[0.33,0.69,0.52,0.84].', '[0.84,0.28,0.85,0.31].', '[0.16,0.17,0.63,0.24].', '[0.03,0.83,0.18,0.99].']","[0.84,0.28,0.85,0.31].",B,"A) [0.33,0.69,0.5",A,0.0,10.37,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,49,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.84,0.0,0.89,0.08] in the current picture?","['Children Crossing.', 'Merging Traffic 1.', 'Zone Speed Limit 60.', 'Zone Speed Limit 50.']",Zone Speed Limit 50.,D,D) Zone Speed Limit 50.,D,100.0,12.6,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,53,Past Traffic Memory,"What were the position coordinates of the traffic sign indicating ""Zone Speed Limit 70"" in the scene 1 seconds ago?","['[0.73,0.05,0.77,0.12].', '[0.93,0.42,0.99,0.7].', '[0.5,0.2,0.72,0.38].', '[0.25,0.5,0.87,0.78].']","[0.73,0.05,0.77,0.12].",A,"C) [0.5,0.2,0.72,",C,0.0,13.04,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,55,Past Traffic Memory,"What were the position coordinates of the traffic sign indicating ""No Parking"" in the scene 3 seconds ago?","['[0.33,0.84,0.94,0.97].', '[0.54,0.5,0.98,0.67].', '[0.68,0.77,0.98,0.86].', '[0.83,0.15,0.89,0.25].']","[0.83,0.15,0.89,0.25].",D,"B) [0.54,0.5,0.98",B,0.0,15.56,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,50,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""Bus lane"" in the current picture?","['[0.55,0.14,0.63,0.22].', '[0.24,0.79,0.4,1.0].', '[0.81,0.33,0.84,0.66].', '[0.87,0.48,0.99,0.93].']","[0.55,0.14,0.63,0.22].",A,"A) [0.55,0.14,0.6",A,100.0,16.32,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,54,Past Traffic Memory,"What was the meaning of the traffic sign at the [0.89,0.12,0.93,0.27] in the scene 2 seconds ago?","['Car pool lane (2+ passengers only).', 'Laijia Bridge interchange.', 'Hydrogen fuel station next exit 2km.', 'Yulu Avenue.']",Yulu Avenue.,D,B) Laijia Bridge interchange.,B,0.0,18.32,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,51,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.65,0.21,0.68,0.31] in the current picture?","['Jiangzhou overpass.', 'Beibin First Road.', 'Overnight Parking: Turn Left.', 'Below is the lane for small passenger vehicles, with a speed limit of 90-120.']",Jiangzhou overpass.,A,C) Overnight Parking: Turn Left.,C,0.0,29.44,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,52,Real-time Traffic Perception,"According to the road board at the [0.47,0.07,0.61,0.19] currently, if going in the right direction, where will we go?","['We will go to Wulidian Overpass.', 'We will go to Jiangbeicheng Overpass.', 'We will go to Yulu Avenue.', 'We will go to Wujian Road .']",We will go to Jiangbeicheng Overpass.,B,A) We will go to Wulidian Overpass.,A,0.0,29.44,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_59Wa63sjMc3OYH,56,Driving Decision-Making,"According to the road board at the [0.47,0.07,0.61,0.19] currently, if we wants to go to Wulidian interchange, in which direction should we go? ","['We should drive in the right direction.', 'We should drive in the straight direction.', 'We should drive in the front right direction.', 'We should drive in the left direction.']",We should drive in the straight direction.,B,D) We should drive in the left direction.,D,0.0,29.44,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,57,Real-time Traffic Perception,"What is the meaning of the traffic sign at the [0.58,0.41,0.67,0.49] in the current picture?","['Non-motorized vehicles use right path.', 'US-183, 5 Miles, 5 Min.', 'Toll plaza 2km ahead. Prepare ETC.', 'ETC vehicles keep to the right.']",ETC vehicles keep to the right.,D,D) ETC vehicles keep to the right.,D,100.0,3.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,58,Real-time Traffic Perception,"What is the meaning of the road board at the [0.38,0.18,0.52,0.4] in the current picture?","['The Yichang Three Gorges Tourist Center is in the right direction.', 'The Qingpu is in the front right direction.', 'The Terminal 1 is in the straight direction.', 'The Next exit is in the straight direction.']",The Qingpu is in the front right direction.,B,A) The Yichang Three Gorges Tourist Center is in the right,A,0.0,3.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,62,Driving Decision-Making,"According to the road board at the [0.38,0.18,0.52,0.4] currently, if we wants to go to Qingpu, in which direction should we go? ","['We should drive in the front left direction.', 'We should drive in the right direction.', 'We should drive in the front right direction.', 'We should drive in the left direction.']",We should drive in the front right direction.,C,D) We should drive in the left direction.,D,0.0,3.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,64,Key Information Extraction,"If we wants to go to Huzhou, which target should we pay the most attention to currently? Provide the type and coordinates.","['The road board at the [0.13,0.17,0.29,0.39].', 'The road board at the [0.21,0.23,0.29,0.66].', 'The person at the [0.09,0.23,0.28,0.36].', 'The car at the [0.19,0.38,0.63,0.48].']","The road board at the [0.13,0.17,0.29,0.39].",A,"B) The road board at the [0.21,0.2",B,0.0,3.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,59,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""Zone Speed Limit 40"" in the current picture?","['[0.93,0.47,0.98,0.56].', '[0.09,0.36,0.47,0.45].', '[0.8,0.29,0.85,0.43].', '[0.75,0.08,0.82,0.16].']","[0.93,0.47,0.98,0.56].",A,"B) [0.09,0.36,0.4",B,0.0,4.07,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,60,Past Traffic Memory,"What was the meaning of the traffic sign at the [0.45,0.12,0.52,0.18] in the scene 1 seconds ago?","['Truck axle weight limit 10t enforced.', 'Fuel station and charging point ahead.', 'Export at 35c.', '11 km to Huanan Expressway, 15 km to Luoxi Bridge.']",Export at 35c.,C,B) Fuel station and charging point ahead.,B,0.0,4.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,63,Driving Decision-Making,"According to the road board at the [0.13,0.17,0.29,0.39] in the image taken 1 seconds ago, if we wants to go to Huzhou, in which direction should we go? ","['We should drive in the right direction.', 'We should drive in the front left direction.', 'We should drive in the left direction.', 'We should drive in the straight direction.']",We should drive in the straight direction.,D,C) We should drive in the left direction.,C,0.0,4.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_5XuvcPtRjBB2Qs,61,Past Traffic Memory,"What was the meaning of the traffic sign at the [0.62,0.01,0.65,0.07] in the scene 1 seconds ago?","['Height Restriction 4.5m.', 'No tow or trailer vehicles.', 'Zone Speed Limit 80.', 'Tunnel Lights On.']",Height Restriction 4.5m.,A,A) Height Restriction 4.5m.,A,100.0,8.17,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_6SIyMazCjWqHwF,69,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,1.01,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_6SIyMazCjWqHwF,70,Traffic Change Detection,"At the current moment, has the traffic signal light ahead turned completely red? If yes, output ""Yes"". If not, output ""No"".
Answer only with ""Yes"" or ""No"".
Do not include any additional text or explanation in your response.","['Yes', 'No']",No,B,B) No,B,100.0,2.01,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_6SIyMazCjWqHwF,71,Hallucination detection,"What is the meaning of the traffic sign at the [0.56,0.47,0.59,0.56] in the current picture?","['Unable to say.', 'Non-Motorized Vehicles and Pedestrians traffic on the right.', 'Weight Restriction 30.', 'Merging Traffic 1.']",Unable to say.,A,B) Non-Motorized Vehicles and Pedestrians traffic on the right.,B,0.0,4.15,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_6SIyMazCjWqHwF,65,Real-time Traffic Perception,"What are the position coordinates of the traffic sign indicating ""No U-Turn"" in the current picture?","['[0.11,0.48,0.14,0.54].', '[0.51,0.05,0.63,0.65].', '[0.53,0.39,0.57,0.66].', '[0.42,0.51,0.65,0.59].']","[0.11,0.48,0.14,0.54].",A,"B) [0.51,0.05,0.6",B,0.0,5.88,0,0,1.0,False,True,64,1
TS_Retrieval_test_video_6SIyMazCjWqHwF,67,Past Traffic Memory,"What was the color of the traffic light at the [0.72,0.0,0.76,0.1] in the scene 1 seconds ago?","['Unable to say.', 'Yellow.', 'Green.', 'Red.']",Green.,C,D) Red.,D,0.0,12.76,0,0,1.0,False,True,64,1
