video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,retrieve_size,chunk_size
fpsstream_000010,action_order,What is the order of the actions by the player holding the ball in the video?,"Cross over, cross over, between the legs cross over, drive, layup",B,5.0,4.0,query,250.973,1004,2400,False,0.0,C,C,B,"['Cross over, between the legs, cross over, drive, layup', 'Cross over, cross over, between the legs cross over, drive, layup', 'between the legs cross over, cross over, cross over, drive, layup', 'cross over, drive, between the legs cross over, cross over, layup', 'None of the above']",2,0.4537,True,fpsbench_000010,middle,0.4124,244.973,250.973,250.973,30.0,order_113.mp4,980,1003,24,0.0,0,0,True,28,64,24,0.8929,4.7143,64,1
fpsstream_000011,instance_count,How many times does the audience member hit the blue thundersticks against each other?,6,D,25.0,4.0,query,428.358,1714,2400,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.4366,True,fpsbench_000011,late,0.7134,417.358,432.358,428.358,25.0,subPlot_new_all_187.mp4,1670,1713,44,-4.0,0,0,True,28,64,44,0.8571,2.0714,64,1
fpsstream_000012,blink_and_miss,What direction was the jetski traveling before being occluded by the big wave?,Left,A,7.0,4.0,query,97.928,392,2400,False,0.0,B,B,A,"['Left', 'Right', 'Straight', 'Backward', 'None of the above']",2,0.4989,True,fpsbench_000012,early,0.1551,91.928,99.054,97.928,25.0,subPlot_new_all_88.mp4,368,391,24,-1.126,0,0,True,28,64,24,0.5714,3.5,64,1
fpsstream_000013,state_at_event,What is the motion of the fighter's left hand when he kicks for the first time?,He swings his hand downward,C,5.0,4.0,query,284.637,1139,2400,False,0.0,B,B,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.5425,True,fpsbench_000013,middle,0.4757,281.637,289.645,284.637,25.0,subPlot_new_all_52.mp4,1127,1138,12,-5.008,0,0,True,28,64,12,0.8214,3.25,64,1
fpsstream_000014,fine_grained_motion,Which foot did the player use to pass the ball to their teammate?,Right,B,15.0,4.0,query,506.859,2028,2400,False,100.0,B,B,B,"['Left', 'Right', 'They did not pass', 'Head', 'None of the above']",2,1.1088,True,fpsbench_000014,late,0.8432,500.859,506.859,506.859,25.0,subPlot_new_all_7.mp4,2004,2027,24,0.0,0,0,True,28,64,24,0.6071,2.1786,64,1
fpsstream_000015,repetitive_motion,How many times does the person clap?,14,D,7.0,4.0,query,129.415,518,2400,False,0.0,C,C,D,"['10', '12', '8', '14', 'None of the above']",2,0.5683,True,fpsbench_000015,early,0.2091,124.415,129.415,129.415,30.0,order_105.mp4,498,517,20,0.0,0,0,True,28,64,20,1.0,11.8571,64,1
fpsstream_000016,fine_grained_motion,How did the player in white near the goal strike the ball?,With their head,D,5.0,4.0,query,243.741,975,2400,False,0.0,B,B,D,"['With their left foot', 'With their right foot', 'With their chest', 'With their head', 'None of the above']",2,0.5476,True,fpsbench_000016,middle,0.4016,237.741,245.741,243.741,25.0,order_69.mp4,951,974,24,-2.0,0,0,True,28,64,24,0.8929,2.8214,64,1
fpsstream_000017,repetitive_motion,How many times does the woman spin?,5,C,5.0,4.0,query,464.761,1860,2400,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.6,True,fpsbench_000017,late,0.7757,460.761,466.761,464.761,25.0,movie101_26.mp4,1844,1859,16,-2.0,0,0,True,28,64,16,0.2857,0.3214,64,1
fpsstream_000018,state_at_event,What is the motion of the fighter's left hand when he kicks the first time?,He swings his hand out to the side,B,5.0,4.0,query,159.351,638,2400,False,100.0,B,B,B,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.4379,True,fpsbench_000018,early,0.2637,156.351,163.358,159.351,30.0,order_18.mp4,626,637,12,-4.007,0,0,True,28,64,12,1.0,6.1429,64,1
fpsstream_000019,fine_grained_motion,Which action is not done by the man on stage?,Blink with one eye,D,7.0,4.0,query,276.852,1108,2400,False,0.0,B,B,D,"['Blink with both eyes', 'Shake his head', 'Point at himself', 'Blink with one eye', 'None of the above']",2,0.3378,True,fpsbench_000019,middle,0.4495,263.852,276.865,276.852,30.0,count_68.mp4,1056,1107,52,-0.013,0,0,True,28,64,52,0.6429,1.3214,64,1
fpsstream_000020,state_at_event,What is the motion of the fighter's left hand when he kicks the first time?,He swings his hand downward,C,6.0,4.0,query,516.366,2066,2400,False,100.0,C,C,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.5484,True,fpsbench_000020,late,0.8636,510.366,519.375,516.366,30.0,order_346.mp4,2042,2065,24,-3.009,0,0,True,28,64,24,0.7143,2.6786,64,1
fpsstream_000021,state_at_event,"When the boxer dodges to his right, how does his left hand move?",He swings his hand downward,C,5.0,4.0,query,147.292,590,2400,False,0.0,B,B,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.5117,True,fpsbench_000021,early,0.2421,144.292,148.296,147.292,25.0,subPlot_new_all_142.mp4,578,589,12,-1.004,0,0,True,28,64,12,0.8214,6.5357,64,1
fpsstream_000022,instance_count,How many dribbles are made in this possession?,1,B,7.0,4.0,query,301.821,1208,2400,False,100.0,B,B,B,"['0', '1', '2', '3', 'None of the above']",2,0.6613,True,fpsbench_000022,middle,0.5056,299.821,306.821,301.821,25.0,subPlot_new_all_112.mp4,1200,1207,8,-5.0,0,0,True,28,64,8,0.8214,3.3214,64,1
fpsstream_000023,action_order,What is the order of actions in this video?,"Dribble, Dribble, Crossover, Dribble, Dribble, Shoot",A,9.0,4.0,query,496.475,1986,2400,False,0.0,C,C,A,"['Dribble, Dribble, Crossover, Dribble, Dribble, Shoot', 'Cross over, Dribble, Dribble, Dribble, Dribble, Shoot', 'Dribble, Cross over, Dribble, Dribble, Dribble, Shoot', 'Dribble, Dribble, Dribble, Crossover, Shoot', 'None of the above']",2,0.5574,True,fpsbench_000023,late,0.8254,489.475,496.475,496.475,25.0,subPlot_new_all_175.mp4,1958,1985,28,0.0,0,0,True,28,64,28,0.7143,1.4643,64,1
fpsstream_000024,repetitive_motion,How many passes are made?,4,C,12.0,4.0,query,121.114,485,2400,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.5016,True,fpsbench_000024,early,0.1941,115.114,122.114,121.114,25.0,order_51.mp4,461,484,24,-1.0,0,0,True,28,64,24,1.0,9.7143,64,1
fpsstream_000025,blink_and_miss,Does the drummer hit the crash cymbal on his left?,"Yes, just once",A,7.0,4.0,query,258.385,1034,2400,False,0.0,B,B,A,"['Yes, just once', 'No', 'Yes, multiple times', 'There is no crash cymbal', 'None of the above']",2,0.4842,True,fpsbench_000025,middle,0.4316,256.385,262.391,258.385,30.0,surveil_28.mp4,1026,1033,8,-4.006,0,0,True,28,64,8,0.75,5.3214,64,1
fpsstream_000026,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,6.0,4.0,query,486.658,1947,2400,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.5103,True,fpsbench_000026,late,0.8164,481.658,491.658,486.658,30.0,surveil_0.mp4,1927,1946,20,-5.0,0,0,True,28,64,20,0.9643,18.2857,64,1
fpsstream_000027,repetitive_motion,How many hops does the gummy bear make?,6,C,7.0,4.0,query,116.388,466,2400,False,100.0,C,C,C,"['4', '5', '6', '7', 'None of the above']",2,0.4829,True,fpsbench_000027,early,0.1889,112.388,117.388,116.388,25.0,subPlot_new_all_167.mp4,450,465,16,-1.0,0,0,True,28,64,16,0.9643,12.4286,64,1
fpsstream_000028,blink_and_miss,Does the gummy bear blink?,"Yes, just once",A,25.0,4.0,query,264.822,1060,2400,False,0.0,C,C,A,"['Yes, just once', 'No', 'Yes, multiple times', 'No, but it winks', 'None of the above']",2,0.4875,True,fpsbench_000028,middle,0.4376,260.822,264.822,264.822,30.0,count_40.mp4,1044,1059,16,0.0,0,0,True,28,64,16,1.0,15.3214,64,1
fpsstream_000029,state_at_event,"How does the drummer move his head, if at all, when he hits the cymbal?",He nods,A,8.0,4.0,query,500.172,2001,2400,False,0.0,D,D,A,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.5859,True,fpsbench_000029,late,0.8328,497.172,500.172,500.172,24.0,subPlot_new_all_163.mp4,1989,2000,12,0.0,0,0,True,28,64,12,0.8214,3.8571,64,1
fpsstream_000030,instance_count,How many squares did the coach step into with both feet?,Two,B,14.0,4.0,query,83.868,336,2400,False,100.0,B,B,B,"['One', 'Two', 'Three', 'Zero', 'None of the above']",2,0.6231,True,fpsbench_000030,early,0.133,78.868,85.875,83.868,25.0,subPlot_new_all_85.mp4,316,335,20,-2.007,0,0,True,28,64,20,0.9643,8.2143,64,1
fpsstream_000031,instance_count,How many times does the player in blue socks step in every square?,2,B,4.0,4.0,query,298.801,1196,2400,False,100.0,B,B,B,"['1', '2', '3', '4', 'None of the above']",2,0.3317,True,fpsbench_000031,middle,0.4946,292.801,300.809,298.801,30.0,order_301.mp4,1172,1195,24,-2.008,0,0,True,28,64,24,0.8571,6.6429,64,1
fpsstream_000032,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,4.0,query,449.632,1799,2400,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.4984,True,fpsbench_000032,late,0.7477,445.632,449.632,449.632,30.0,ego_81.mp4,1783,1798,16,0.0,0,0,True,28,64,16,0.8571,9.7857,64,1
fpsstream_000033,fine_grained_motion,What did the driver wearing a JT suit do to the person on his left?,Gave them a thumbs up.,B,7.0,4.0,query,155.287,622,2400,False,100.0,B,B,B,"['Angrily gestured at them.', 'Gave them a thumbs up.', 'Did nothing and started straight ahead.', 'Bent over and checked their equipment.', 'None of the above']",2,0.5088,True,fpsbench_000033,early,0.2559,152.287,157.292,155.287,25.0,order_122.mp4,610,621,12,-2.005,0,0,True,28,64,12,0.9643,9.1429,64,1
fpsstream_000034,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,4.0,query,280.609,1123,2400,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.522,True,fpsbench_000034,middle,0.4658,277.609,281.609,280.609,25.0,subPlot_new_all_150.mp4,1111,1122,12,-1.0,0,0,True,28,64,12,0.7857,3.0714,64,1
fpsstream_000035,fine_grained_motion,Which description best fits the motion of the skateboard during the trick?,The skateboard was rolled once by 360 degrees.,B,7.0,4.0,query,500.555,2003,2400,False,0.0,A,A,B,"['The skateboard stayed flat in the air relative to the ground.', 'The skateboard was rolled once by 360 degrees.', 'The skateboard was spun twice.', 'The skater spun their body, not the board.', 'None of the above']",2,0.5529,True,fpsbench_000035,late,0.8346,496.555,501.56,500.555,25.0,subPlot_new_all_3.mp4,1987,2002,16,-1.005,0,0,True,28,64,16,0.6786,1.9643,64,1
fpsstream_000036,blink_and_miss,Describe the interaction between Yoshi and Donkey Kong.,Donkey Kong collided with Yoshi.,C,7.0,4.0,query,169.317,678,2400,False,0.0,B,B,C,"['Donkey Kong quickly passed Yoshi in his cart.', 'Yoshi stayed to the right of Donkey Kong and maintained their position.', 'Donkey Kong collided with Yoshi.', 'Donkey Kong stayed behind Yoshi.', 'None of the above']",2,0.5434,True,fpsbench_000036,early,0.2766,164.317,170.317,169.317,25.0,subPlot_new_all_137.mp4,658,677,20,-1.0,0,0,True,28,64,20,1.0,7.6071,64,1
fpsstream_000037,blink_and_miss,What happened after Yoshi threw the red shell to the other cart?,The cart flipped over.,A,15.0,4.0,query,306.309,1226,2400,False,0.0,B,B,A,"['The cart flipped over.', 'The cart spun into the wall.', 'The cart was stopped in its tracks.', 'The cart spun in circles.', 'None of the above']",2,0.5732,True,fpsbench_000037,middle,0.5072,302.309,306.309,306.309,25.0,subPlot_new_all_193.mp4,1210,1225,16,0.0,0,0,True,28,64,16,0.9643,7.9643,64,1
fpsstream_000038,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the crash cymbal on his left",He does not hit any other part,D,7.0,4.0,query,482.575,1931,2400,False,0.0,B,B,D,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.443,True,fpsbench_000038,late,0.8023,476.575,482.581,482.575,25.0,subPlot_new_all_77.mp4,1907,1930,24,-0.006,0,0,True,28,64,24,0.7857,4.6429,64,1
fpsstream_000039,instance_count,How many times does the cat blink?,5,D,7.0,4.0,query,167.93,672,2400,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.4509,True,fpsbench_000039,early,0.2735,161.93,169.938,167.93,30.0,order_16.mp4,648,671,24,-2.008,0,0,True,28,64,24,0.6429,2.1786,64,1
fpsstream_000040,repetitive_motion,How many times does the cat wave its feet up and down?,5,D,8.0,4.0,query,269.628,1079,2400,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.3459,True,fpsbench_000040,middle,0.4401,259.628,269.638,269.628,24.0,subPlot_new_all_49.mp4,1039,1078,40,-0.01,0,0,True,28,64,40,0.6071,4.7857,64,1
fpsstream_000041,action_order,What is the order of the actions leading up to the scored basket?,"The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.",C,4.0,4.0,query,496.089,1985,2400,False,100.0,C,C,C,"['The player with the ball holds it,t hen passes to the running player. That player catches with one hand, dribbles twice, pump fakes, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, then passes to the running player. That player catches with one hand, spins around, dribbles twice, pump fakes, and lays it up for a score.', 'None of the above']",2,0.5901,True,fpsbench_000041,late,0.829,489.089,499.099,496.089,25.0,order_38.mp4,1957,1984,28,-3.01,0,0,True,28,64,28,1.0,6.1071,64,1
fpsstream_000042,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the small cymbal?",The snare drum,A,7.0,4.0,query,122.32,490,2400,False,0.0,B,B,A,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.4811,True,fpsbench_000042,early,0.1999,119.32,122.323,122.32,30.0,surveil_47.mp4,478,489,12,-0.003,0,0,True,28,64,12,0.9643,10.6786,64,1
fpsstream_000043,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the left of the video",C,20.0,4.0,query,247.485,990,2400,False,0.0,B,B,C,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.3617,True,fpsbench_000043,middle,0.4075,242.485,247.485,247.485,30.0,surveil_191.mp4,970,989,20,0.0,0,0,True,28,64,20,1.0,18.9643,64,1
fpsstream_000044,repetitive_motion,How many times does the character duck?,3,C,4.0,4.0,query,442.7,1771,2400,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.5156,True,fpsbench_000044,late,0.7343,434.7,442.7,442.7,30.0,order_103.mp4,1739,1770,32,0.0,0,0,True,28,64,32,0.9286,7.9643,64,1
fpsstream_000045,action_order,In what order does the character wearing blue execute their moves?,"jump, punch, flip, punch",A,7.0,4.0,query,103.994,416,2400,False,0.0,B,B,A,"['jump, punch, flip, punch', 'jump, flip, punch, kick', 'kick, spin, flip, punch', 'punch, duck, spin, block', 'None of the above']",2,0.4595,True,fpsbench_000045,early,0.1579,92.994,103.994,103.994,30.0,surveil_127.mp4,372,415,44,0.0,0,0,True,28,64,44,1.0,42.5714,64,1
fpsstream_000046,action_order,Which of the following best describes the order of the blue character's actions?,"The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.",C,15.0,4.0,query,290.039,1161,2400,False,0.0,A,A,C,"['The blue character begins with a leg sweep, then leaps high into the air around the opponent to punch them. They then do a series of high leg kicks, leap around once more and receive several punches in return.', 'The blue characters leaps into the air then does a series of high kicks to the opponent. Then, they do a leg sweep and flip over their opponent, and punch them several times.', 'The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.', 'The blue character leaps into the air then attacks with a leg sweep. They receive several punches, then leap over the opponent once more to land some punches of their own.', 'None of the above']",2,0.5195,True,fpsbench_000046,middle,0.4738,279.039,290.039,290.039,25.0,subPlot_new_all_104.mp4,1117,1160,44,0.0,0,0,True,28,64,44,1.0,21.3214,64,1
fpsstream_000047,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the right of the video",B,13.0,4.0,query,528.603,2115,2400,False,100.0,B,B,B,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.5117,True,fpsbench_000047,late,0.8804,525.603,528.603,528.603,30.0,order_334.mp4,2103,2114,12,0.0,0,0,True,28,64,12,0.9643,5.6429,64,1
fpsstream_000048,action_order,Which option best describes the order of events while the red and black uniformed players had the ball?,"The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.",A,5.0,4.0,query,172.641,691,2400,False,0.0,B,B,A,"['The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.', 'The player dribbled forward, and passed to their teammate, after which the ball went out for a corner-kick. The ball went to another teammate, who passed it, but resulted in a missed shot.', 'The player ran forward, receiving a pass then missing a shot for a corner kick. The ball came to another teammate, who headed the ball towards goal but missed.', 'After dribbling, the player passed to their teammate who did a long pass. The pass came to a teammate, who received the ball and passed it to another teammate, who proceeded to score.', 'None of the above']",2,0.5224,True,fpsbench_000048,early,0.2732,160.641,172.641,172.641,25.0,order_92.mp4,643,690,48,0.0,0,0,True,28,64,48,0.8214,4.2857,64,1
fpsstream_000049,action_order,What best describes the order of the orange team's actions?,"A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.",A,4.0,4.0,query,330.251,1322,2400,False,0.0,B,B,A,"['A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.', 'A player stretches out to contorl the ball, then attempts to dribble around a defender. He then passes the ball backwards to a teammate, who in turn lays it off for another teammate to fire a shot and score a long-range goal.', 'A player receives the ball, then dribbles around two defenders. He passes it backwards to a teammate who scores from distance.', 'A player passes the ball to his teammate, but it is intercepted by the opposing team. They in turn dribble forward, but lose the ball to the orange team, who immediately recover, pass the ball into the box and score a close-range goal.', 'None of the above']",2,0.5776,True,fpsbench_000049,middle,0.5412,318.251,330.251,330.251,25.0,subPlot_new_all_25.mp4,1274,1321,48,0.0,0,0,True,28,64,48,0.5714,0.6429,64,1
fpsstream_000050,action_order,What best describes the sequence of the highlighted player's actions after the ball is snapped?,"He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.",A,7.0,4.0,query,443.286,1774,2400,False,100.0,A,A,A,"['He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.', 'He blocks a lineman, then tackles him for a big loss.', 'He shuffles right then stops the ball carrier.', 'He sprints to the ball carrier in the backfiedl and stops him for a loss.', 'None of the above']",2,0.3576,True,fpsbench_000050,late,0.7407,436.286,447.297,443.286,25.0,subPlot_new_all_133.mp4,1746,1773,28,-4.011,0,0,True,28,64,28,1.0,3.8214,64,1
fpsstream_000051,action_order,What best describes the sequence of the highlighted player's actions after the ball is snapped?,"They wait for the ball carrier to move towards the sideline and into the other player, after which they go for a tackle.",A,5.0,4.0,query,155.734,623,2400,False,0.0,B,B,A,"['They wait for the ball carrier to move towards the sideline and into the other player, after which they go for a tackle.', 'They charge towards the ball carrier and make a large tackle for loss.', 'They backpedal, waiting for the ball carrier to come, then strip the ball for a fumble.', 'They immediately engage with the opposing players, hodling them in place while the ball carrier is tackled.', 'None of the above']",2,0.4554,True,fpsbench_000051,early,0.2504,147.734,157.744,155.734,24.0,order_146.mp4,591,622,32,-2.01,0,0,True,28,64,32,0.7857,3.8929,64,1
fpsstream_000052,action_order,What best describes the player with the ball's order of actions?,"They run towards the scrum, then cut right towards the sideline. They run theough a gap and make a large gain, finishing the play with a touchdown.",A,9.0,4.0,query,352.747,1411,2400,False,100.0,A,A,A,"['They run towards the scrum, then cut right towards the sideline. They run theough a gap and make a large gain, finishing the play with a touchdown.', 'They receive the ball and sprint around the scrum, running past all the other players for a touchdown.', 'They catch a short pass from the quarterback, cut through the pile and run the ball for a large gain and touchdwon,', 'They pass the ball to another player, who runs the ball for a touchdown.', 'None of the above']",2,0.5575,True,fpsbench_000052,middle,0.5795,340.747,352.759,352.747,25.0,subPlot_new_all_168.mp4,1363,1410,48,-0.012,0,0,True,28,64,48,0.6786,1.2143,64,1
fpsstream_000053,action_order,What best describes the player hilghited with arrow's order of actions in the clip?,"They backpedal, watching the quarterback. The QB makes an overthrow, and the player easily intercepts the pass.",B,5.0,4.0,query,431.674,1727,2400,False,0.0,A,A,B,"['They backpedal slowly, waiting for the quarterback to throw. They engage the receiver, leap into the air and make an acrobatic interception.', 'They backpedal, watching the quarterback. The QB makes an overthrow, and the player easily intercepts the pass.', 'They closely cover the wide receiver. making a leaping catch to intercept the pass.', 'They closely cover the receiver, breaking up the pass and leading to an incompletion.', 'None of the above']",2,0.339,True,fpsbench_000053,late,0.7152,422.674,431.683,431.674,30.0,surveil_23.mp4,1691,1726,36,-0.009,0,0,True,28,64,36,1.0,30.5,64,1
