video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,retrieve_size,chunk_size
fpsstream_000785,instance_count,How many times does the woman wearing white pants perform a spin?,5,D,4.0,4.0,query,103.602,415,2400,False,0.0,B,B,D,"['2', '3', '4', '5', 'None of the above']",2,0.3892,True,fpsbench_000789,early,0.162,95.602,105.602,103.602,25.0,subPlot_new_all_78.mp4,383,414,32,-2.0,0,0,True,28,64,32,1.0,13.7857,64,1
fpsstream_000786,instance_count,How many times do the female dancers raise their frock while dancing?,6,D,6.0,4.0,query,320.687,1283,2400,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.5664,True,fpsbench_000790,middle,0.5317,313.687,323.687,320.687,25.0,subPlot_new_all_84.mp4,1255,1282,28,-3.0,0,0,True,28,64,28,0.8929,4.0357,64,1
fpsstream_000787,instance_count,How many times does the guy do a full rotation of his arm while dancing?,6,B,4.0,4.0,query,440.765,1764,2400,False,100.0,B,B,B,"['9', '6', '5', '4', 'None of the above']",2,0.4876,True,fpsbench_000791,late,0.7318,431.765,441.765,440.765,25.0,subPlot_new_all_183.mp4,1728,1763,36,-1.0,0,0,True,28,64,36,0.3571,0.3571,64,1
fpsstream_000788,instance_count,How many times do the dancers raise their arms above their head while dancing?,5,A,6.0,4.0,query,138.21,553,2400,False,0.0,B,B,A,"['5', '4', '6', '3', 'None of the above']",2,0.5559,True,fpsbench_000792,early,0.2207,130.21,140.22,138.21,25.0,order_70.mp4,521,552,32,-2.01,0,0,True,28,64,32,0.7143,3.75,64,1
fpsstream_000789,instance_count,How many times does the dog jump and bark at the man?,5,C,6.0,4.0,query,306.763,1228,2400,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.4798,True,fpsbench_000793,middle,0.5072,301.763,306.763,306.763,30.0,order_83.mp4,1208,1227,20,0.0,0,0,True,28,64,20,0.5357,0.8929,64,1
fpsstream_000790,instance_count,How many times does the dog look at his owner in the video?,5,B,10.0,4.0,query,443.388,1774,2400,False,0.0,C,C,B,"['6', '5', '3', '4', 'None of the above']",2,0.4887,True,fpsbench_000794,late,0.7341,432.388,443.399,443.388,25.0,subPlot_new_all_110.mp4,1730,1773,44,-0.011,0,0,True,28,64,44,0.5714,1.1429,64,1
fpsstream_000791,instance_count,How many times does the person look at the camera?,6,A,4.0,4.0,query,163.11,653,2400,False,0.0,C,C,A,"['6', '5', '3', '4', 'None of the above']",2,0.4713,True,fpsbench_000795,early,0.2583,152.11,163.11,163.11,25.0,order_120.mp4,609,652,44,0.0,0,0,True,28,64,44,0.9643,9.75,64,1
fpsstream_000792,instance_count,How many times does the white cat wag its tail?,6,C,5.0,4.0,query,290.401,1162,2400,False,0.0,B,B,C,"['4', '5', '6', '7', 'None of the above']",2,0.446,True,fpsbench_000796,middle,0.477,282.401,290.401,290.401,25.0,subPlot_new_all_66.mp4,1130,1161,32,0.0,0,0,True,28,64,32,0.6071,2.8214,64,1
fpsstream_000793,instance_count,How many times does the drummer hit the standing cymbals?,9,D,6.0,4.0,query,522.376,2090,2400,False,0.0,B,B,D,"['6', '7', '8', '9', 'None of the above']",2,0.5191,True,fpsbench_000797,late,0.868,510.376,522.376,522.376,25.0,subPlot_new_all_143.mp4,2042,2089,48,0.0,0,0,True,28,64,48,0.8214,3.7857,64,1
fpsstream_000794,instance_count,How many times does the drummer flip the drum stick?,3,D,4.0,4.0,query,164.218,657,2400,False,0.0,B,B,D,"['0', '1', '2', '3', 'None of the above']",2,0.5162,True,fpsbench_000798,early,0.2614,154.218,164.218,164.218,24.0,order_35.mp4,617,656,40,0.0,0,0,True,28,64,40,0.9286,8.9286,64,1
fpsstream_000795,instance_count,How many times does the girl grasp a section of her hair with a completely closed fist?,4,C,5.0,4.0,query,249.905,1000,2400,False,0.0,B,B,C,"['3', '2', '4', '5', 'None of the above']",2,0.4774,True,fpsbench_000799,middle,0.41,241.905,251.915,249.905,30.0,order_268.mp4,968,999,32,-2.01,0,0,True,28,64,32,0.6429,3.9286,64,1
fpsstream_000796,instance_count,How many times did the female singer tap on the chin of the male artist lying down on the floor with her index finger?,3,C,10.0,4.0,query,538.096,2153,2400,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.45,True,fpsbench_000800,late,0.8973,532.096,539.103,538.096,25.0,subPlot_new_all_100.mp4,2129,2152,24,-1.007,0,0,True,28,64,24,0.6786,4.4643,64,1
fpsstream_000797,instance_count,How many times did the female singer touch the harp with her hands?,8,C,4.0,4.0,query,139.36,558,2400,False,0.0,B,B,C,"['6', '7', '8', '9', 'None of the above']",2,0.4918,True,fpsbench_000801,early,0.2179,128.36,139.371,139.36,24.0,subPlot_new_all_153.mp4,514,557,44,-0.011,0,0,True,28,64,44,1.0,15.8214,64,1
fpsstream_000798,instance_count,How many times does the female singer perform some action looking at the camera?,2,C,4.0,4.0,query,260.393,1042,2400,False,100.0,C,C,C,"['0', '1', '2', '3', 'None of the above']",2,0.4363,True,fpsbench_000802,middle,0.4278,252.393,262.403,260.393,25.0,subPlot_new_all_82.mp4,1010,1041,32,-2.01,0,0,True,28,64,32,0.6429,4.25,64,1
fpsstream_000799,instance_count,How many times does the guy holding the steering wheel change gears using either of his fingers?,5,D,15.0,4.0,query,495.848,1984,2400,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.3545,True,fpsbench_000803,late,0.8235,485.848,495.858,495.848,25.0,subPlot_new_all_193.mp4,1944,1983,40,-0.01,0,0,True,28,64,40,0.9643,10.3214,64,1
fpsstream_000800,instance_count,How many times does the girl blink in the video?,6,D,12.0,4.0,query,89.432,358,2400,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.4558,True,fpsbench_000804,early,0.1346,79.432,89.442,89.432,25.0,subPlot_new_all_184.mp4,318,357,40,-0.01,0,0,True,28,64,40,1.0,19.4643,64,1
fpsstream_000801,instance_count,How many strokes of lipstick does the girl apply on her lips in the given video clip?,5,C,7.0,4.0,query,268.748,1075,2400,False,100.0,C,C,C,"['3', '4', '5', '6', 'None of the above']",2,0.5037,True,fpsbench_000805,middle,0.4433,263.748,268.753,268.748,25.0,subPlot_new_all_133.mp4,1055,1074,20,-0.005,0,0,True,28,64,20,0.6071,6.2143,64,1
fpsstream_000802,instance_count,How many times does the woman apply maskara on her eyelashes in this video clip?,4,C,10.0,4.0,query,532.745,2131,2400,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.4987,True,fpsbench_000806,late,0.8872,528.745,532.745,532.745,25.0,subPlot_new_all_123.mp4,2115,2130,16,0.0,0,0,True,28,64,16,0.7143,4.0357,64,1
fpsstream_000803,instance_count,How many time does the DJ touches the disk with his index finger?,6,D,9.0,4.0,query,166.101,665,2400,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.5335,True,fpsbench_000807,early,0.2708,161.101,166.106,166.101,24.0,subPlot_new_all_13.mp4,645,664,20,-0.005,0,0,True,28,64,20,0.8929,6.8214,64,1
fpsstream_000804,instance_count,How many time does the DJ moves the fader?,7,A,5.0,4.0,query,331.184,1325,2400,False,0.0,C,C,A,"['7', '5', '6', '4', 'None of the above']",2,0.4909,True,fpsbench_000808,middle,0.5444,321.184,331.194,331.184,24.0,subPlot_new_all_124.mp4,1285,1324,40,-0.01,0,0,True,28,64,40,0.8571,4.3214,64,1
fpsstream_000805,instance_count,How many times does the user change players in the given video clip?,5,D,11.0,4.0,query,463.788,1856,2400,False,0.0,B,B,D,"['2', '3', '4', '5', 'None of the above']",2,0.4664,True,fpsbench_000809,late,0.7699,455.788,463.796,463.788,30.0,order_225.mp4,1824,1855,32,-0.008,0,0,True,28,64,32,1.0,16.3929,64,1
fpsstream_000806,instance_count,How many times does the guy touch his nose?,4,C,4.0,4.0,query,68.88,276,2400,False,0.0,A,A,C,"['2', '3', '4', '5', 'None of the above']",2,0.4342,True,fpsbench_000810,early,0.1015,59.88,69.89,68.88,30.0,order_255.mp4,240,275,36,-1.01,0,0,True,28,64,36,0.9286,21.25,64,1
fpsstream_000807,instance_count,How many times does the couple jump together while holding hands?,6,D,6.0,4.0,query,346.157,1385,2400,False,0.0,A,A,D,"['2', '3', '5', '6', 'None of the above']",2,0.5221,True,fpsbench_000811,middle,0.5748,339.157,349.157,346.157,30.0,order_75.mp4,1357,1384,28,-3.0,0,0,True,28,64,28,0.8571,2.5357,64,1
fpsstream_000808,instance_count,How many times does the guy with moustache do the action of playing a guitar while dancing?,4,C,9.0,4.0,query,477.67,1911,2400,False,0.0,E,E,C,"['2', '3', '4', '5', 'None of the above']",2,0.4933,True,fpsbench_000812,late,0.8011,472.67,482.67,477.67,30.0,order_221.mp4,1891,1910,20,-5.0,0,0,True,28,64,20,0.6786,1.0714,64,1
fpsstream_000809,instance_count,How many times does the lead singer point towards the crowd?,3,D,8.0,4.0,query,128.199,513,2400,False,0.0,C,C,D,"['0', '1', '2', '3', 'None of the above']",2,0.4944,True,fpsbench_000813,early,0.2003,118.199,128.209,128.199,25.0,subPlot_new_all_145.mp4,473,512,40,-0.01,0,0,True,28,64,40,1.0,14.4643,64,1
fpsstream_000810,instance_count,How many times does the lead singer in green dress raise her arm in front?,5,B,7.0,4.0,query,362.289,1450,2400,False,0.0,D,D,B,"['4', '5', '3', '2', 'None of the above']",2,0.4867,True,fpsbench_000814,middle,0.5995,354.289,363.298,362.289,25.0,subPlot_new_all_122.mp4,1418,1449,32,-1.009,0,0,True,28,64,32,0.75,4.6429,64,1
fpsstream_000811,instance_count,How many times does the person wearing white who is not singing clap his hands?,8,C,5.0,4.0,query,469.763,1880,2400,False,0.0,B,B,C,"['5', '7', '8', '9', 'None of the above']",2,0.5621,True,fpsbench_000815,late,0.7793,459.763,469.763,469.763,24.0,movie101_63.mp4,1840,1879,40,0.0,0,0,True,28,64,40,0.6786,3.9286,64,1
