video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,retrieve_size,chunk_size
fpsstream_000010,action_order,What is the order of the actions by the player holding the ball in the video?,"Cross over, cross over, between the legs cross over, drive, layup",B,5.0,1.0,query,250.973,251,600,False,0.0,C,C,B,"['Cross over, between the legs, cross over, drive, layup', 'Cross over, cross over, between the legs cross over, drive, layup', 'between the legs cross over, cross over, cross over, drive, layup', 'cross over, drive, between the legs cross over, cross over, layup', 'None of the above']",2,0.5429,True,fpsbench_000010,middle,0.4124,244.973,250.973,250.973,30.0,order_113.mp4,245,250,6,0.0,0,0,True,28,64,6,0.9643,4.8571,64,1
fpsstream_000011,instance_count,How many times does the audience member hit the blue thundersticks against each other?,6,D,25.0,1.0,query,428.358,429,600,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.4582,True,fpsbench_000011,late,0.7134,417.358,432.358,428.358,25.0,subPlot_new_all_187.mp4,418,428,11,-4.0,0,0,True,28,64,11,1.0,3.1786,64,1
fpsstream_000012,blink_and_miss,What direction was the jetski traveling before being occluded by the big wave?,Left,A,7.0,1.0,query,97.928,98,600,False,0.0,B,B,A,"['Left', 'Right', 'Straight', 'Backward', 'None of the above']",2,0.722,True,fpsbench_000012,early,0.1551,91.928,99.054,97.928,25.0,subPlot_new_all_88.mp4,92,97,6,-1.126,0,0,True,28,64,6,0.6786,3.4286,64,1
fpsstream_000013,state_at_event,What is the motion of the fighter's left hand when he kicks for the first time?,He swings his hand downward,C,5.0,1.0,query,284.637,285,600,False,0.0,B,B,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.6215,True,fpsbench_000013,middle,0.4757,281.637,289.645,284.637,25.0,subPlot_new_all_52.mp4,282,284,3,-5.008,0,0,True,28,64,3,0.9286,2.1786,64,1
fpsstream_000014,fine_grained_motion,Which foot did the player use to pass the ball to their teammate?,Right,B,15.0,1.0,query,506.859,507,600,False,100.0,B,B,B,"['Left', 'Right', 'They did not pass', 'Head', 'None of the above']",2,0.5534,True,fpsbench_000014,late,0.8432,500.859,506.859,506.859,25.0,subPlot_new_all_7.mp4,501,506,6,0.0,0,0,True,28,64,6,0.6071,2.5,64,1
fpsstream_000015,repetitive_motion,How many times does the person clap?,14,D,7.0,1.0,query,129.415,130,600,False,0.0,C,C,D,"['10', '12', '8', '14', 'None of the above']",2,0.4739,True,fpsbench_000015,early,0.2091,124.415,129.415,129.415,30.0,order_105.mp4,125,129,5,0.0,0,0,True,28,64,5,1.0,5.0,64,1
fpsstream_000016,fine_grained_motion,How did the player in white near the goal strike the ball?,With their head,D,5.0,1.0,query,243.741,244,600,False,0.0,B,B,D,"['With their left foot', 'With their right foot', 'With their chest', 'With their head', 'None of the above']",2,0.56,True,fpsbench_000016,middle,0.4016,237.741,245.741,243.741,25.0,order_69.mp4,238,243,6,-2.0,0,0,True,28,64,6,1.0,4.0,64,1
fpsstream_000017,repetitive_motion,How many times does the woman spin?,5,C,5.0,1.0,query,464.761,465,600,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.5949,True,fpsbench_000017,late,0.7757,460.761,466.761,464.761,25.0,movie101_26.mp4,461,464,4,-2.0,0,0,True,28,64,4,0.2857,0.3929,64,1
fpsstream_000018,state_at_event,What is the motion of the fighter's left hand when he kicks the first time?,He swings his hand out to the side,B,5.0,1.0,query,159.351,160,600,False,100.0,B,B,B,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.5966,True,fpsbench_000018,early,0.2637,156.351,163.358,159.351,30.0,order_18.mp4,157,159,3,-4.007,0,0,True,28,64,3,1.0,3.0,64,1
fpsstream_000019,fine_grained_motion,Which action is not done by the man on stage?,Blink with one eye,D,7.0,1.0,query,276.852,277,600,False,0.0,B,B,D,"['Blink with both eyes', 'Shake his head', 'Point at himself', 'Blink with one eye', 'None of the above']",2,0.5073,True,fpsbench_000019,middle,0.4495,263.852,276.865,276.852,30.0,count_68.mp4,264,276,13,-0.013,0,0,True,28,64,13,0.7143,2.0,64,1
fpsstream_000020,state_at_event,What is the motion of the fighter's left hand when he kicks the first time?,He swings his hand downward,C,6.0,1.0,query,516.366,517,600,False,100.0,C,C,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.4692,True,fpsbench_000020,late,0.8636,510.366,519.375,516.366,30.0,order_346.mp4,511,516,6,-3.009,0,0,True,28,64,6,0.8571,3.25,64,1
fpsstream_000021,state_at_event,"When the boxer dodges to his right, how does his left hand move?",He swings his hand downward,C,5.0,1.0,query,147.292,148,600,False,0.0,B,B,C,"['He swings his hand upward', 'He swings his hand out to the side', 'He swings his hand downward', 'He swings his hand inward', 'None of the above']",2,0.4666,True,fpsbench_000021,early,0.2421,144.292,148.296,147.292,25.0,subPlot_new_all_142.mp4,145,147,3,-1.004,0,0,True,28,64,3,1.0,2.8214,64,1
fpsstream_000022,instance_count,How many dribbles are made in this possession?,1,B,7.0,1.0,query,301.821,302,600,False,100.0,B,B,B,"['0', '1', '2', '3', 'None of the above']",2,0.4515,True,fpsbench_000022,middle,0.5056,299.821,306.821,301.821,25.0,subPlot_new_all_112.mp4,300,301,2,-5.0,0,0,True,28,64,2,0.8929,1.75,64,1
fpsstream_000023,action_order,What is the order of actions in this video?,"Dribble, Dribble, Crossover, Dribble, Dribble, Shoot",A,9.0,1.0,query,496.475,497,600,False,0.0,C,C,A,"['Dribble, Dribble, Crossover, Dribble, Dribble, Shoot', 'Cross over, Dribble, Dribble, Dribble, Dribble, Shoot', 'Dribble, Cross over, Dribble, Dribble, Dribble, Shoot', 'Dribble, Dribble, Dribble, Crossover, Shoot', 'None of the above']",2,0.571,True,fpsbench_000023,late,0.8254,489.475,496.475,496.475,25.0,subPlot_new_all_175.mp4,490,496,7,0.0,0,0,True,28,64,7,0.6429,1.1786,64,1
fpsstream_000024,repetitive_motion,How many passes are made?,4,C,12.0,1.0,query,121.114,122,600,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.4288,True,fpsbench_000024,early,0.1941,115.114,122.114,121.114,25.0,order_51.mp4,116,121,6,-1.0,0,0,True,28,64,6,1.0,5.9286,64,1
fpsstream_000025,blink_and_miss,Does the drummer hit the crash cymbal on his left?,"Yes, just once",A,7.0,1.0,query,258.385,259,600,False,0.0,B,B,A,"['Yes, just once', 'No', 'Yes, multiple times', 'There is no crash cymbal', 'None of the above']",2,0.5498,True,fpsbench_000025,middle,0.4316,256.385,262.391,258.385,30.0,surveil_28.mp4,257,258,2,-4.006,0,0,True,28,64,2,0.75,1.4643,64,1
fpsstream_000026,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,6.0,1.0,query,486.658,487,600,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.5361,True,fpsbench_000026,late,0.8164,481.658,491.658,486.658,30.0,surveil_0.mp4,482,486,5,-5.0,0,0,True,28,64,5,0.9643,4.7857,64,1
fpsstream_000027,repetitive_motion,How many hops does the gummy bear make?,6,C,7.0,1.0,query,116.388,117,600,False,100.0,C,C,C,"['4', '5', '6', '7', 'None of the above']",2,0.4989,True,fpsbench_000027,early,0.1889,112.388,117.388,116.388,25.0,subPlot_new_all_167.mp4,113,116,4,-1.0,0,0,True,28,64,4,1.0,3.8929,64,1
fpsstream_000028,blink_and_miss,Does the gummy bear blink?,"Yes, just once",A,25.0,1.0,query,264.822,265,600,False,0.0,C,C,A,"['Yes, just once', 'No', 'Yes, multiple times', 'No, but it winks', 'None of the above']",2,0.5094,True,fpsbench_000028,middle,0.4376,260.822,264.822,264.822,30.0,count_40.mp4,261,264,4,0.0,0,0,True,28,64,4,1.0,3.9643,64,1
fpsstream_000029,state_at_event,"How does the drummer move his head, if at all, when he hits the cymbal?",He nods,A,8.0,1.0,query,500.172,501,600,False,0.0,D,D,A,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.4571,True,fpsbench_000029,late,0.8328,497.172,500.172,500.172,24.0,subPlot_new_all_163.mp4,498,500,3,0.0,0,0,True,28,64,3,0.8214,2.0357,64,1
fpsstream_000030,instance_count,How many squares did the coach step into with both feet?,Two,B,14.0,1.0,query,83.868,84,600,False,100.0,B,B,B,"['One', 'Two', 'Three', 'Zero', 'None of the above']",2,0.474,True,fpsbench_000030,early,0.133,78.868,85.875,83.868,25.0,subPlot_new_all_85.mp4,79,83,5,-2.007,0,0,True,28,64,5,1.0,5.0,64,1
fpsstream_000031,instance_count,How many times does the player in blue socks step in every square?,2,B,4.0,1.0,query,298.801,299,600,False,100.0,B,B,B,"['1', '2', '3', '4', 'None of the above']",2,0.4762,True,fpsbench_000031,middle,0.4946,292.801,300.809,298.801,30.0,order_301.mp4,293,298,6,-2.008,0,0,True,28,64,6,0.8929,4.6786,64,1
fpsstream_000032,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,1.0,query,449.632,450,600,False,0.0,A,A,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.579,True,fpsbench_000032,late,0.7477,445.632,449.632,449.632,30.0,ego_81.mp4,446,449,4,0.0,0,0,True,28,64,4,0.9286,3.3929,64,1
fpsstream_000033,fine_grained_motion,What did the driver wearing a JT suit do to the person on his left?,Gave them a thumbs up.,B,7.0,1.0,query,155.287,156,600,False,100.0,B,B,B,"['Angrily gestured at them.', 'Gave them a thumbs up.', 'Did nothing and started straight ahead.', 'Bent over and checked their equipment.', 'None of the above']",2,0.5536,True,fpsbench_000033,early,0.2559,152.287,157.292,155.287,25.0,order_122.mp4,153,155,3,-2.005,0,0,True,28,64,3,1.0,2.6786,64,1
fpsstream_000034,state_at_event,"How does the drummer move his head, if at all, when he hits the crash cymbal?","He moves his head backwards, then forwards",C,4.0,1.0,query,280.609,281,600,False,0.0,D,D,C,"['He nods', 'He shakes his head', 'He moves his head backwards, then forwards', 'He does not move his head', 'None of the above']",2,0.4903,True,fpsbench_000034,middle,0.4658,277.609,281.609,280.609,25.0,subPlot_new_all_150.mp4,278,280,3,-1.0,0,0,True,28,64,3,0.8571,1.9643,64,1
fpsstream_000035,fine_grained_motion,Which description best fits the motion of the skateboard during the trick?,The skateboard was rolled once by 360 degrees.,B,7.0,1.0,query,500.555,501,600,False,0.0,A,A,B,"['The skateboard stayed flat in the air relative to the ground.', 'The skateboard was rolled once by 360 degrees.', 'The skateboard was spun twice.', 'The skater spun their body, not the board.', 'None of the above']",2,0.466,True,fpsbench_000035,late,0.8346,496.555,501.56,500.555,25.0,subPlot_new_all_3.mp4,497,500,4,-1.005,0,0,True,28,64,4,0.7143,2.2143,64,1
fpsstream_000036,blink_and_miss,Describe the interaction between Yoshi and Donkey Kong.,Donkey Kong collided with Yoshi.,C,7.0,1.0,query,169.317,170,600,False,0.0,A,A,C,"['Donkey Kong quickly passed Yoshi in his cart.', 'Yoshi stayed to the right of Donkey Kong and maintained their position.', 'Donkey Kong collided with Yoshi.', 'Donkey Kong stayed behind Yoshi.', 'None of the above']",2,0.5297,True,fpsbench_000036,early,0.2766,164.317,170.317,169.317,25.0,subPlot_new_all_137.mp4,165,169,5,-1.0,0,0,True,28,64,5,1.0,5.0,64,1
fpsstream_000037,blink_and_miss,What happened after Yoshi threw the red shell to the other cart?,The cart flipped over.,A,15.0,1.0,query,306.309,307,600,False,0.0,B,B,A,"['The cart flipped over.', 'The cart spun into the wall.', 'The cart was stopped in its tracks.', 'The cart spun in circles.', 'None of the above']",2,0.7353,True,fpsbench_000037,middle,0.5072,302.309,306.309,306.309,25.0,subPlot_new_all_193.mp4,303,306,4,0.0,0,0,True,28,64,4,1.0,3.7857,64,1
fpsstream_000038,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the crash cymbal on his left",He does not hit any other part,D,7.0,1.0,query,482.575,483,600,False,0.0,B,B,D,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.5563,True,fpsbench_000038,late,0.8023,476.575,482.581,482.575,25.0,subPlot_new_all_77.mp4,477,482,6,-0.006,0,0,True,28,64,6,0.8571,3.4643,64,1
fpsstream_000039,instance_count,How many times does the cat blink?,5,D,7.0,1.0,query,167.93,168,600,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.5533,True,fpsbench_000039,early,0.2735,161.93,169.938,167.93,30.0,order_16.mp4,162,167,6,-2.008,0,0,True,28,64,6,0.7143,2.75,64,1
fpsstream_000040,repetitive_motion,How many times does the cat wave its feet up and down?,5,D,8.0,1.0,query,269.628,270,600,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.6254,True,fpsbench_000040,middle,0.4401,259.628,269.638,269.628,24.0,subPlot_new_all_49.mp4,260,269,10,-0.01,0,0,True,28,64,10,0.75,4.75,64,1
fpsstream_000041,action_order,What is the order of the actions leading up to the scored basket?,"The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.",C,4.0,1.0,query,496.089,497,600,False,100.0,C,C,C,"['The player with the ball holds it,t hen passes to the running player. That player catches with one hand, dribbles twice, pump fakes, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, fakes a pass, then passes to the running player. That player catches with one hand, pump fakes the ball, dribbles twice, then spins around and lays it up.', 'The player with the ball holds it, then passes to the running player. That player catches with one hand, spins around, dribbles twice, pump fakes, and lays it up for a score.', 'None of the above']",2,0.5644,True,fpsbench_000041,late,0.829,489.089,499.099,496.089,25.0,order_38.mp4,490,496,7,-3.01,0,0,True,28,64,7,1.0,5.7857,64,1
fpsstream_000042,state_at_event,"What other part of the drumkit, if any, does the drummer hit at the same time as he hits the small cymbal?",The snare drum,A,7.0,1.0,query,122.32,123,600,False,0.0,B,B,A,"['The snare drum', 'The hi hat', 'One of the toms', 'He does not hit any other part', 'None of the above']",2,0.4676,True,fpsbench_000042,early,0.1999,119.32,122.323,122.32,30.0,surveil_47.mp4,120,122,3,-0.003,0,0,True,28,64,3,1.0,2.9286,64,1
fpsstream_000043,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the left of the video",C,20.0,1.0,query,247.485,248,600,False,0.0,B,B,C,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.449,True,fpsbench_000043,middle,0.4075,242.485,247.485,247.485,30.0,surveil_191.mp4,243,247,5,0.0,0,0,True,28,64,5,1.0,4.9286,64,1
fpsstream_000044,repetitive_motion,How many times does the character duck?,3,C,4.0,1.0,query,442.7,443,600,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.5114,True,fpsbench_000044,late,0.7343,434.7,442.7,442.7,30.0,order_103.mp4,435,442,8,0.0,0,0,True,28,64,8,1.0,6.6429,64,1
fpsstream_000045,action_order,In what order does the character wearing blue execute their moves?,"jump, punch, flip, punch",A,7.0,1.0,query,103.994,104,600,False,0.0,B,B,A,"['jump, punch, flip, punch', 'jump, flip, punch, kick', 'kick, spin, flip, punch', 'punch, duck, spin, block', 'None of the above']",2,0.6017,True,fpsbench_000045,early,0.1579,92.994,103.994,103.994,30.0,surveil_127.mp4,93,103,11,0.0,0,0,True,28,64,11,1.0,9.8214,64,1
fpsstream_000046,action_order,Which of the following best describes the order of the blue character's actions?,"The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.",C,15.0,1.0,query,290.039,291,600,False,0.0,B,B,C,"['The blue character begins with a leg sweep, then leaps high into the air around the opponent to punch them. They then do a series of high leg kicks, leap around once more and receive several punches in return.', 'The blue characters leaps into the air then does a series of high kicks to the opponent. Then, they do a leg sweep and flip over their opponent, and punch them several times.', 'The blue character leaps, then does a leg sweep. They do a standing kick, then leap behind the opponent and kick them again, after which they receive a barrage of punches.', 'The blue character leaps into the air then attacks with a leg sweep. They receive several punches, then leap over the opponent once more to land some punches of their own.', 'None of the above']",2,0.5269,True,fpsbench_000046,middle,0.4738,279.039,290.039,290.039,25.0,subPlot_new_all_104.mp4,280,290,11,0.0,0,0,True,28,64,11,1.0,8.6786,64,1
fpsstream_000047,blink_and_miss,What is the outcome of the swing?,"He strikes the ball, and it flies to the right of the video",B,13.0,1.0,query,528.603,529,600,False,100.0,B,B,B,"['He misses the ball', 'He strikes the ball, and it flies to the right of the video', 'He strikes the ball, and it flies to the left of the video', 'He strikes the ball, and it flies towards the camera', 'None of the above']",2,0.5744,True,fpsbench_000047,late,0.8804,525.603,528.603,528.603,30.0,order_334.mp4,526,528,3,0.0,0,0,True,28,64,3,0.9643,2.8214,64,1
fpsstream_000048,action_order,Which option best describes the order of events while the red and black uniformed players had the ball?,"The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.",A,5.0,1.0,query,172.641,173,600,False,0.0,B,B,A,"['The player dribbled forward, doing a step-over, then missed a shot. Separately, the ball came towards another red player in the box, who controlled it and passed to another player, who then missed again.', 'The player dribbled forward, and passed to their teammate, after which the ball went out for a corner-kick. The ball went to another teammate, who passed it, but resulted in a missed shot.', 'The player ran forward, receiving a pass then missing a shot for a corner kick. The ball came to another teammate, who headed the ball towards goal but missed.', 'After dribbling, the player passed to their teammate who did a long pass. The pass came to a teammate, who received the ball and passed it to another teammate, who proceeded to score.', 'None of the above']",2,0.5179,True,fpsbench_000048,early,0.2732,160.641,172.641,172.641,25.0,order_92.mp4,161,172,12,0.0,0,0,True,28,64,12,1.0,4.6429,64,1
fpsstream_000049,action_order,What best describes the order of the orange team's actions?,"A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.",A,4.0,1.0,query,330.251,331,600,False,0.0,B,B,A,"['A player stretches his leg to control the ball, dribbles forward and lays the ball off to a teammate, who stretches for it. They lose the ball but an orange player quickly recovers it , spins around,  then passes it backwads to a teammate who scores a long-range goal.', 'A player stretches out to contorl the ball, then attempts to dribble around a defender. He then passes the ball backwards to a teammate, who in turn lays it off for another teammate to fire a shot and score a long-range goal.', 'A player receives the ball, then dribbles around two defenders. He passes it backwards to a teammate who scores from distance.', 'A player passes the ball to his teammate, but it is intercepted by the opposing team. They in turn dribble forward, but lose the ball to the orange team, who immediately recover, pass the ball into the box and score a close-range goal.', 'None of the above']",2,0.6828,True,fpsbench_000049,middle,0.5412,318.251,330.251,330.251,25.0,subPlot_new_all_25.mp4,319,330,12,0.0,0,0,True,28,64,12,0.5714,0.75,64,1
fpsstream_000050,action_order,What best describes the sequence of the highlighted player's actions after the ball is snapped?,"He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.",A,7.0,1.0,query,443.286,444,600,False,100.0,A,A,A,"['He shuffles right, engages with a lineman, sheds a block then stops the runner with a big tackle.', 'He blocks a lineman, then tackles him for a big loss.', 'He shuffles right then stops the ball carrier.', 'He sprints to the ball carrier in the backfiedl and stops him for a loss.', 'None of the above']",2,0.5052,True,fpsbench_000050,late,0.7407,436.286,447.297,443.286,25.0,subPlot_new_all_133.mp4,437,443,7,-4.011,0,0,True,28,64,7,0.8214,3.5357,64,1
fpsstream_000051,action_order,What best describes the sequence of the highlighted player's actions after the ball is snapped?,"They wait for the ball carrier to move towards the sideline and into the other player, after which they go for a tackle.",A,5.0,1.0,query,155.734,156,600,False,0.0,B,B,A,"['They wait for the ball carrier to move towards the sideline and into the other player, after which they go for a tackle.', 'They charge towards the ball carrier and make a large tackle for loss.', 'They backpedal, waiting for the ball carrier to come, then strip the ball for a fumble.', 'They immediately engage with the opposing players, hodling them in place while the ball carrier is tackled.', 'None of the above']",2,0.4419,True,fpsbench_000051,early,0.2504,147.734,157.744,155.734,24.0,order_146.mp4,148,155,8,-2.01,0,0,True,28,64,8,0.9643,4.9286,64,1
fpsstream_000052,action_order,What best describes the player with the ball's order of actions?,"They run towards the scrum, then cut right towards the sideline. They run theough a gap and make a large gain, finishing the play with a touchdown.",A,9.0,1.0,query,352.747,353,600,False,100.0,A,A,A,"['They run towards the scrum, then cut right towards the sideline. They run theough a gap and make a large gain, finishing the play with a touchdown.', 'They receive the ball and sprint around the scrum, running past all the other players for a touchdown.', 'They catch a short pass from the quarterback, cut through the pile and run the ball for a large gain and touchdwon,', 'They pass the ball to another player, who runs the ball for a touchdown.', 'None of the above']",2,0.5005,True,fpsbench_000052,middle,0.5795,340.747,352.759,352.747,25.0,subPlot_new_all_168.mp4,341,352,12,-0.012,0,0,True,28,64,12,0.7143,1.8929,64,1
fpsstream_000053,action_order,What best describes the player hilghited with arrow's order of actions in the clip?,"They backpedal, watching the quarterback. The QB makes an overthrow, and the player easily intercepts the pass.",B,5.0,1.0,query,431.674,432,600,False,0.0,A,A,B,"['They backpedal slowly, waiting for the quarterback to throw. They engage the receiver, leap into the air and make an acrobatic interception.', 'They backpedal, watching the quarterback. The QB makes an overthrow, and the player easily intercepts the pass.', 'They closely cover the wide receiver. making a leaping catch to intercept the pass.', 'They closely cover the receiver, breaking up the pass and leading to an incompletion.', 'None of the above']",2,0.7057,True,fpsbench_000053,late,0.7152,422.674,431.683,431.674,30.0,surveil_23.mp4,423,431,9,-0.009,0,0,True,28,64,9,1.0,8.5714,64,1
fpsstream_000054,action_order,What best describes the quarterback's order of actions in the clip?,"They receive the snap, drop back and roll out to their right. A lineman then sacks them for a loss.",C,6.0,1.0,query,73.332,74,600,False,0.0,A,A,C,"['They receive the snap, drop back, then roll to the right and immediately complete a short pass to their teammate.', 'They receive the snap, handing the ball off to a runningback who is then tackled for a loss.', 'They receive the snap, drop back and roll out to their right. A lineman then sacks them for a loss.', 'They receive the snap, and run to the right carrying the ball, but run into a defender who makes a sack.', 'None of the above']",2,0.346,True,fpsbench_000054,early,0.1073,63.332,73.342,73.332,25.0,subPlot_new_all_190.mp4,64,73,10,-0.01,0,0,True,28,64,10,0.9286,8.5,64,1
